milliseconds,CycE,CycA,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p
0,8.489783582911101e-05,3.1817160284696333e-05,-4.049366542598265e-06,-1.0562722000856241e-06,-1.9512729307110748e-05,0.00016181069919929687,-9.811592638510323e-06,8.973173785213254e-05,1.0005251922509857,-0.00028988404608032366,2.3055647308578662e-06
100,0.00046040049126045,0.00031295006565052277,5.7494586501676925e-06,-4.146597495877188e-06,0.00024215292182870062,-6.77258884748971e-05,0.0002935217729401197,0.0010245471486165488,0.9998550820466918,-0.00016522001400167395,1.6970576608429324e-06
200,0.0008233004183503875,0.0005704615940983302,-2.272128165692192e-05,-4.863739794292102e-06,0.0010188195202818268,-0.00013965411398232668,0.0005222760333610678,0.0013704846960544245,0.999911554660559,0.0001966975518735325,4.874857294142222e-07
300,0.0009571017024989074,0.0005824352117958795,-5.21527867269043e-06,-2.732515368003763e-06,0.0008546866367949292,3.3601615328904135e-05,0.0006859656826231327,0.0024261169410344898,0.9998165650591018,5.632731203249143e-07,1.3602189595590229e-06
400,0.0012716412275117902,0.0009838694709561524,2.2275126428217856e-05,2.530986702132731e-06,0.0017943288849671829,0.0002206599503153427,0.0008019235187229895,0.0025046575072041007,0.9993548554604493,0.0004481687454144964,5.500040774509934e-07
500,0.001700599020176229,0.0010567409418428075,-9.057771452606333e-06,2.5824347676652987e-06,0.0020350227235214646,0.0002382476354313626,0.000957228270296173,0.0029270025794635723,0.9997831034191004,0.0004731841045351327,1.3009168220438332e-07
600,0.0020426573629255466,0.0013484946695950743,-1.330743350419682e-05,4.369277252947768e-06,0.002507959172560303,0.0002871670652132238,0.0010304665657171073,0.005476276108473203,0.9994636750648644,0.0003430115337090851,1.6518672378648097e-06
700,0.002167895230733171,0.001477169595006126,1.0695454217599597e-05,2.8816327791054997e-06,0.0025783540408135168,1.2805189265628625e-05,0.0011566458915492088,0.006101390077564603,0.9987230502309411,0.0012033850893482204,-1.8667865315206803e-06
800,0.002183521980125929,0.0017480746819177515,2.3889286989688817e-05,1.0135776697486002e-05,0.0025956086905932515,0.0002146150804138458,0.0012285656815846624,0.007055285270746492,0.9986960054138693,0.0014269136730451065,-1.1905726389424048e-06
900,0.0030168457151661635,0.001873057361725996,3.612013063893984e-06,1.8190656730284658e-07,0.0036132887786105815,9.313027378096768e-05,0.0012497053853870877,0.0061360704863743735,0.9979623207653491,0.0017342241807676477,2.0957379327346622e-06
