milliseconds,CycE,CycA,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p
0,3.966598029660661e-05,-9.049360533317359e-05,2.5863463811094145e-05,-5.355764133636892e-06,0.0002286645847091674,-7.682972569080684e-05,2.7498635867621373e-06,0.0002963755873638879,0.999962847690711,3.366024891317211e-05,-2.04589856716265e-06
100,8.438406142992989e-05,0.0003545018850640351,-1.7684536799502095e-05,4.981119368961732e-06,0.0002448941407402284,3.8164601202558e-05,0.00026915425486469686,0.0018478683177026284,0.9993811325511378,9.711634872158408e-06,1.7784133570605403e-06
200,0.0009206974174215365,0.0003345758872516413,-2.0727875267318408e-05,4.434157042478808e-06,0.0007938496559833719,-0.00012681286577273938,0.0005244144407275499,0.0024382407018910886,0.999375994017534,0.0001618356396856453,-1.1956303236538504e-06
300,0.0007664164671309425,0.0006409321566612946,-1.875346188439347e-05,-7.624033626943537e-06,0.0012037162734625118,0.00011431179927044885,0.0006961527469952273,0.0015159748872158806,1.0000408008146842,-7.92119429644414e-05,-1.9033027379532517e-06
400,0.000942351201098724,0.0010093740664805489,-1.7640503498600353e-06,-7.709257432624815e-07,0.0016249411058529204,-1.2236864212996693e-05,0.0008424993292935332,0.002213192307796385,0.9991575985913633,0.00013178279566702358,-1.1027697048100763e-06
500,0.0012657737081711888,0.0010576513334903895,1.5053534393053325e-05,-4.827029748260099e-06,0.002093379104125935,0.0001835225210217244,0.0009298205507585226,0.004205393827488168,0.9988354936973002,0.00044743397413105296,-1.4302191535676516e-06
600,0.0018338074000922378,0.0012979569695408457,-2.4674579979182794e-05,-1.4542221629103407e-06,0.0024671177119278934,0.0002947724292702588,0.001031393244018716,0.004384329080079932,0.99944172491278,0.000537546603366297,7.594519814410118e-07
700,0.0018796182969598402,0.0014358438523756785,3.93340310522383e-06,4.7123044601073736e-06,0.002904519476510114,4.936097928744687e-05,0.0011191793913658719,0.00509403141219058,0.9983549840816701,0.0006980878731610884,-5.221560337992014e-07
800,0.0026085870382560206,0.001806693642935122,-1.996461935419357e-05,1.8367639679709968e-06,0.0029075718698658936,0.00038376157713058837,0.001194268752268034,0.0064275643009291126,0.9982814725033299,0.0008765658493398176,1.8225796518583706e-06
900,0.0029631328402655293,0.0018845622020646565,-1.125860561181551e-05,1.9060153684923327e-06,0.0030232920791600838,0.00043216927949482956,0.0012922090931988507,0.008219167676750867,0.9987252105890603,0.0011518355511750476,2.5870748277506317e-06
1000,0.0030503857747568325,0.0021721593261920056,2.9068232141051804e-05,7.787986607964509e-06,0.0034584689772558983,0.0004814410746227257,0.0013159226675654612,0.007839390875568997,0.9985670184941504,0.002048200725341765,9.255751891774746e-07
1100,0.0036764253233800065,0.0021778170792809085,-5.831878551956009e-06,1.1846142696432156e-05,0.004165798392908227,0.00035195180896347404,0.0013451241931781094,0.007915001575112903,0.9981755937155228,0.0017413651810436186,2.9747558256418177e-06
1200,0.003903859150483494,0.002334329685056625,3.0283605266856988e-05,8.151597825353566e-06,0.004538349730405595,0.0002789185658359451,0.0013734313806040299,0.009337452346238296,0.9974836264307154,0.0026301928407244206,-1.0621059883995466e-06
1300,0.004236846097966015,0.002604994195560188,1.7255761300964652e-05,4.113006401576636e-06,0.004528240892938,0.0006813669119918469,0.0014251360555927513,0.011156337703823141,0.9972724509614627,0.0024396842327488147,3.508476946013006e-06
1400,0.004103904944078368,0.002767887726141763,2.92710697893061e-05,9.869201010682232e-06,0.0051476028344651075,0.000521944323580363,0.0014288101288340094,0.010207204198727806,0.9960449677010783,0.002928577419271659,4.345067238462437e-07
1500,0.004549533194046519,0.002688838541402811,2.4654953967985557e-05,1.792911311550987e-05,0.0054970648282544245,0.0008414038395962663,0.0014740292959799495,0.01078134696929308,0.9957913906692936,0.00326451681890608,2.7500443209931565e-06
1600,0.00465431740894605,0.0028571731249503332,1.4352656714085768e-05,1.609687343469702e-05,0.0056026411213649,0.0008703154837330648,0.0014663949781597032,0.011926404379342266,0.9964458126599909,0.003166896055707684,7.331737227761145e-07
1700,0.00474425144953377,0.0029943502178855436,5.620799903480127e-05,1.5440198899101756e-05,0.0057039724453664216,0.0007716346013857555,0.001467700599961418,0.013483066468577436,0.9957795683563925,0.0038706487641297135,4.019326152722031e-06
1800,0.005359707724955314,0.0032136995457356073,2.827407973333257e-05,1.7741381442358885e-05,0.00618239636678782,0.0011214279110572183,0.0014716774956541553,0.014741617706952393,0.9956372170468644,0.0036022623187911764,2.2540020220226656e-06
1900,0.005521118397624175,0.003330435455257562,4.259057742412882e-05,2.2257466404904018e-05,0.005985497450541089,0.00103081846422343,0.001521427621887045,0.01530171098131966,0.9953176983565408,0.004063195902963652,5.242364160158595e-06
2000,0.005963278614805001,0.0034032260523351957,6.263346381555485e-05,3.3501821672251184e-05,0.006239447162746056,0.0013263037239688255,0.001478791749559871,0.014713791770650384,0.994864687133268,0.0044699816139398526,4.099112236933956e-06
2100,0.006630532778480119,0.0035001910928613928,9.532797229298297e-05,3.4899440188720665e-05,0.006762227621387973,0.0013352539160332714,0.001527003475893997,0.016369860375233122,0.9941147855344975,0.004478089244246352,8.00496799754674e-06
2200,0.006181910005857337,0.0036040877355143,9.533338093547872e-05,3.4585421529364035e-05,0.007457881029883057,0.001324512710323653,0.0014976229223233645,0.017786268085657548,0.9941251314500528,0.0053277713802533655,6.067136786741332e-06
2300,0.00709782332818382,0.0035824034023916353,8.168518827692694e-05,4.2026667377091125e-05,0.007576165829285827,0.001666185027610594,0.0015352452786138611,0.01897488872922051,0.9935909791840452,0.005702028279893471,8.973013310698559e-06
2400,0.006821151554428301,0.0037968752920480354,0.00010113279184063944,4.655733485536843e-05,0.00732281690983551,0.0016547895140444386,0.0015502733387022553,0.018043168039282274,0.9923269985656054,0.005288851672201679,9.136639371081036e-06
