milliseconds,CycE,CycA,CycEp27,CycAp27,Skp2,Cdh1p,Emi1,p27,Cdh1,Emi1Cdh1,Emi1Cdh1p
0,0.00012281515190805305,7.475546152247223e-05,1.2774109179561484e-05,-3.087670657419539e-06,0.0003368728248004784,-0.00010054123014944594,1.318483114594725e-05,-0.000845237877305186,0.9994839203615039,-0.00019037841025993965,1.5381838056787512e-06
100,0.0006019690607094144,0.000338995894619036,-1.3579839223020815e-05,-6.918403003947692e-06,0.00013170936336581442,-0.0001662801285454913,0.0003011937218116406,7.551551301566203e-06,1.000027014596487,-7.877847785148681e-05,4.399060249675631e-07
200,0.0006696064927261522,0.00040128749795095527,-8.495596381771852e-07,-5.308103048576531e-06,0.0009035547039702573,0.00018859535109126894,0.00047801341448980295,0.0018805958150821867,0.9997181312585869,-0.00031031435597705205,1.2933853905166248e-06
300,0.0008448746063311959,0.0007681029377751713,2.069437212602631e-05,2.7053933506549426e-06,0.0013989519617373912,0.00019024361047817494,0.000690800053417663,0.002126888129641971,0.999966474017188,0.00026583356047181467,8.66857731707348e-07
400,0.0014440223813546023,0.0008168402116421929,9.017616684476232e-06,4.977479628815315e-06,0.0014106902528920298,6.400920509742247e-05,0.0008490647714227915,0.0023324319839158328,0.9997199958868094,0.00017231783556601266,-2.1507686244562483e-06
500,0.0011505787904232602,0.0012791250277181475,-2.2574945969099857e-05,-1.1395555072206645e-06,0.0015784241272513418,3.981134994297602e-06,0.0009240413939546351,0.005128289122665744,0.9996749019733192,0.0008822066262206032,-2.1537050289775233e-06
600,0.0018653330473179222,0.0011883641237222023,2.157791009695935e-05,-4.938641018028206e-06,0.002601528383579123,5.9843090060371585e-05,0.0010194029444064198,0.005545644873980949,0.9992325171180394,0.00042419036310536665,-1.9112574587095996e-06
700,0.0024417570193666074,0.001466777258747477,2.3361899826088887e-05,8.703230281691878e-06,0.0025590121406625656,0.00019579940868781712,0.0011381932070513036,0.00447112242393686,0.9993631063533608,0.0012698653802463977,1.1244715848711971e-06
800,0.0024678716182029107,0.0016887392846886972,1.9002924220405853e-05,4.429314674701041e-06,0.0031490226764158387,0.0003482861511305948,0.0012078304711990477,0.006833668950798714,0.9985406971337719,0.0013775293974273332,2.158713839468655e-06
900,0.0023030334078420036,0.0020271612283706596,7.720633113239446e-07,1.164187870918509e-07,0.0030619594927058496,0.00022037172950923936,0.00129421066753988,0.006813093974316908,0.9977747020208559,0.0017609645928558485,1.647249742695288e-08
1000,0.003038691467945283,0.002165134974243391,1.6431667578141434e-05,1.1913646373471395e-05,0.0033292807946811026,0.00045082023910137986,0.001314134021854762,0.008604356717968158,0.9978996340739994,0.001878948737334176,-1.2748537203347253e-06
1100,0.003016275250348958,0.002102212774794816,1.1617618890398322e-05,7.845049313645984e-06,0.004000758467870988,0.0002556413723168651,0.0013460553992598076,0.009155944519262962,0.9971454117630487,0.002019200133013765,-7.367278784789911e-07
1200,0.0036990070641320766,0.0025209493981521746,-6.018868377565104e-06,1.1390786229404613e-05,0.004543201162032667,0.0004835705909149214,0.0014120954010694545,0.00883720824754528,0.996936205311952,0.002485579141319718,-7.4055639752624e-07
1300,0.0037440944483347494,0.0024423027033206686,3.254543134939268e-05,1.242672133210109e-05,0.004705479214067337,0.0006890989309445202,0.0013719180302716803,0.011379455338093019,0.9969082343707513,0.002091260590805727,-9.054257338740697e-07
1400,0.0037882227576684835,0.002639772870309371,-6.717287217901972e-07,6.447438884222663e-06,0.004646054422904071,0.0007653567413809846,0.0014329071884732853,0.01157428616480157,0.9964691266237328,0.003064424982038838,2.7070023231829444e-06
1500,0.004692968243586024,0.002746122521194624,1.3677728009283987e-05,1.8682123355397015e-05,0.005331383626542761,0.0007642049467899834,0.001433726181465139,0.01201152629975322,0.9957612323945393,0.003215684032914208,2.2055832163420393e-06
1600,0.005012484465825506,0.0028373380056014395,2.1199588263938455e-05,1.2004244228610048e-05,0.005592738310745241,0.0007532819664489734,0.0014898057476224978,0.012327778226132343,0.9955225279010256,0.0036304289868221203,1.1737705546716046e-06
1700,0.005344588559152572,0.003051321726474229,4.2732821271254416e-05,2.1878513678346058e-05,0.005465400193510613,0.0007243651974469416,0.0014913507078986314,0.01417971433199229,0.9954417380457838,0.003770459279132945,2.652792899350426e-06
1800,0.005270524611661521,0.0031202171129892237,2.926671647215121e-05,2.2170969508474705e-05,0.00572651255633556,0.0009170245005534454,0.0014917780195683639,0.013495613039557963,0.9952429203606356,0.004088515490940368,2.099842722295159e-06
1900,0.005548661065443357,0.003161561227501701,5.173476279419916e-05,3.0732378540314894e-05,0.006500639695303574,0.001212433959995747,0.0014921199966506234,0.0160145872325999,0.9941946194526596,0.004292097302095312,4.079215762125492e-06
2000,0.005704896901497939,0.0033661720108261518,8.74308046497057e-05,3.1121239443576426e-05,0.006444283311909676,0.001074664854449827,0.001504169426527057,0.015034149417977661,0.9939443966323716,0.004306009328937366,5.961228803409029e-06
2100,0.0059553673131581344,0.0034151506585570097,6.223258075160148e-05,4.203537172702617e-05,0.007069955984148257,0.001188990479649113,0.0015110796546251085,0.017650266205832484,0.994234107109479,0.0049138355974182365,7.819509050575773e-06
2200,0.0063703917971571844,0.0035467473592187405,6.820241424292442e-05,4.128375701754413e-05,0.006902032259267084,0.0015195420773393635,0.0014954661050878312,0.01745496414438919,0.9935582572301981,0.004881862437482953,5.057581806634748e-06
2300,0.0067750594995160075,0.0035659366143640254,0.00011887013820823841,5.191142356866282e-05,0.007094303009794548,0.001452223408681827,0.00154142011464751,0.01704761395735566,0.9936233958444447,0.0056407845115998365,8.602704828424205e-06
2400,0.007471705798411123,0.0037236884741368385,0.00012363638403795312,5.250602582943234e-05,0.00747313851094743,0.0014863369786002358,0.0015163515800963783,0.019958907136695122,0.992164365390749,0.005477278389132564,7.494796762204325e-06
2500,0.007506684722217783,0.0038968054855020133,0.00012827812214277718,5.257050564116233e-05,0.00803152231405238,0.0017460991894200574,0.001537587090005466,0.019531883511401057,0.9917781319910047,0.005951965622298595,9.280310545216867e-06
2600,0.007960372927803754,0.004041025351972798,0.0001438185353283187,6.612829283792656e-05,0.00809693871048091,0.001714081333765305,0.0015766569707630518,0.02139419479025804,0.9919149989801609,0.0062546400884351365,1.3652098671693607e-05
2700,0.007637389710851598,0.003917969840938244,0.00014997932854100035,6.80649208681759e-05,0.008404349601921627,0.0021204843304635378,0.0015757359230653995,0.02062853364808419,0.9914465731117876,0.006335823963145394,1.3944289161584928e-05
2800,0.008195092950647168,0.004154209254001681,0.0001733524921554114,7.968711187687847e-05,0.008465623332987645,0.0022286196081294576,0.0015272790295786716,0.022651201832435863,0.9913810464606618,0.006905282290771975,1.524172186949888e-05
2900,0.008306476599772192,0.004110222843554319,0.0001884713244085203,8.165375324436263e-05,0.009086189264092014,0.0022678710025959494,0.0015408607457812037,0.02230553262312929,0.9909872461099714,0.006779660571277357,1.5982889551137466e-05
3000,0.008719347214407865,0.004275438975151004,0.00022995633717454107,8.697867080645839e-05,0.008863064571174722,0.002381273872316625,0.001535711841209895,0.0229500222290951,0.9898009326602383,0.007476658411832222,1.574047895421163e-05
3100,0.008921763150132782,0.0044372057410812255,0.00024591054716917543,9.285385182647611e-05,0.008982918991053628,0.0025587196950048697,0.0015890879775791722,0.024473616357137854,0.9896890622836225,0.007545385046754456,1.974712516131076e-05
3200,0.009555117181302022,0.0042796027826317905,0.00022343484309195967,0.00010497226572517932,0.009157961307624607,0.0028053021938449618,0.0015622998933405331,0.0260876260236353,0.9898480617170222,0.007709829097565115,2.0604847988368385e-05
3300,0.009369736315577255,0.0043897536795844405,0.0002617527763669439,0.00010656978169557997,0.009420641520328319,0.0027604642041658346,0.0015522460318958876,0.025767837896060138,0.9885930946744383,0.00826681795556152,2.2929419404768395e-05
3400,0.009923945170723916,0.00454557788886228,0.0002717994548569761,0.00010860667948820887,0.009592848628893116,0.0031034370623460074,0.00160638057107479,0.027059041319217197,0.9887261802703646,0.00866529598101498,2.447516314846008e-05
3500,0.010407904647083112,0.004527767713985778,0.00032195927993504154,0.00012727431299800057,0.010371024296451375,0.003165164348303122,0.0015755581102832616,0.027785176733458636,0.9877320783029505,0.008883463433455101,2.8284364308782874e-05
3600,0.010190482200944442,0.004791316428747185,0.00036287490134412787,0.00012029486331086629,0.010163521201697685,0.0034605580193772614,0.001599611143482057,0.02720771266442783,0.9880581678568442,0.008845809949556948,2.8664793370957403e-05
3700,0.010945255577307285,0.004556950148186475,0.00037077358463288043,0.00013864458500492652,0.010418416875711031,0.003632713367768118,0.0015812224600244666,0.02818770959786091,0.9870124892460391,0.009781869936063555,3.300447740601921e-05
3800,0.010639746982039663,0.004812140244402418,0.0004058661416126458,0.00014384769449643262,0.010864483402913313,0.003485009679540851,0.0015805801813548492,0.028758021198478267,0.9871220091330594,0.009513715384509788,3.785614825474122e-05
3900,0.011330365867387338,0.004789789594737888,0.00045240528189085096,0.00015020181950463546,0.01072226759346099,0.0037849804916668915,0.0016182509989032577,0.03013978220238852,0.9861718685036389,0.009992575625265848,3.7230670812312484e-05
4000,0.011768908250372292,0.0048380047230933265,0.00046037266409036426,0.00015483736979800356,0.010820165730507147,0.0037941567877963944,0.001599344095296614,0.030960969771888277,0.9857246153246955,0.010336236472442858,4.25577008665977e-05
4100,0.011975199598155874,0.004747307089375806,0.0005144665668790541,0.00016138591489158065,0.010817983834302793,0.0042898579782071795,0.001635502027861517,0.03214300217548189,0.9850192759239955,0.01047007361005581,4.290492489856666e-05
4200,0.011614067648167664,0.004921603738282301,0.00057297358250128,0.000175090823720179,0.011302557384105804,0.004183571866421382,0.0016303793657248212,0.033355971866240154,0.9853038411920748,0.011125701278200124,4.841012587009509e-05
4300,0.012115194939601212,0.004977517751897325,0.000570008630246693,0.00019096769257292292,0.011877563762623507,0.0042865194942993574,0.0016347215094122966,0.03314520549913569,0.984862646492931,0.01110633415278013,4.9703689686940305e-05
4400,0.012147047961552304,0.005075088750846086,0.0006419685367362074,0.00018964418747107915,0.01177983879989878,0.0046246134081597695,0.0015965416145033843,0.03351405520885536,0.9833684867442946,0.011312391086817915,5.301108243497035e-05
4500,0.01238625134789351,0.00510679882656166,0.0006574103402545521,0.00021040747968237262,0.012055576620676352,0.004819627091582346,0.0016117357270899722,0.03545220400640135,0.9832155061672421,0.011632930995182983,5.797625427557587e-05
4600,0.012750450554501488,0.004951485019660027,0.0007129333476310919,0.00021835809511332963,0.012070728811075748,0.004827764082043257,0.0015988124761333819,0.03457325576812969,0.9834389848268221,0.012026990707591322,6.157883457076812e-05
4700,0.013270721475341968,0.0052174297705544674,0.0007428656707709908,0.0002175850948555763,0.012460289564610677,0.00518880529922444,0.0015963419300477491,0.03538272950349654,0.9822678621119877,0.01234251470339583,6.68156100926001e-05
