miliseconds,naive_Tcells,eff_Tcells,tumor_cells
0,1517.3467529416987,20.062339967242497,9997.952696027132
100,1457.308510988007,-0.08588937594969168,9992.346473529024
200,1421.2605254713021,-0.022129626709742986,9986.44826005209
300,1373.7041341587278,-0.11378685174132681,9985.82228589885
400,1350.9555518263878,-0.030406123415369756,9977.7576303078
500,1304.1318926638187,-0.11448300128062033,9974.162456156733
600,1283.4602448430626,0.10841641999942545,9963.39222303428
700,1245.2057026656787,0.06268080757681177,9954.557262058705
800,1192.2416570344578,-0.09982958974125075,9949.390466336572
900,1172.004475571147,0.0673704654112498,9947.478762444105
1000,1123.5964843875015,-0.05376074543690976,9938.962894366849
1100,1104.0362370407806,0.100631099526884,9937.644655823577
1200,1071.458161248474,-0.012917007418737527,9929.482141131595
1300,1030.6635070305958,0.016600650668898688,9926.48806427357
1400,996.5068632555008,-0.11417447668447687,9916.112170050188
1500,965.1716017044164,-0.07508250419229644,9908.598550266192
1600,947.5608344183169,0.1128590325705402,9903.364075559559
1700,938.7401742020712,0.023208372348625175,9895.390981877139
1800,894.3961966578127,0.04136141593671151,9892.137232505702
1900,868.3281521680775,-0.0265358602165907,9886.811550379014
2000,833.5585932072614,-0.103787840231865,9884.233556150448
2100,835.988369041394,0.08628237979931608,9876.94890414558
2200,810.8484832876336,0.12894788479122607,9866.755995311083
2300,788.5417695574055,-0.10676663886443538,9865.097138220288
2400,753.3182417603527,0.019229953688927222,9857.95859896254
2500,733.3156788119309,0.07104529002045787,9850.757375043075
2600,699.2395602155449,-0.10347114216907248,9848.976029431371
2700,683.5404830105347,0.02509497871500572,9837.376578106885
2800,666.3800403303463,0.1158407421753711,9832.795066817078
2900,672.4350404974958,0.04470495757413456,9823.875221066568
3000,638.8447894759131,0.13181088174158082,9819.62885555685
3100,616.1786132058398,0.08153585878784358,9817.004795022965
3200,585.668789726279,0.08951090329062,9810.634988873393
3300,592.2292799843891,0.14115334876911897,9803.624876510523
3400,556.316212543433,-0.06532582140673364,9796.220335188733
3500,540.1297783243541,0.010413537006330768,9788.549990557476
3600,529.8231510407072,-0.0896096997571817,9787.628895628919
3700,511.4562709846475,0.015091810285712461,9783.592910946494
3800,504.55000326647604,0.038755882404680676,9775.565712716529
3900,505.1155388363506,0.12113498522205253,9767.419283828443
4000,494.4865526787451,-0.06414126683242612,9763.618716017372
4100,454.8133675690274,0.10101066143640584,9754.258944201021
4200,437.8109032966117,-0.008235588390076548,9751.01714298642
4300,450.28739464342937,0.12082983480987368,9742.556453679006
4400,437.8677967328399,-0.049378986596940205,9741.79497955059
4500,415.98046841965675,-0.05272588969998235,9735.288978755068
4600,402.72941045114646,0.06860904100945997,9732.057740182987
4700,399.9180968171465,-0.12673224420888302,9723.916710803578
4800,389.11332064764537,-0.02453734203602111,9719.091482346032
4900,354.2033539894972,-0.05879110012979417,9713.81409055317
5000,363.6004062247697,0.10971217043648968,9708.514371572051
