miliseconds,naive_Tcells,eff_Tcells,tumor_cells
0,1510.0993453637666,20.02343031261112,9998.158090891271
100,1450.6808884387258,-0.004844260887673382,9991.319140483334
200,1409.3244185724336,0.07723676645179522,9990.702666140402
300,1390.2335357892619,0.12877234769043347,9983.779797350044
400,1336.3299669966782,-0.02931657312919826,9981.21913663715
500,1321.5858622222786,-0.09812198478515825,9970.654153221138
600,1269.8323341294686,0.050375112516398264,9963.438650038019
700,1236.5159158026024,0.10817570504145035,9956.818995291142
800,1210.4900439304097,-0.05421912991263754,9949.172306190621
900,1153.9994068282465,0.1268086646911819,9946.420620201956
1000,1127.7059502629197,0.09127830968661413,9941.109879926267
1100,1101.0746090250116,-0.025932755800399023,9934.445294826448
1200,1058.370989165291,0.0678125457157008,9926.743205595718
1300,1038.8770801481303,0.04331963236333036,9926.227821181776
1400,995.757908338072,0.1264559825512832,9913.657434291903
1500,989.2737856122939,-0.014194801441919742,9914.836302976328
1600,968.172457091729,-0.07338594480530355,9903.81235911339
1700,910.955462093981,0.0395646604421928,9900.408971212264
1800,913.4948789952191,-0.047386115054521206,9891.182127514729
1900,860.1407070426274,-0.0017269422685547969,9889.05832733925
2000,854.0642109743447,-0.06339276587409079,9880.52866156294
2100,823.871741667164,-0.09142652284348635,9871.547853893171
2200,795.4040034989011,0.13743646846348695,9865.739386638938
2300,793.420150820468,-0.07328145956033325,9860.576142589842
2400,765.5522287373103,-0.09619793202590003,9859.823807941646
2500,751.1334589432524,-0.030748463457212022,9851.097215021411
2600,728.196757388382,0.06728369983235649,9844.77851051368
2700,688.9645015025969,-0.11995084557061997,9840.396545752381
2800,673.6662592565259,-0.11884405892942093,9836.036940062715
2900,672.178274014912,-0.08887295450247781,9826.133988100057
3000,642.0349798146215,-0.12324517267401346,9819.751544040588
3100,609.0274132704033,0.09705829126214255,9819.176200227505
3200,591.8902687526318,-0.022681483948541525,9809.891112346293
3300,580.7483358968732,0.03817965536514527,9805.267151363545
3400,578.7639915692555,-0.07237783013742388,9796.40175604688
3500,549.3510243213374,-0.08782897566712207,9790.764398805746
3600,520.9974302171927,-0.04812839471641943,9788.158761194929
3700,526.9901513170978,-0.12358684899166643,9779.784944394809
3800,520.591435732841,0.0833566613776482,9771.654515099635
3900,481.20515520730714,-0.12564982789312962,9765.47939632682
4000,472.06844498417047,-0.018314281092279276,9764.29689793869
4100,469.3868005042625,-0.0727571486476875,9753.672289528966
4200,440.70973982716055,-0.10713088287105735,9752.822242716118
4300,437.90736111244496,-0.01343984668427712,9748.274706329097
4400,429.35814453155524,0.06934217185690819,9744.524133470426
4500,415.2088340030254,0.08756159904114386,9738.404489049317
4600,415.4290318345631,0.10986988054117391,9727.768214654803
4700,406.6345002999114,0.10304192140055218,9719.26881455992
4800,392.1362580724361,0.03377048194280173,9720.282861220125
4900,355.15221940191304,0.02784728442871895,9709.603248087762
5000,354.7933142411447,-0.027942732192875484,9701.715872249939
