miliseconds,G0,G1,rA,I,rI,A,AI,A2,G2,G3
1300,0.9999040752675863,-2.214030943120723e-05,1.222095796364384,1.8710081937060608,0.2274745902415237,10.1287682790027,0.4853871124599345,0.48080434250107273,0.0,0.0
1400,1.000053362578464,-7.204528500794028e-05,1.4085760909095153,2.163878569802479,0.25095077736196153,12.858743108016657,-0.07467429527519906,0.5650420937328317,0.0,0.0
1500,1.0000457189527148,1.5677394930135062e-05,1.4734603434713738,2.5884605952457465,0.2649389263440885,14.36703635695544,0.1496462078807802,0.6253846885910088,0.0,0.0
1600,0.9999906093588,-3.623264478196723e-05,1.5539475728564696,2.7229734184411605,0.2795260373236876,16.316169782409226,0.47028575717034954,0.6936565858175744,0.0,0.0
1700,1.000001742500937,0.00016149222654281224,1.5924273894828174,3.065996424099317,0.2859875202196799,16.567248616919084,0.3001590386894567,1.1522450585030526,0.0,0.0
1800,0.9998760436441135,0.00011429513857575154,1.7329329426574114,3.291134959509387,0.3023493992145751,18.75070457016604,0.27011912061433835,1.4618649681464173,0.0,0.0
1900,0.9999601381090965,3.799073148196375e-05,1.7628565932703815,3.6800465052327573,0.3450560487262098,22.109132989310048,0.6237057927647109,1.7097292069780785,0.0,0.0
2000,0.9998163391626599,0.00013640866257986782,1.956712790546147,3.8726565021043733,0.35023064018307665,21.813098338864176,1.3229256888221217,1.4449819952916023,0.0,0.0
2100,0.999857579092655,0.00011790612096522787,2.072826367857219,4.183692623696766,0.35936893751254206,23.95007981975601,1.2883453174421877,1.7656148669047198,0.0,0.0
2200,0.9998553493321669,0.0003604007656405597,2.09392509644779,4.3640920063223305,0.38430092951612854,26.19583601201966,1.8973204833606452,2.2070469138072233,0.0,0.0
2300,0.9995879860669755,0.0003176666047038844,2.2586845487207468,4.659181609373969,0.39878968695596123,29.03341623375271,1.561413583456657,2.9043873388569827,0.0,0.0
2400,0.9996679888081458,0.0004612902845790354,2.314628612224063,4.940247716534261,0.42345639148916375,30.003695445264814,2.4574970996899825,3.027254575314669,0.0,0.0
2500,0.9994744989144712,0.00048188202645470246,2.3246243269940083,5.1617832783511055,0.42573782417398154,33.50129610669501,2.630280140692765,3.5203941746096303,0.0,0.0
2600,0.9993228005312321,0.0006973605757468474,2.443073429087771,5.285591754659633,0.4411620153751114,33.56169150639704,2.7551661489013366,4.350864579491905,0.0,0.0
2700,0.999383456230541,0.0007774120905286908,2.5362490852400708,5.576511790476958,0.46016192842611503,35.59307259154384,3.328349622813845,4.621286743421843,0.0,0.0
2800,0.9991334848985093,0.0007160917765621754,2.710964846104077,5.694228656358832,0.5001716605702239,39.49895438395857,4.1633594563667815,4.846705524080696,0.0,0.0
2900,0.999090052957726,0.0009774012568183564,2.8167941091238093,5.789984609762343,0.51522825040181,39.54337358159437,4.657448630168201,5.990658971150917,0.0,0.0
3000,0.9988893229208966,0.0010219642646652565,2.855689014531235,5.972522649615818,0.5311082795080632,43.24903930800097,5.246059503211225,6.280971070720052,0.0,0.0
3100,0.9986649796337913,0.0012661722698015293,2.934784382997313,5.923476140549604,0.5461123839222298,44.28273820660723,5.601768975968691,7.0230209470852545,0.0,0.0
3200,0.9985837536354123,0.0014002853230982,3.0450148192499666,6.0398096441337445,0.5508115217237048,47.26438581380959,6.593957783661409,7.772217219641889,0.0,0.0
3300,0.998351106545406,0.0016663128010429538,3.0966344994056776,6.089556654581614,0.586215613081601,49.203895380644,6.8935604764068374,8.344636292781386,0.0,0.0
3400,0.9981273993770077,0.0017901764992006015,3.2521563500757433,6.236345345710743,0.5906629453223048,49.74643208545811,8.155034813159443,9.486884642996115,0.0,0.0
3500,0.9979305070802555,0.0021610747781058183,3.2904432705004902,6.3889059759479405,0.5990524344043148,51.40871662023111,8.929266106797076,10.5790665806026,0.0,0.0
3600,0.9976182034475345,0.0024669193179395737,3.3311938312930405,6.252292304796598,0.6183987497582021,55.03662312689649,9.532559190726943,11.19210293276059,0.0,0.0
3700,0.997424954083607,0.0027074705495530402,3.4260997718374506,6.416766359328645,0.6336988485981851,57.814316956121466,9.976915405533727,11.692403697933292,0.0,0.0
3800,0.9970517907984034,0.0029651842396788545,3.527932592429665,6.502221800529225,0.6577314697731986,58.73893131398385,11.020622889646914,12.782397925045345,0.0,0.0
3900,0.9967871452194229,0.0033049147053953974,3.6379784092033924,6.453956545821532,0.6818270958183511,60.67654048549078,12.01612405293536,14.010423573712595,0.0,0.0
4000,0.9964281682331938,0.003595941298266826,3.799621990691184,6.522026756461015,0.7122547238372898,62.832919791766095,13.384813341385616,15.272036229155502,0.0,0.0
4100,0.9959412783175082,0.0038809296562911932,3.8871216732478007,6.477440340550948,0.7112836048617281,65.4265908622337,13.907561426869117,15.96942541626554,0.0,0.0
4200,0.9956234369300593,0.004502657425608079,3.9696008923061226,6.338725555129168,0.7459108835979265,66.30683725654936,14.79084064333318,17.449981441470094,0.0,0.0
4300,0.9951810861013076,0.0048944632811596025,4.081552925018041,6.3503092000508525,0.7652403725176731,68.94431350342488,16.470811443832208,18.154126297783943,0.0,0.0
4400,0.9946535067835289,0.005362908784655285,4.085572701764018,6.295663714658205,0.7631308753094457,70.8676571831344,17.23337219138446,19.11669633285243,0.0,0.0
4500,0.9941523672570881,0.005799692416821304,4.234868181724617,6.257077211699664,0.8036425183400269,72.81191434524595,18.506297390010534,20.37376079912221,0.0,0.0
4600,0.9938039030925547,0.006182745124282624,4.265999418689511,6.3634345144579605,0.8174077203267255,76.51222714092941,19.273472052997672,21.644075658293062,0.0,0.0
4700,0.9931645303231001,0.006850384374194372,4.389342250661287,6.357348302706082,0.8401720582068801,78.30545256322856,20.421116014264516,23.317503537838423,0.0,0.0
4800,0.992571799147593,0.007519425323843957,4.438262183623689,6.312003172655174,0.8443753132888927,80.66625677347089,21.79712997904775,25.026219341962207,0.0,0.0
4900,0.9920053538283146,0.007912415138504696,4.625453995121766,6.334450253596431,0.8769385211141711,82.83141398473374,22.861111929632926,25.844722909077422,0.0,0.0
5000,0.9914090387476406,0.008683849991398377,4.616275535476091,6.261323174836024,0.8900001644239339,84.50222955116027,24.490462248680426,27.651491532873237,0.0,0.0
