miliseconds,G0,G1,rA,I,rI,A,AI,A2,G2,G3
0,0.9998837518854963,9.511648635097784e-05,-0.02036811551106666,0.007029437511038728,0.009501365512910904,-0.021765879878088087,0.19696021987056755,0.18359241472397106,0.0,0.0
100,1.000029088682239,-3.5793557812439357e-06,0.03749795347394904,-0.008818571537699285,0.02652369479937123,-0.052569151297423275,-0.2363064285752962,-0.29385833317515214,0.0,0.0
200,1.0000673710665298,0.00010639718348461493,0.22007925890820101,0.06235826939253539,0.04317345323580692,0.7494614140382203,0.07073545610839661,-0.00548396455179008,0.0,0.0
300,0.9999881110360687,0.00011615809140031984,0.35276695277910275,0.16008239425815396,0.06565424218805806,-0.5610781053160891,-0.22396460289893685,0.281464823788459,0.0,0.0
400,0.9998822554861122,6.894949082229639e-05,0.35410955816834333,0.2739361583974149,0.06903473953955583,2.349853475984697,0.2115436865454359,0.2031462009080508,0.0,0.0
500,1.0000886281635748,-2.7387566685667474e-05,0.5350544909827469,0.3910259181081636,0.10093262417679126,2.8166334344545696,0.2870673809486965,0.21528174143241008,0.0,0.0
600,1.0000923288297403,3.604664993964506e-06,0.543348031365991,0.48717136385197474,0.10528728129981345,3.362133287384182,0.14337764690742102,-0.16259971585305943,0.0,0.0
700,0.9999834121533495,6.0709572940103995e-05,0.7262052350458599,0.5167953648448091,0.13330700970942766,2.582651652972387,0.3453178048050945,0.08653691082767555,0.0,0.0
800,0.9999357518082628,-8.394530183795017e-05,0.7690455474742018,0.7811299418004617,0.12875272927480544,5.1606786090775545,-0.2809145832761607,0.35357375325230267,0.0,0.0
900,1.0000819316210707,8.086565336460948e-05,0.9355240417893211,1.0321104402465333,0.14625104567750769,4.885353849609554,-0.05271316168087223,-0.06785066297989327,0.0,0.0
1000,1.0000848474565616,7.174508488432339e-05,0.9775347929259882,1.097446916348646,0.16980084805667667,6.005469346725738,-0.20393367043174077,-0.13705854657652528,0.0,0.0
1100,0.9999417750313467,-3.622623619641914e-05,1.1106067810781226,1.3530672673538238,0.19512230958432117,8.485670369277582,0.17334454982573336,0.5085757652756159,0.0,0.0
1200,1.0000937447280192,5.146494300932722e-05,1.1629361336450519,1.6867323252659578,0.2185169457158384,9.785369451756583,0.20792305740118164,0.38400941044925907,0.0,0.0
