miliseconds,G0,G1,rA,I,rI,A,AI,A2,G2,G3
0,0.9998846300627767,-5.2331433137638296e-05,-0.06540368210595641,0.031189442892233955,-0.012247202043965026,1.2231742147649165,0.2438394673956162,0.35966839967759506,0.0,0.0
100,1.000017221894306,1.378198270211365e-05,0.04562823370001994,-0.0026487326884527523,0.025537744359747188,0.5111843799442652,-0.11117345736197376,0.31520386192226924,0.0,0.0
200,0.9999105149299832,-9.662155328122171e-05,0.2602659411107633,0.14872950446206584,0.03620329058225773,0.8399775878874657,-0.18645230390282858,0.10641752857486807,0.0,0.0
300,0.9999753553430435,-6.186670446900141e-05,0.3582744152305684,0.17023667522158148,0.04304256514926844,0.79103962054243,0.009402532886433983,0.09280577057113641,0.0,0.0
400,0.9998828644121359,-6.138798145222253e-05,0.39933847165361913,0.10887108490877587,0.06209840604354733,1.188818078771685,-0.18459743565514689,0.19844762191177304,0.0,0.0
500,0.9999155164440633,7.95276252692292e-05,0.5345978951784974,0.38765510558594457,0.07721624089318391,0.8672265773740024,0.0623849772638984,-0.23409156752579963,0.0,0.0
600,1.0000904723448183,-0.00010373898894489419,0.5673901986163197,0.5249865038682475,0.09509200575316468,2.4510622905962065,-0.041647347738025024,0.2154831699643412,0.0,0.0
700,1.0000686427544503,-0.00011762480894453504,0.6914429999735024,0.5271395715762066,0.13398673645537976,4.236331151982198,-0.08944462364957782,0.059512247237143254,0.0,0.0
800,0.9999823288479326,2.936837804869716e-07,0.757485918608105,0.7200700423231985,0.1448603216882375,3.2111482633594504,0.20094467712139658,0.34329544270044465,0.0,0.0
900,1.0000192474452994,-3.1243657722356714e-05,0.8508670761062161,0.9145695416430679,0.16384032338389198,5.578096726530183,0.3368509339738109,-0.3364452398833974,0.0,0.0
1000,0.9999321463099037,6.482792157149566e-05,1.029984565916454,1.1963414218058532,0.1747762033756318,5.731993388530498,-0.12564057657135075,0.5152388012364286,0.0,0.0
1100,0.9998713811106291,-3.2241832996854666e-05,1.0476649955839998,1.3741823466796912,0.19612806627741575,8.4747739752921,0.32471380724950505,0.4447045320954146,0.0,0.0
