miliseconds,G0,G1,rA,I,rI,A,AI,A2,G2,G3
3000,0.9988317534861682,0.0011049922585306589,2.8962883343889048,6.034358077033626,0.5175263226910478,43.296825464498745,5.176832242908447,6.121988843716473,0.0,0.0
3100,0.9988420858854455,0.0013063864751879904,3.0042783661917283,5.972462831979581,0.5441827954925311,43.74092295472487,6.072748989446392,6.8075358521334355,0.0,0.0
3200,0.9985170654630291,0.0014191762070007666,3.0813099416865763,6.022873834172455,0.5637479750067775,45.54008893754902,6.607415711114198,7.596547412190342,0.0,0.0
3300,0.9983552534295562,0.0016135967527343737,3.112797586699847,6.13550913284882,0.5774691565517602,47.740668785939775,6.788312726680188,8.871668631887522,0.0,0.0
3400,0.9981396604560765,0.001747773696986373,3.263272745240453,6.370520475713678,0.5938495411207677,52.02797765174307,7.858906370641107,8.983985021990541,0.0,0.0
3500,0.9978452400524234,0.0020873405029883164,3.3171944225793135,6.387117455901783,0.6178073410935384,52.78479521947432,8.93752290666845,10.393583427767753,0.0,0.0
3600,0.9975758416545739,0.00234230289789822,3.3433161678212007,6.350877544716504,0.6152727548292865,53.984020731195415,9.839920375770317,10.97181031644074,0.0,0.0
3700,0.9974871360485044,0.0026375373622730372,3.4373181118922527,6.474096079070992,0.654308640391552,56.70988461367443,10.606869964495106,12.304999669798573,0.0,0.0
3800,0.99712638676262,0.0028531058487390477,3.5950572597230335,6.435823560709694,0.6660194321144217,57.75564768375045,10.960021502289901,12.728357498821678,0.0,0.0
3900,0.9967106515101097,0.0032613687644378413,3.66783728039152,6.337130586394441,0.6800104755408811,61.337132675156084,12.067700886866675,14.211392180292926,0.0,0.0
4000,0.9963058087211212,0.0035649637440287973,3.790074951961208,6.52057865305164,0.6897771241897773,63.653844167777784,12.776508963017038,14.790393094833,0.0,0.0
4100,0.9961338320186259,0.0038999081945737964,3.9120402477322402,6.387739392759166,0.7212711926385211,65.2170018394228,14.358361585905625,16.02219228403243,0.0,0.0
4200,0.9956243518868108,0.004486760657945803,3.8947896469922934,6.474719256388054,0.7334510545749408,68.62292076795057,15.493380082477548,17.05148174560607,0.0,0.0
4300,0.9952439594530537,0.004703941971778052,4.037241639282476,6.3078279142584,0.749845691987487,68.87743302606111,16.30313557801951,18.400096730036097,0.0,0.0
4400,0.9947769728041512,0.0053404737680303686,4.185046530969001,6.364716537877374,0.7784248372632111,72.51024016650014,17.149796972557365,19.384446944733106,0.0,0.0
4500,0.9943247784354123,0.005835168270981287,4.270071800534333,6.2718131384549105,0.7894033394822912,73.67584413210324,18.500660581384132,20.500957738006722,0.0,0.0
4600,0.9937426123144333,0.00636224741164398,4.276487781671598,6.326253810793705,0.8116812939194052,77.39580116489917,19.772107327097675,22.12374892842304,0.0,0.0
4700,0.9932046174364964,0.006723370030662589,4.423858384285164,6.312050297136567,0.8362515930854979,77.70978365590112,20.978786342133738,23.11121257138543,0.0,0.0
4800,0.9925794011188324,0.007317325290362052,4.4369551305387045,6.4156710961386025,0.8540982839974308,80.92870347237536,21.794883836373096,25.066639247217353,0.0,0.0
4900,0.9919355883242129,0.00802753418895579,4.5182093282149225,6.3654370239058355,0.8617716189098901,84.08657223696747,22.94065907544712,25.80444140377336,0.0,0.0
5000,0.991345395109735,0.008601050608052599,4.717948657507978,6.307632813215297,0.8942291617917872,84.19791243975722,24.44454058355843,27.36047045813132,0.0,0.0
