milliseconds,G0,G1,rA,I,rI,A,AI,A2,G2,G3
0,0.9999685944070689,-2.9977182460981526e-05,0.04901616207095919,-0.06333873703177605,0.007099452225837211,-0.4211706332970886,0.18838587312488125,-0.12211900431894115,0.0,0.0
100,1.0001143062063904,9.882170114424104e-05,0.050831962466239416,-0.005534359419178354,0.005757692639705858,1.1856841629576513,0.15272137660927554,-0.23550904337359238,0.0,0.0
200,1.000019415042401,9.466160899346318e-05,0.2629793421959351,0.007667997662135197,0.04282642160712747,0.30992478895913966,0.003970074720106203,-0.360067507857132,0.0,0.0
300,1.0000111431492857,-4.96332873737843e-05,0.2804782904027066,0.22387244663171188,0.05568186047823299,0.5628020691556725,-0.057399757415964175,0.19410271704727747,0.0,0.0
400,1.0001190345752056,-0.00011767381394907047,0.396646002212493,0.17010603231444196,0.0716185203270522,-0.013374637067524286,0.18498407477390189,-0.18664869373348048,0.0,0.0
500,0.9999149850648765,-2.5706668998171985e-05,0.4244125538012918,0.2688406317101637,0.09569602301266454,1.9902441577427032,-0.26522723691613803,0.04493716226345445,0.0,0.0
600,0.9999735863298252,5.875802017909756e-05,0.5445237142394036,0.3795807654376284,0.10590354471047986,1.8183191986725928,0.026155362847208777,-0.3580818573310395,0.0,0.0
700,1.0000161152070481,0.00011010586253042904,0.6120034877775014,0.5336215358858649,0.11577850352451405,2.4909026814276762,0.07845268869199448,0.07224587186231912,0.0,0.0
800,1.0001111836117607,-4.3133874978902776e-05,0.8247639271146685,0.7212324219856094,0.1407968832230626,4.371685226359242,-0.0011699231836101373,-0.3611301605304458,0.0,0.0
900,1.0000168939386118,5.463867418438766e-05,0.9346041535736747,1.1046203869193358,0.15795025270162227,5.344312864880667,0.23469709390567056,0.4584684743344581,0.0,0.0
1000,1.00003020587396,-1.5378786566058228e-05,1.0308602184711666,1.1944464463234328,0.17299737459551956,6.123597612312498,0.13003067892594755,0.10408982742755443,0.0,0.0
1100,1.0000250385313925,-0.0001044639309203052,1.1253224171499314,1.3357451057996637,0.19705754374473777,8.513731214708368,0.06072781642904407,0.0918386100502501,0.0,0.0
1200,0.99994362971309,3.2032402045336145e-05,1.1038200223768195,1.6721963987183992,0.2022822161718986,9.806595745217166,-0.04963976137659665,-0.06661834707309328,0.0,0.0
1300,0.9999849908908256,-4.4583650165847514e-05,1.2203297976080911,1.8927310838080125,0.23553428429516007,9.475208094357786,0.12215286235442085,0.4473216253056763,0.0,0.0
1400,0.9999446168566207,0.00010903213095504548,1.2895013188221844,2.3013656857875455,0.24164056883950333,13.41185429393923,0.1270287943081405,0.6917490940935679,0.0,0.0
1500,0.9999250785910265,3.782690514438178e-05,1.4103399455556846,2.5135561083889004,0.2515470007269802,13.681276198594682,0.4404626616589209,0.5586282248181662,0.0,0.0
1600,0.999991142118183,0.00015539390922757564,1.5080353418072305,2.6973452014460126,0.28607135771123465,16.022893015461097,0.38611071760657034,0.7274150161789562,0.0,0.0
1700,0.9999719394770934,0.0001642621053458916,1.6112008184059645,3.166319005686934,0.29166384052961125,17.355318585032535,0.6634585603264377,0.7771209806660309,0.0,0.0
1800,0.999790404338979,5.393879634495382e-05,1.6725570500233498,3.4719444008160285,0.3149560012728671,18.017711042109624,0.3291414717906042,1.4192826369750666,0.0,0.0
1900,0.9998939232935613,0.00018682587657698426,1.7992941369508435,3.5834472674875157,0.3227336434740456,20.848493602586384,0.5422002362637899,1.6559982625995904,0.0,0.0
2000,0.999904155135038,0.00023378653505077142,1.924169608216235,3.8972933614346292,0.34518480202841173,23.4595188251923,1.2335382865455444,1.4099781406364076,0.0,0.0
2100,0.999890455185105,0.0002831869592370709,2.0605989030353404,4.268315213454743,0.35527496195407043,24.831548919753754,1.1666223299568386,2.0954071005756023,0.0,0.0
2200,0.9996582114307155,0.0002576142782376173,2.1715543628021523,4.439681765477755,0.37952617393623145,25.294010710861038,1.4027842795134473,2.3071232378005337,0.0,0.0
2300,0.9996520808379193,0.0002406367912053608,2.213769000848704,4.730483749141028,0.3947246427124932,28.364029819765495,1.7050952491952298,2.413198913519343,0.0,0.0
2400,0.9996832826792634,0.00038932693279211255,2.3278300485574785,4.925216401765739,0.423603947048311,30.237748137515634,2.3740568959547717,2.7088006688048756,0.0,0.0
2500,0.9995069752107265,0.00046456341226203883,2.356111365458201,5.174598043601476,0.44293273394751304,32.930762710925556,2.495089558228951,3.58423624729963,0.0,0.0
2600,0.9994273602700182,0.0004875849937664507,2.4950875999612205,5.421675567609193,0.45489702084676875,33.062968768290794,2.9420467217568036,4.446702518270574,0.0,0.0
2700,0.9993419399124738,0.0008038069016409789,2.5050157191418836,5.55587561413275,0.48031817515253417,36.80255808827952,3.336738395256301,4.820764179670613,0.0,0.0
2800,0.9992601959379479,0.0007560908807796073,2.7074543730128244,5.722547787071122,0.4953242145798798,38.365142098410914,4.261913057890265,5.523770874489365,0.0,0.0
2900,0.9989752966338111,0.0010190327462833674,2.745024683872177,5.871538495997396,0.5034317217101874,40.59374919658061,4.267449386300975,6.028700870384823,0.0,0.0
3000,0.998799393824774,0.0011570437763933946,2.9062138911054944,6.034173860633788,0.5239650891750071,42.04902643486119,5.408165381399457,6.679106294851118,0.0,0.0
3100,0.9988333891138784,0.0011596879148859113,2.904080645830866,6.107886115941243,0.539786138143501,43.53664307757504,5.931995408296547,7.186446123311108,0.0,0.0
3200,0.9984957221332905,0.0015078549975989111,3.025775043218622,6.136183562106311,0.556559375842712,45.6366394660865,6.739962129148247,7.722919602404766,0.0,0.0
3300,0.9984783875888281,0.0017127009522385124,3.1609785964479507,6.264096387147867,0.568588997290556,47.62119981661931,7.077614690857926,8.81354783245926,0.0,0.0
3400,0.9982051107675188,0.0018000209558437213,3.2435780702803063,6.314643263630822,0.603316317299549,51.665954431932256,7.599630040250783,9.409240685827,0.0,0.0
3500,0.9978520144933183,0.002163929667736229,3.2629225186860875,6.369294884368353,0.6114010611477946,52.24697442770721,8.871130896600553,10.131926468609686,0.0,0.0
3600,0.997725270098266,0.002358994233385464,3.404304146295103,6.427855907874176,0.6210298396404074,54.282132981160174,9.467141161379619,11.03606545192131,0.0,0.0
3700,0.9973519889252647,0.0026961843337889764,3.5289874473618923,6.327020636360269,0.6460662716831593,57.952338435731505,10.525922380779846,11.822457877842407,0.0,0.0
3800,0.9969828854521099,0.0030529985756838477,3.6034574881276695,6.49731845517212,0.65979677708354,57.98647237106568,10.933529117819766,13.234703689409397,0.0,0.0
3900,0.9967638577116664,0.0033317661631140478,3.7261592573975824,6.5303213746036235,0.6698984525929156,60.718867399605166,12.450822313175465,13.650578596544937,0.0,0.0
4000,0.9964771396429705,0.0036087799783208535,3.7953835887257052,6.496916180366845,0.7046813522081241,63.95421245944864,13.023781830568792,15.220777163360252,0.0,0.0
4100,0.9959795567407576,0.004030097029310061,3.890791309451601,6.46432802330514,0.7200927426441843,64.81187761787292,14.21657141117092,16.310668322189077,0.0,0.0
4200,0.9956781574118928,0.004328009712207973,3.998733275410909,6.33234891096434,0.7500977807131238,68.18673329122252,15.07066117333334,17.22161805704239,0.0,0.0
4300,0.9950960079040537,0.0047242158566751105,4.099971752757923,6.335629805328272,0.7623067844038903,69.57936598826238,16.173777010527235,18.32987523207468,0.0,0.0
4400,0.9946913290289571,0.005378179160099958,4.0796677382532405,6.408956730775928,0.7734639016400479,72.96259600187456,16.99503506915593,19.31533621916152,0.0,0.0
4500,0.9943314799436661,0.0057859153531736015,4.23721608036354,6.272692439232109,0.7874497489304446,74.64053510587803,18.313901099250568,20.88043711280764,0.0,0.0
4600,0.9937030662051907,0.006269179433593035,4.298503327250779,6.303402496876287,0.8224285249016949,75.06750189290716,19.67269965610654,21.848639420440634,0.0,0.0
4700,0.9931109792597884,0.006887718566589004,4.369636976683674,6.391977774369806,0.8411388783617139,77.17572690261922,20.50070957818669,23.02983380858462,0.0,0.0
4800,0.9925747363780735,0.0073026756569745995,4.449178436439937,6.409505225219586,0.8631147891363263,79.92668841189864,22.18731279281296,24.8105752622492,0.0,0.0
4900,0.99207601442861,0.008129316767220313,4.529226331772277,6.23810502481404,0.871733010697534,82.87900095524434,23.274736632263036,26.335148037258822,0.0,0.0
5000,0.9913875645518081,0.008652945448994833,4.6083008560251,6.166816885186057,0.8900194408753387,84.92928070759301,24.451171067373583,27.557100828351672,0.0,0.0
