milliseconds,x,u,y,z
0,850.034024017428,0.09873558795495554,0.4992934092346775,0.10065459528418524
100,849.9196436790887,0.16835982870560498,0.4991141954262221,0.10168568435082026
200,849.9041858699358,0.2008807701349952,0.4960754943833853,0.10294850344870989
300,849.8209982124102,0.22694326310547855,0.49498822899039585,0.1041683371983634
400,849.7540121503636,0.2534901937541765,0.49419101182533326,0.1066091664205435
500,849.6545681359285,0.3326910007178467,0.49142489681401724,0.10676051941283789
600,849.6198342730141,0.36825364451345083,0.49004635970035726,0.1078831554362402
700,849.5584056023872,0.40404233097124165,0.4895180991946563,0.11095330173806502
800,849.5439115763862,0.45449997857470775,0.4871039857125679,0.11119787690487976
900,849.4717192413589,0.4873428031901648,0.4857651757658864,0.113130895874716
1000,849.4130151631229,0.5222466190145403,0.48371471595805404,0.11466875393627536
1100,849.3334909645581,0.5397682664933445,0.48326152740132405,0.11643791264086549
1200,849.3038513190806,0.6187874848566275,0.4824949340772276,0.11710782038845827
1300,849.2222070242415,0.6239162999114126,0.48008303474434905,0.11803946756067217
1400,849.11212444739,0.6662619140358311,0.4784100704355228,0.12068270733651813
1500,849.0696721284152,0.6913202221108217,0.4771462510837655,0.12077831908983265
1600,849.007136072946,0.7450278715311901,0.47550592357664767,0.12267143618765375
1700,848.9449494251021,0.7787701634513186,0.4751368042484199,0.12359171593799394
1800,848.8794558588382,0.8474473497236341,0.47393241831565786,0.12542286769287495
1900,848.8572141709873,0.8825061149051182,0.47126306706579696,0.12658589214340868
2000,848.7569105379297,0.8960643571412115,0.4702119181511887,0.12837591865760342
2100,848.7578960266547,0.9295870599025593,0.47029898217678806,0.12896732032404076
2200,848.6368603673224,0.9996685898307528,0.4680236064540592,0.13073760252278133
2300,848.587707345356,0.9988855864745981,0.46694806118113713,0.13132542279246448
2400,848.5585772424491,1.0658567430174497,0.4663483800068981,0.1340989503637768
2500,848.4626876059967,1.1064660228502698,0.46451435546173314,0.134590356853555
2600,848.4808960982433,1.1461867241647745,0.4632302823061112,0.1348255024685158
2700,848.3691398949104,1.1527172037570792,0.46185454885403326,0.13692114320909216
2800,848.3524322561109,1.1971424254914917,0.46141312517090977,0.13783043547550325
2900,848.2399382487129,1.229076003940385,0.45970132773646544,0.13971892965714247
3000,848.177513707258,1.2550540283910292,0.4586929208197138,0.14138161533262225
3100,848.1940769307902,1.325589980108994,0.4568210716377316,0.14217437246743417
3200,848.0727646420406,1.335370777198493,0.45610372426553564,0.14249105147155253
3300,848.0592883224656,1.3521410362990747,0.4547686030147492,0.14380299976375108
3400,848.003055394097,1.3843375386274426,0.45332287405204347,0.14553538370537733
3500,847.964416568992,1.428476881370001,0.4518824541085954,0.14644979112293424
3600,847.8665006442584,1.4447898457055504,0.4518051533135211,0.14843551066587668
3700,847.7956233407682,1.5019455286191545,0.45062463911437617,0.14939070361954968
3800,847.7809644787936,1.514263012131561,0.44840093067670794,0.15021369538355578
3900,847.6804162268247,1.5899074613856945,0.4473328221474625,0.15061794932363115
4000,847.6549355009579,1.6243698174380798,0.4477971701441164,0.15339724670999633
4100,847.6248528912371,1.6446438684548563,0.44572943880565846,0.1541413191759023
4200,847.5135012670493,1.6884378234553874,0.44586041700866164,0.15554367896513754
4300,847.5151546764145,1.6823400104623827,0.44347127572639755,0.15530715999221117
4400,847.470731248841,1.749753842128117,0.44235622050343704,0.1565677009514968
4500,847.4202453198881,1.7489397126630613,0.44168640035746987,0.15809065138031217
4600,847.3065812087175,1.8054960595452318,0.441407690273918,0.15912389717182443
4700,847.2810436118674,1.8059183288981517,0.43909851893046853,0.16145471462242839
4800,847.1869753033626,1.8686215470093566,0.4392865368048235,0.16099729911227847
4900,847.129474857132,1.9079586026013964,0.43841796638841224,0.16348271493641814
5000,847.0730210232941,1.9376469458402032,0.43677602916248875,0.1645067823929858
