miliseconds,x,u,y,z
0,850.0362651950169,0.12660316689931808,0.5006045313700712,0.10024380033196617
100,849.9118615505841,0.14352100373521484,0.4989251320233273,0.10229325020222653
200,849.8642228467775,0.1749659415433265,0.49704455182707785,0.10298608182422439
300,849.8483718578942,0.22783947158219908,0.49527280932042705,0.10516874166807519
400,849.7660259714677,0.2546861473673623,0.49392115018687205,0.10629694172942604
500,849.6538903591445,0.3147810432283055,0.492193987841187,0.1066034868304637
600,849.604193422715,0.3718047817471223,0.4899632588947703,0.10822972162448949
700,849.5467375859555,0.3724444717074587,0.48989450981233174,0.11029747069518304
800,849.494237496316,0.4407641904465015,0.488284371831793,0.11218935776697808
900,849.4237847281304,0.4877995566928863,0.4859172069264597,0.11374716513511014
1000,849.3535324028213,0.5356543290258261,0.48545915357181496,0.11409021406753356
1100,849.2894935369181,0.557165791352605,0.4833584597536755,0.11606013556728453
1200,849.2397488867636,0.5687492732299168,0.4821374138279612,0.11718276327172063
1300,849.1648139870927,0.6192399493334387,0.4807494353904366,0.11829537104433399
1400,849.133241627178,0.6518357545995643,0.4792869578992578,0.12089983796440809
1500,849.0897165441692,0.7127960879640232,0.47694962453332806,0.12228696861523859
1600,848.9881890463561,0.7723977773934981,0.47588948156807026,0.1220139542128398
1700,848.9339498081157,0.7856812447183558,0.47441905640472887,0.1246518798055036
1800,848.9259798020347,0.8443013626414833,0.4741080171847064,0.12448553813212251
1900,848.8492546965496,0.8713024365169104,0.4711394945919727,0.12660536753225507
2000,848.8285414665528,0.9164105527320011,0.4706059256981318,0.1280663415761019
2100,848.7517925720528,0.9145768577632593,0.46936786148323484,0.12940911310742292
2200,848.6777326313389,0.9673977223067443,0.46836718817189116,0.13010325974261366
2300,848.5752662340124,1.032528729500993,0.4664510171495903,0.1313516820887931
2400,848.56830234106,1.0676460911899968,0.46606120604350754,0.1338074922673313
2500,848.4744429721578,1.088794609694882,0.464060047569875,0.13405296582448611
2600,848.415751401816,1.1367963406240456,0.46271241885363695,0.13647641254043855
2700,848.3832896987233,1.139292802863478,0.4611013879656808,0.13618035057365785
2800,848.3032277503434,1.1785038317710073,0.45993871655442503,0.13846283080370317
2900,848.2760436401658,1.2184302961884388,0.4591342319318598,0.1399202601457417
3000,848.2128200155007,1.2840431182013872,0.4579941151049212,0.14109914244106112
3100,848.1951491804047,1.3185227565437851,0.456513387093715,0.14269707668503523
3200,848.1264767654686,1.3460102327629737,0.45589566536022347,0.14351858628927808
3300,848.064056683242,1.3599648561431992,0.4546298550105137,0.1446754338134731
3400,847.9835452078761,1.3879407116099551,0.4542157569991,0.14547985605190875
3500,847.968797357225,1.4194019438983518,0.4532704194373575,0.14656417755152085
3600,847.8755793950747,1.4723646411081717,0.4510403817121626,0.1480416310356012
3700,847.8087659245467,1.5176161268414563,0.4506743080339322,0.14981132018730753
3800,847.7797833216972,1.5332518971000038,0.44950374145543726,0.1501072652683789
3900,847.7243089724858,1.574584636268228,0.448132120585497,0.15107775085822828
4000,847.6378714137448,1.5939528421789766,0.44667833393718775,0.1534885382079745
4100,847.5789025166831,1.6119490398307084,0.4451352664477863,0.15435097512707271
4200,847.5083247225059,1.648892525710762,0.44554948231189506,0.15418253885861663
4300,847.4897619691551,1.6858088368856519,0.443627498681176,0.15621550163017492
4400,847.4398853052982,1.709248857729712,0.44310566735790724,0.15697629862607346
4500,847.3784625304372,1.7850771436007589,0.44182580555024337,0.1577838574286759
4600,847.3694691778416,1.8182724532655823,0.4408933356347657,0.15856652107453273
4700,847.2526616727234,1.8280154488685767,0.4399336391528576,0.1603327182572732
4800,847.2122786434804,1.8848029413248286,0.43848633078710236,0.16181472210984318
4900,847.1476686071418,1.8937939920129971,0.43734349329743893,0.1618331934662386
5000,847.0704114480484,1.9271266740891444,0.43751427738641063,0.16355678007416466
