miliseconds,x,u,y,z
0,850.0356019080963,0.09983619003433476,0.499975318458788,0.1006768713529922
100,849.9328043582135,0.11565436500600246,0.49846795701279595,0.10064055592809762
200,849.8889112732263,0.18797460504586097,0.49748704420754725,0.1026752228632406
300,849.8386940663318,0.2407439991245972,0.49459017132768474,0.10513172740573658
400,849.7506519939157,0.2573839584418016,0.4933971841151988,0.10547783021475504
500,849.7281075380583,0.29345108189218944,0.4920996204125131,0.10693155794394903
600,849.6550068613401,0.37503169829944294,0.4900095709372537,0.10857609445215055
700,849.5486551873558,0.41281568805896457,0.48881920585098043,0.10990726327963635
800,849.54671409408,0.4552532432688488,0.4872489367323002,0.11113205057439197
900,849.4086194506275,0.4862169180838149,0.48681958867067926,0.11289482115562167
1000,849.3755129703146,0.4933158088380591,0.48485366418565284,0.1135996292932815
1100,849.293941587547,0.5735054045000727,0.48252047974573997,0.11529350761535737
1200,849.2996963585908,0.5922250802003542,0.4822609083596315,0.11789576781157189
1300,849.2378344510279,0.6170867529791985,0.47964245513814285,0.11845095289443629
1400,849.1158245727281,0.6463602086987109,0.479105218958007,0.11911751587716553
1500,849.1220321039358,0.7036424051557381,0.4773751884937565,0.12117124940693622
1600,849.0064404530128,0.7544090066164688,0.47664521029367996,0.12289475995867397
1700,849.000660136168,0.8137438981565399,0.4750594273759419,0.12480602884062422
1800,848.9312865915991,0.8299328871302649,0.4731647335055998,0.1249895163959582
1900,848.8712820963251,0.8443374598171807,0.4713508624158367,0.12621066771330078
2000,848.7531852956057,0.9256629232305494,0.4708031492425488,0.12710481775108526
2100,848.7259986378693,0.9250417364601524,0.4702124905080782,0.1289166090589195
2200,848.6440250468906,0.9583378090622713,0.4676064806490642,0.12987987503241527
2300,848.6300711629113,1.0147966572336529,0.46726387697590954,0.13158759756167038
2400,848.540618372266,1.0734159365790634,0.4660238358519826,0.13240426950521514
2500,848.4988677313743,1.0874909936111627,0.4641082050641163,0.13481425160079535
2600,848.4383590527457,1.1194474196067332,0.46339275131420066,0.13630021973404727
2700,848.4010549928612,1.181198102596829,0.4624505806669185,0.137949337332318
2800,848.3128308531531,1.1900767215850698,0.45978422830374105,0.1383189863110103
2900,848.2760642548035,1.247884671225798,0.46019262502717945,0.1397671319360005
3000,848.24494644346,1.2817877759976313,0.45764045865218933,0.13983854200682813
3100,848.1413132094999,1.322495833268625,0.45662251491005024,0.14208266025606459
3200,848.0673668116336,1.3269775255018277,0.4562439880089505,0.14316821015034467
3300,848.0131556016403,1.3516879815274814,0.4550487681252912,0.1435962041292019
3400,848.0259194101013,1.4284256372628368,0.4538289990898318,0.14529890484724767
3500,847.9095041257447,1.4228876045237795,0.4530422779223262,0.1476526780180739
3600,847.88746053481,1.4502379345750136,0.4505546287198813,0.14724431886203926
3700,847.8076521323319,1.492670988653968,0.449616428191593,0.14977592577690382
3800,847.7868364008265,1.5644623495958097,0.44916402574688874,0.1504006440233512
3900,847.7207458175233,1.5882634161664464,0.44799942232378465,0.15087082554887019
4000,847.6467300229627,1.6040335769555765,0.4472360571062603,0.1533958515803057
4100,847.6302118459547,1.6117945691544175,0.44676670600388346,0.15356803866922691
4200,847.5670619021861,1.6622192809593952,0.44506062791039763,0.15549816990088272
4300,847.4954219723313,1.7252327252839352,0.44476697139094035,0.155246509742966
4400,847.4488669304303,1.7426206147909227,0.44254520097644834,0.15681925717430187
4500,847.4114788860163,1.7444947502929433,0.44278995268272175,0.15866799367570691
4600,847.3040803095546,1.8201984952224473,0.44137201871711607,0.15851886166302231
4700,847.311324070601,1.8592083487495237,0.44045405818082056,0.15990723787323388
4800,847.2377238345603,1.8700253976610668,0.43827038492222836,0.1609684627862487
4900,847.2066451421124,1.8973421578350103,0.4387692251870011,0.16256862239886774
5000,847.0878181630007,1.9115365963949875,0.43776438034605075,0.1630626157178027
