milliseconds,x,u,y,z
0,850.0402893555838,0.08683649159999354,0.5007601560406731,0.10056338845761166
100,849.9313794868522,0.14442803789253478,0.49839688609292276,0.10234514575052363
200,849.8726439918184,0.20932136967382353,0.4969591771168262,0.10391445827931516
300,849.8075734568358,0.2088516352946497,0.49519524291324374,0.10406091676390691
400,849.7184785303086,0.25531103363690794,0.4945799056001786,0.10685961235409493
500,849.6866809610436,0.3176486388502909,0.49142974829833663,0.10720910289901565
600,849.6544548000412,0.3435289261540646,0.4898502287498677,0.10920105928575197
700,849.585802440783,0.4016205869387269,0.4885683831322194,0.10953628333002342
800,849.4864978504158,0.42972120543544806,0.48724396134348835,0.11214933324954976
900,849.4589670172735,0.49582827256584794,0.4860736013539305,0.11249153951723029
1000,849.352914239294,0.5303774333193509,0.48369958445031763,0.11479652186976645
1100,849.3146226068815,0.5390182258917661,0.48232805721091593,0.11659934913619967
1200,849.2451727214308,0.6006565798362181,0.4810796537476065,0.11818819958107461
1300,849.2252086927601,0.6214229785783231,0.4809588998403682,0.11790194572841262
1400,849.1513892030114,0.6665915954749755,0.4794316207013584,0.12010024856270558
1500,849.1228972496452,0.7333125129860709,0.4781672426743469,0.12195071299589327
1600,849.0330473774624,0.7341647401021928,0.4756092680050061,0.12257493372190065
1700,848.9578710371311,0.8124933262043795,0.4752162446640941,0.12315805272960105
1800,848.8686293500124,0.8376970940238462,0.47362429417712176,0.12592690596038525
1900,848.8737156680472,0.8735767136551218,0.47279140497151356,0.12734475904967704
2000,848.7868196055156,0.9000433906605324,0.46983991437531963,0.12712879068669047
2100,848.7527041889196,0.9274373690141496,0.4694459413409345,0.12988334517007377
2200,848.6987292129287,0.986451398927916,0.4676569190325574,0.1306621615362789
2300,848.5945090190074,1.0117549960365626,0.4670494480071618,0.13140319179103893
2400,848.5547837920423,1.0607224373530726,0.4646701638512705,0.13377050771097906
2500,848.4664928049531,1.0825803171679167,0.46387639869415964,0.13532298414370103
2600,848.4547485280503,1.1088035738450392,0.46393623900411485,0.13547151358734028
2700,848.3803246833675,1.1433173594426032,0.4612826289813221,0.13689783192168237
2800,848.3002515942056,1.1802962160762152,0.45982142458947084,0.13765820697428066
2900,848.240409964187,1.2218967558637663,0.45941261623702634,0.13885595695194197
3000,848.1905828392735,1.2780675395180776,0.45812395432418346,0.14032829602653266
3100,848.1984920123065,1.3012118481311044,0.4569490635422492,0.14203270536471968
3200,848.0983957527258,1.3560537143711417,0.4566073865423271,0.14382129444070416
3300,848.048137396003,1.3803113888048166,0.4543054115217627,0.1444694837981205
3400,847.9551071882407,1.426320481211406,0.4529285103444854,0.14487189691675456
3500,847.9203252981782,1.4123730265837209,0.45256103161946143,0.14762017927404106
3600,847.8475068601321,1.4549775579331463,0.45167808041541135,0.14885613174189652
3700,847.7968875144213,1.4814389628637183,0.4496718508166839,0.14954640272936165
3800,847.7628577691256,1.5483348524758154,0.44857681632799223,0.1502159319212637
3900,847.7388042327464,1.5907040031445994,0.4478660895766476,0.15147007614745234
4000,847.6286459694745,1.6133982838153207,0.4470307610147209,0.15197616569235323
4100,847.6318297490341,1.6448106138637748,0.4466636419820005,0.1537155478875592
4200,847.5640897617728,1.660229761693363,0.4458237119222473,0.15543742605557925
4300,847.5001248828665,1.6898438716027948,0.44441509879657787,0.15523007212652934
4400,847.397765908892,1.742308723076187,0.44383227173894085,0.15682720844112558
4500,847.4129310049257,1.7454154538684878,0.44113212807355884,0.15771043195608647
4600,847.3489310483915,1.7786855192263769,0.44177599862060524,0.1599791018971306
4700,847.291916494571,1.806946990518413,0.43997017189862764,0.16051902675157298
4800,847.2385630016616,1.876097175461565,0.438083616792311,0.16190032259881157
4900,847.1537161025024,1.9209943579783002,0.43803808209849715,0.16302947806529952
5000,847.0947216291548,1.9435648578098694,0.4373917674378922,0.16327080130816282
