milliseconds,y1,y2,y3,y4,y5,y6,y7
0,0.2,0.0,1.1,0.8,1.0,1.0,1.05
100,0.2020962139639065,0.0033480546997640527,1.0847474928199725,0.7819074750606939,0.9746861565517322,1.0175018056105798,1.0493182674357266
200,0.20468706317865748,0.006598630340443517,1.0697856468736295,0.7636765741109485,0.9503036237511644,1.0334342518757762,1.048792539918349
300,0.20782365451880253,0.009761740885453805,1.0551082147176993,0.7453709567174823,0.9267946500184259,1.0478792673823496,1.0484076792015082
400,0.21156218297622906,0.012848029453701988,1.0407092843651953,0.727047909400008,0.9041062681947569,1.0609141003980773,1.0481494066470127
500,0.21596419664973762,0.015868900049474874,1.0265832771099141,0.7087590506761218,0.8821897349615018,1.072611804768425,1.048004225574034
600,0.2210973279297649,0.01883672681004946,1.0127249882085105,0.6905504113690921,0.8610004487026487,1.083041254666929,1.0479594290637066
700,0.22703561485719587,0.021765060724188625,0.9991295963040085,0.6724630654352057,0.8404974607732578,1.0922675599077216,1.048003033457849
800,0.23385978804887558,0.024668851958477293,0.9857926801390113,0.6545336543899162,0.820643076314009,1.1003524091701191,1.048123722302162
900,0.2416577779464452,0.027564769212456125,0.9727102572655292,0.636794710000985,0.801402611181287,1.1073542601271305,1.0483108181985128
1000,0.2505251252577826,0.030471544209971876,0.9598788240594828,0.6192749655490551,0.7827441630647217,1.1133285245088715,1.0485542540523871
1100,0.26056530785343024,0.03341035691897975,0.9472953964738792,0.6019996721573043,0.76463838260766,1.1183277590038736,1.0488445422415729
1200,0.27189005684918854,0.03640533164833816,0.9349575616769809,0.5849909213237917,0.7470582445655662,1.1224018569614642,1.0491727433129372
1300,0.28461962890254844,0.03948413825896733,0.9228635678110416,0.5682679716952919,0.7299788205714687,1.1255982396952273,1.0495304343821228
1400,0.2988829427637899,0.04267869990127176,0.9110124012588333,0.5518475295246245,0.7133770918359278,1.1279620162855903,1.0499096821479028
1500,0.31481753782275274,0.04602597829453877,0.8994038805539909,0.5357439831898302,0.6972318010017653,1.1295361126522827,1.0503030204764712
1600,0.332569350767052,0.049568875145222596,0.8880387699624491,0.5199696271122641,0.6815233140933821,1.1303613936397394,1.0507034288874855
1700,0.3522922485371159,0.05335730221544971,0.8769189240725224,0.5045348892633883,0.6662334834839333,1.130476785794703,1.0511043107061333
1800,0.3741472828471264,0.057449426638321345,0.8660474607061367,0.48944856800035896,0.6513455084767434,1.1299194033157993,1.0514994705547567
1900,0.3983015554375952,0.061913082354765794,0.8554289562595052,0.47471804695030656,0.6368438189781752,1.1287246564700257,1.0518830944405717
2000,0.42492660571304103,0.0668273475770193,0.8450696709054176,0.4603494922844551,0.6227139778843322,1.1269263461651353,1.0522497319145638
2100,0.4541962291669482,0.07228429218179788,0.8349778122500395,0.44634804403222117,0.6089425926951074,1.1245567524851738,1.0525942791219347
2200,0.4862836249035537,0.07839088602563911,0.8251638413326828,0.4327180070796397,0.5955172331460354,1.1216467198555096,1.0529119623524874
2300,0.5213577617208787,0.08527103826072902,0.8156408218572329,0.41946304204384466,0.5824263563359001,1.1182257377153926,1.0531983222853853
2400,0.5595788472520022,0.09306771329192215,0.806424813230035,0.4065863550678782,0.5696592410810147,1.1143220154151312,1.0534491991526893
2500,0.601092789440131,0.1019450402850533,0.7975353078370724,0.39409088702632444,0.5572059315705477,1.1099625514295413,1.053660718837536
2600,0.6460245593781825,0.11209029805635234,0.7889957112762893,0.38197950436341255,0.5450571891505428,1.1051731980042732,1.0538292797638789
2700,0.694470401228849,0.12371561427634002,0.7808338606563445,0.37025519436659565,0.5332044510331005,1.0999787223879665,1.0539515404261144
2800,0.7464888726383707,0.13705915565910004,0.7730825712779527,0.3589212671210354,0.5216397956240884,1.0944028651360735,1.054024407510825
2900,0.802090885159863,0.1523855897158954,0.7657801940596727,0.3479815647403498,0.5103559141780398,1.0884683957467436,1.0540450245843982
3000,0.8612287388256596,0.16998542841212727,0.7589711664508093,0.33744067979787506,0.49934608997310104,1.0821971652717863,1.0540107614504914
3100,0.9237846446297147,0.19017292329376845,0.7527065079343582,0.3273041836043151,0.4886041840644524,1.0756101566399157,1.0539192040786456
3200,0.9895591428654352,0.213282117302215,0.7470442502116301,0.3175788651722945,0.47812462738662953,1.0687275332263382,1.0537681450556011
3300,1.0582600084667602,0.2396606147852724,0.7420497950482375,0.3082729812115288,0.4679024191393566,1.0615686860259395,1.0535555745376752
3400,1.1294925762082006,0.2696607399329376,0.7377959944866274,0.29939652304918346,0.45793313154408694,1.0541522796551634,1.0532796717010893
3500,1.2027525161669204,0.30362785125594904,0.7343630206714412,0.29096149690186823,0.4482129210756745,1.046496297436755,1.0529387966858788
3600,1.2774222403918618,0.34188573724917876,0.731837929843072,0.2829822173047696,0.43873854616168634,1.0386180858918117,1.0525314830202839
3700,1.3527722806415055,0.3847192970139329,0.7303138571357738,0.2754756148075046,0.4295073913022697,1.030534398974347,1.0520564305124234
3800,1.4279690242530396,0.43235507667060297,0.7298887808320186,0.2684615583049472,0.4205174975967937,1.0222614423559997,1.0515124986015663
3900,1.5020901183985458,0.4849406679762639,0.7306638192444739,0.26196319048771277,0.4117675996908126,1.0138149180387366,1.050898700167237
4000,1.5741485769450312,0.5425244413334219,0.73274105854962,0.25600727279022006,0.40325716911861875,1.0052100695583477,1.050214195797989
4100,1.6431261893826876,0.6050375731632713,0.7362209464996032,0.25062453422049935,0.39498646398429443,0.9964617280530222,1.0494582885293047
4200,1.7080151698916226,0.672280377195151,0.7411993650856014,0.24585001612522078,0.3869565842718382,0.9875843593886872,1.0486304190245717
4300,1.7678674406004697,0.7439153488221806,0.7477644619401357,0.2417234030754466,0.3791695330105184,0.9785921126598198,1.0477301612572627
4400,1.8218473464260738,0.8194690606071762,0.7559934737884842,0.2382893240000717,0.37162828197796527,0.9694988702285743,1.0467572186662575
4500,1.869282598997471,0.8983438103635418,0.7659497590906648,0.23559760618628464,0.36433684085460827,0.9603182994020198,1.045711420793432
4600,1.9097073292616458,0.9798391728466709,0.777680265379295,0.23370346108598222,0.3573003284991534,0.9510639058626349,1.0445927204281962
4700,1.9428905516251413,1.0631820061778794,0.7912136518501239,0.23266757954411466,0.35052504432659853,0.941749088848841,1.0434011912651169
4800,1.9688448286508633,1.1475620801387885,0.8065592285672841,0.2325561139977914,0.3440185374023942,0.9323871979936754,1.0421370260850047
4900,1.9878129285066777,1.2321695031013162,0.8237067908282909,0.2334405265063697,0.33778967047547315,0.9229915916157141,1.0408005354686254
5000,2.000234228954673,1.3162298479784174,0.8426273298386443,0.23539728426414197,0.33184867584789995,0.9135756961302498,1.0393921470498073
