milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,0.0,0.0,1.00011115275619e-08,0.0,1.0096646714606166e-10,9.296986386417198e-11,9.974525216536564e-10,0.0,1.5999991057805432e-07,0.0,9e-08,0.0,2.0994426000087638e-10,1.4000668687948697e-06,7.008089610814748e-10,-1.226515772493351e-14,-3.510047142551213e-15,6.6607942350298686e-15,-2.383208524902755e-14,-1.0977037648006259e-14,2.0057528367408675e-08,5.465704165562569e-11,8.015742416620648e-13,1.0053773758214818e-12,-5.790870496989774e-11,2.499981382945755e-09,1.3884217055937917e-14,0.0,3.3999927630632456e-06,2.3877591287431697e-14,1.3111695661445395e-12,-4.702723913224647e-14,-3.0925943342608338e-12,0.0
100,0.0,0.0,9.997623543215674e-09,0.0,1.012334749997777e-10,9.156477386603497e-11,9.961665383985336e-10,0.0,1.5999998522156193e-07,0.0,9e-08,0.0,2.0999860315030125e-10,1.400100519769389e-06,6.969689315617154e-10,2.8488971947544225e-12,-2.45388431624462e-15,-5.711224481443508e-15,2.715151107635256e-14,2.299956457857948e-14,2.0020306507484952e-08,3.565439394129045e-11,1.0296401404874617e-12,7.77193355049564e-15,-7.903099282737063e-11,2.499999208384595e-09,3.16358468052916e-14,0.0,3.399989797480134e-06,5.5641898479867713e-14,-3.3166351041201304e-12,3.492662763013843e-14,4.271986886624363e-12,0.0
200,0.0,0.0,9.998366019647059e-09,0.0,1.0312135934911238e-10,9.314983097641836e-11,9.964256049608454e-10,0.0,1.599999774906855e-07,0.0,9e-08,0.0,2.0994758932747466e-10,1.399887307878648e-06,6.982245084521104e-10,2.893585898321303e-12,-1.3538646906627398e-15,1.5985468406107169e-15,2.3929164856165215e-14,2.6301094736305263e-14,1.9942135304189762e-08,9.868693916144672e-11,-4.333701785972648e-13,-5.976493744429466e-13,4.051467608415389e-11,2.49996920696012e-09,2.310795306981397e-14,0.0,3.399994216007037e-06,1.088657690093008e-13,2.1853699723870394e-12,6.294726856633719e-14,1.551545437875683e-12,0.0
300,0.0,0.0,9.99558031764431e-09,0.0,1.047018776380073e-10,9.430291321421541e-11,9.960338754493995e-10,0.0,1.5999994723640607e-07,0.0,9e-08,0.0,2.099440629504389e-10,1.3998459135710335e-06,6.956813914207501e-10,4.128443247135391e-12,-2.0651343980331107e-15,2.4915215729003453e-15,-1.4502262981893595e-14,5.67254275795203e-15,1.9842500498224373e-08,1.0932935180345902e-10,1.005057486268623e-12,1.108246535852416e-12,1.3665775512873713e-11,2.4999559113112177e-09,5.936553578772639e-14,0.0,3.3999861003692204e-06,1.1507080260285846e-13,-4.470367735594947e-12,6.631340687213072e-14,6.4265394437283286e-12,0.0
400,0.0,0.0,9.994572995146436e-09,0.0,1.045743847313386e-10,9.452477784946933e-11,9.889279717462385e-10,0.0,1.59999964268346e-07,0.0,9e-08,0.0,2.0980966296353456e-10,1.3998506509513604e-06,6.959924528124527e-10,5.6012694019159075e-12,9.335563580719038e-16,5.359334773953191e-15,1.5800336297455582e-14,9.659553967863985e-15,1.9894082560721553e-08,9.718194880972801e-11,1.926901462702203e-12,9.305802539933196e-13,6.1820798764813e-11,2.4999006249444377e-09,8.575833988277901e-14,0.0,3.3999840066925183e-06,2.3524836148616414e-13,-2.550360117979553e-12,1.151127131210896e-13,7.343282065934316e-12,0.0
500,0.0,0.0,9.994999863399375e-09,0.0,1.0686630318748017e-10,9.147575302602454e-11,9.886126371505617e-10,0.0,1.5999985449503247e-07,0.0,9e-08,0.0,2.0987457070077683e-10,1.3999530421771847e-06,6.927999453323486e-10,5.10863059132184e-12,-2.554938361014082e-16,2.118349005075734e-15,-9.428604107116169e-16,2.7687682890290805e-14,1.9833580743198576e-08,1.3856899723603348e-10,3.2870597558910155e-13,-1.2159828676322727e-13,8.912695370263968e-11,2.499877263083864e-09,1.1483382690816718e-13,0.0,3.399983587154316e-06,2.3890855703141003e-13,1.976364450244851e-13,1.3687748634252109e-13,1.4053197121302206e-11,0.0
600,0.0,0.0,9.992662366391545e-09,0.0,1.082222982340384e-10,9.267733678903752e-11,9.832112056197327e-10,0.0,1.5999980403876368e-07,0.0,9e-08,0.0,2.0973642497447795e-10,1.399985890211064e-06,6.927392098277032e-10,8.159943285300059e-12,-4.943611710443242e-16,7.074012016425601e-16,-1.0079022111807663e-14,1.1948024655494305e-15,1.976951941157492e-08,1.8980544390725643e-10,2.916119438732908e-12,1.984453292260422e-12,1.6691324938291468e-10,2.4998677910948114e-09,1.2415360571694378e-13,0.0,3.399986285695047e-06,2.577285321382047e-13,-9.798982463084261e-13,1.5986681655692386e-13,1.5276825171145605e-11,0.0
700,0.0,0.0,9.991234681948226e-09,0.0,1.0902964647511457e-10,8.8518298375051e-11,9.808735178637665e-10,0.0,1.5999974403266988e-07,0.0,9e-08,0.0,2.0973868206292166e-10,1.3999714868333068e-06,6.902148461718593e-10,1.1178849099843965e-11,3.535872604250856e-17,6.4923997087278044e-15,2.5827430389613842e-14,2.378302211170081e-14,1.975329789206507e-08,3.037614135062148e-10,2.961782760308949e-12,7.641709172297021e-13,3.4710837334085623e-12,2.4998485150841784e-09,1.406623970837026e-13,0.0,3.399984583450103e-06,3.578279890586764e-13,2.06413033349569e-12,2.6772845666619613e-13,1.4333127277005096e-11,0.0
800,0.0,0.0,9.989677072153329e-09,0.0,1.1052926112614866e-10,8.946558433937172e-11,9.801558963727317e-10,0.0,1.599998663987337e-07,0.0,9e-08,0.0,2.0966256350789274e-10,1.39990752444344e-06,6.90050168159599e-10,1.1125154426439123e-11,2.5747545223351362e-15,4.356140112407627e-15,3.5900602539919365e-14,4.13638676205282e-15,1.9660815565095765e-08,2.8566236818792194e-10,3.2794321311970363e-12,2.60082375241476e-12,6.538002133603733e-11,2.4998357727094416e-09,1.5931256343108858e-13,0.0,3.3999759943351146e-06,3.846060349160556e-13,-1.1934101355036603e-12,2.3126120955487827e-13,1.7744423530065307e-11,0.0
900,0.0,0.0,9.989514565580233e-09,0.0,1.1017182709530248e-10,8.823819243172827e-11,9.80607213369814e-10,0.0,1.599999192135786e-07,0.0,9e-08,0.0,2.0970898648628833e-10,1.399913019576773e-06,6.859589098838794e-10,1.1417619344953497e-11,2.393806954562892e-15,1.4015163484057843e-14,6.291729923152984e-14,8.91742800159556e-15,1.969689531699918e-08,2.897333339207989e-10,2.7130667962140412e-12,3.7854230575708925e-12,2.345647755302646e-11,2.4998019169535594e-09,1.8275883154518484e-13,0.0,3.399985534559208e-06,3.91791075502802e-13,4.210663756735572e-12,3.3437640822513744e-13,1.913172302659221e-11,0.0
