milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,0.0,0.0,1.0000522879597537e-08,0.0,1.0011689560978666e-10,9.63413115209969e-11,9.972173148350483e-10,0.0,1.599999362253923e-07,0.0,9e-08,0.0,2.0996981819343154e-10,1.3999376895198622e-06,6.981714282177597e-10,9.341324294975746e-13,2.245323595235494e-16,-1.2556393521958055e-15,-2.0645651346534677e-14,-3.4800760298366232e-15,2.003109924495541e-08,-3.800598668131901e-11,5.58530147414792e-13,3.8110218665412756e-13,8.933171196686452e-11,2.4999848714968977e-09,-1.8979210089383436e-15,0.0,3.39999680795593e-06,-3.555522371100484e-15,-6.468512353946315e-13,4.808232546105852e-14,6.201716857605714e-13,0.0
100,0.0,0.0,9.999217264476177e-09,0.0,1.0186795473188253e-10,9.238213552371332e-11,9.957881274459838e-10,0.0,1.6000001365814957e-07,0.0,9e-08,0.0,2.1002332239835672e-10,1.4000484853755197e-06,6.991660547112888e-10,1.471006350152476e-14,1.3140028957958805e-15,-3.3516773157378833e-15,1.8552656694145934e-14,1.4308196868800145e-14,1.995553703322653e-08,9.026230374973802e-11,-8.619982813294804e-13,3.0373426351406486e-13,-1.2751109936633113e-10,2.4999923673965766e-09,2.6474222497246134e-14,0.0,3.400000884134649e-06,8.590402510983751e-14,1.3543414917249818e-12,6.373904626478029e-14,-2.310525809587286e-13,0.0
200,0.0,0.0,9.998705795432786e-09,0.0,1.0294537087960826e-10,9.457844160149482e-11,9.978589995804509e-10,0.0,1.5999995878254688e-07,0.0,9e-08,0.0,2.099342335660287e-10,1.4000058197545102e-06,6.95709209802452e-10,3.8706416235032214e-12,2.2209466457759963e-15,-1.1781270821921356e-15,1.215924703111492e-14,1.4665442944066403e-14,1.994597143161756e-08,6.903953877684898e-11,3.901874784927452e-14,-7.969146679652431e-13,9.309417303116286e-11,2.499972084165342e-09,5.841488530403137e-14,0.0,3.4000032070027884e-06,1.2648346469221392e-13,1.9095862526767007e-12,7.732130544186176e-14,6.282002346834124e-12,0.0
300,0.0,0.0,9.99514409828345e-09,0.0,1.0459187873069261e-10,9.451027935941568e-11,9.962346090953835e-10,0.0,1.6000004943434362e-07,0.0,9e-08,0.0,2.098833690888125e-10,1.4000579558859533e-06,6.961879844346388e-10,3.72211146525818e-12,2.57857648748721e-15,-1.2994437559669354e-15,1.9188447724305836e-14,-1.5662475471915585e-14,1.991695631271602e-08,8.961453554438108e-11,5.945915418510223e-13,5.070227917414762e-13,6.306954039358365e-11,2.4999419534668332e-09,7.2964642248189e-14,0.0,3.399985919164746e-06,1.2264721648300018e-13,-1.0702523765201645e-12,7.578127987261496e-14,8.668689009197287e-12,0.0
400,0.0,0.0,9.996263356003597e-09,0.0,1.0439375568760546e-10,9.442540450344511e-11,9.89220321975693e-10,0.0,1.599998856533071e-07,0.0,9e-08,0.0,2.0982086250996633e-10,1.3999631450324506e-06,6.927037067499351e-10,6.5305307545418986e-12,2.16904069485639e-15,-5.762115267482764e-16,-4.1843352344396095e-16,2.2396483289305536e-14,1.983804136220226e-08,1.2221698743079578e-10,-2.071662739563817e-13,-1.8850678265062078e-13,-7.19846101932089e-11,2.4999179708675446e-09,6.949788793284029e-14,0.0,3.3999963809223368e-06,1.545157598325613e-13,1.1577389565939572e-12,1.6900935312020616e-13,9.848584970920709e-12,0.0
500,0.0,0.0,9.994776270968408e-09,0.0,1.0504638365497076e-10,8.93350864302445e-11,9.916872493684458e-10,0.0,1.5999997611450313e-07,0.0,9e-08,0.0,2.0977548438039552e-10,1.400066433313805e-06,6.926122357897327e-10,7.81070412012974e-12,-2.6791311362844726e-16,-1.2434796628371303e-15,2.6563532967177205e-14,4.045894148658203e-15,1.9834497018642104e-08,2.1925734937312457e-10,1.3950186678527163e-12,1.620143804066088e-12,-4.174751600161303e-12,2.4999049351579296e-09,1.200407761710637e-13,0.0,3.399990264178837e-06,1.9703362848387344e-13,-3.138710854969434e-12,1.4045268395597903e-13,1.3272545929278792e-11,0.0
600,0.0,0.0,9.992897056379877e-09,0.0,1.0661988382971803e-10,8.99823735862292e-11,9.871579532677908e-10,0.0,1.5999989199731767e-07,0.0,9e-08,0.0,2.097608851600088e-10,1.399969005302117e-06,6.922593831942621e-10,7.43294215305474e-12,3.893564143343753e-15,8.897784391217586e-15,6.892960365325253e-15,-1.886483547056169e-15,1.9810572794951754e-08,1.80390456039523e-10,1.4817481160133611e-12,1.0968506224473159e-12,-1.0911963865311346e-10,2.499876235594657e-09,1.177448525239384e-13,0.0,3.399984563610242e-06,2.886119657998974e-13,-4.5715785962728625e-12,2.3639207469083337e-13,1.5025860727009134e-11,0.0
700,0.0,0.0,9.990411060857061e-09,0.0,1.0779988761278196e-10,8.838361853060497e-11,9.858064338804765e-10,0.0,1.599998468291909e-07,0.0,9e-08,0.0,2.097448571943085e-10,1.40004830952929e-06,6.918831100575868e-10,8.500672024186378e-12,5.748944663379047e-15,8.668960316126567e-15,5.435854075671093e-15,3.539064385317483e-14,1.967644923860098e-08,3.2799544184075496e-10,2.5819829467528693e-12,2.6733817096632146e-12,-5.184009730097302e-11,2.4998483665007797e-09,1.5909896812363976e-13,0.0,3.3999861082355354e-06,3.1876117742808637e-13,4.014848879074095e-12,2.3019784518961353e-13,1.9340072019686935e-11,0.0
800,0.0,0.0,9.98996780683158e-09,0.0,1.1066107785823183e-10,8.914263272905805e-11,9.83572367550017e-10,0.0,1.599998411616076e-07,0.0,9e-08,0.0,2.0971879934696886e-10,1.3999189456925317e-06,6.893475519498087e-10,1.0384755616231537e-11,1.1511846392044013e-15,-3.4949911067694444e-16,1.5767077537147698e-14,4.599715754474591e-14,1.9734543749316468e-08,3.313959342449291e-10,2.696049600710228e-12,2.1949127881765336e-12,3.943470334523376e-11,2.4998337295863786e-09,1.7855288203660674e-13,0.0,3.399986297795236e-06,3.7872517709287967e-13,-1.9858066846876204e-12,3.220711975936637e-13,2.2237655860574145e-11,0.0
900,0.0,0.0,9.988678892856693e-09,0.0,1.1118537086740157e-10,8.834702319449722e-11,9.805969150629684e-10,0.0,1.5999984270378084e-07,0.0,9e-08,0.0,2.0968681407532403e-10,1.3998716889187427e-06,6.872472130834299e-10,1.3261820768331497e-11,7.377923340605324e-15,1.1234502326192964e-14,1.1980256649163371e-14,1.5220496706202664e-14,1.9660580023632476e-08,3.445336590011862e-10,2.7937463564747245e-12,2.2210708626540184e-12,1.0344885725249832e-10,2.4998063789936317e-09,1.6757641089045219e-13,0.0,3.3999697474668677e-06,4.624211130446041e-13,-1.5130606287284756e-12,3.649876852102152e-13,2.0045899473941173e-11,0.0
