milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,0.0,0.0,1.0000522792091955e-08,0.0,1.0105237544947991e-10,9.210624136328372e-11,9.970388472450788e-10,0.0,1.5999994005274786e-07,0.0,9e-08,0.0,2.100195358810882e-10,1.4000287768589142e-06,6.998441047128164e-10,1.686131240852203e-12,2.688343959555884e-15,-5.174562358576453e-15,2.4412172338407028e-14,-2.1029404763656623e-15,2.001863458017954e-08,-5.484982157004329e-11,8.923452099971411e-13,-6.025453945685578e-13,1.0980180364142926e-10,2.5000144474925795e-09,-1.7456476656062192e-15,0.0,3.4000033328435164e-06,4.3444725478323264e-14,4.810888079733053e-12,3.887414259833696e-14,5.228087176414572e-13,0.0
100,0.0,0.0,9.99885924881495e-09,0.0,1.0230411523656526e-10,9.308449709466036e-11,9.985299618325228e-10,0.0,1.5999997454205232e-07,0.0,9e-08,0.0,2.0993002941100387e-10,1.399935260723005e-06,6.992111424624109e-10,-2.35945074650021e-13,3.070378765672628e-15,-4.098591072613053e-15,-2.2603163334669804e-14,-1.1021600107513101e-14,2.0018763603611725e-08,7.535713596145272e-11,5.2056399031888e-13,9.530009795463044e-13,9.138762592962943e-11,2.499980953058094e-09,1.5749751660984757e-14,0.0,3.400000999047165e-06,8.000425002071779e-14,-2.6054442851654066e-12,3.02372861685884e-14,-6.008925116200617e-14,0.0
200,0.0,0.0,9.998561465845717e-09,0.0,1.0302514495202292e-10,9.425289233348771e-11,9.973698227285552e-10,0.0,1.599998588347798e-07,0.0,9e-08,0.0,2.0998398740289976e-10,1.3998504760802717e-06,6.988126027601157e-10,2.257024892832971e-12,-1.3027299695002398e-15,5.478436201840878e-15,1.1517886268520867e-14,-2.0185142094462724e-14,1.989563787173473e-08,2.2095060784164563e-11,7.194555543367017e-14,-7.977445579796192e-13,1.4147962844741463e-10,2.499947013896769e-09,3.515516681528414e-14,0.0,3.400001283046047e-06,1.0380865168972796e-13,1.1616642709544068e-12,7.761886778220367e-14,7.8214991795493e-12,0.0
300,0.0,0.0,9.995337107350548e-09,0.0,1.0400007526813721e-10,9.531273757592925e-11,9.933842089410215e-10,0.0,1.5999998015552556e-07,0.0,9e-08,0.0,2.0987932194832635e-10,1.3998739758198848e-06,6.950384272324037e-10,3.5036118770282454e-12,-5.552493608003684e-16,-3.439287997192484e-16,-3.269963798444234e-15,-4.197694644338762e-15,1.990896634720948e-08,9.647221735183048e-11,2.3516283940534163e-13,1.4344397745708742e-12,7.47511961912371e-11,2.4999170985462016e-09,7.543751677652737e-14,0.0,3.3999905433604313e-06,1.751793533599294e-13,-4.363718215258837e-12,7.200243961375661e-14,6.561347140167693e-12,0.0
400,0.0,0.0,9.996101849890654e-09,0.0,1.0525258336827284e-10,9.076032321076999e-11,9.89697820181438e-10,0.0,1.6000001262126605e-07,0.0,9e-08,0.0,2.0981052519566224e-10,1.4000023271126041e-06,6.958790190320977e-10,4.799713470502675e-12,7.940071239448806e-16,3.074530169527857e-15,-2.4668419741375345e-15,1.2799191185327976e-14,1.985481137282503e-08,2.0611652088332836e-10,2.1056185104781087e-13,1.1832555478802192e-12,-7.810988565054964e-11,2.499918801046731e-09,7.143455911186142e-14,0.0,3.399996924348938e-06,1.7767411015273535e-13,-2.314251816205736e-13,8.989741802396438e-14,6.680212919674593e-12,0.0
500,0.0,0.0,9.994697221020658e-09,0.0,1.0687775752720623e-10,9.2332001381201e-11,9.882987146495384e-10,0.0,1.599999182179054e-07,0.0,9e-08,0.0,2.0978030792494915e-10,1.3999780251980538e-06,6.945591035506622e-10,5.804408184997718e-12,1.173026281484822e-15,-1.5533897746669948e-16,2.4289220910068183e-14,-1.0214632399445502e-14,1.9757017360075676e-08,1.4780282605924804e-10,5.2055870289857215e-14,1.1217468453963468e-13,9.684228860569223e-11,2.4998959209305253e-09,9.212950528072288e-14,0.0,3.399993235035418e-06,2.335656817969307e-13,-4.023764810970336e-12,1.3270473429742537e-13,1.1266634716356672e-11,0.0
600,0.0,0.0,9.991993220322647e-09,0.0,1.0675824541979964e-10,9.159635811687012e-11,9.885149429112113e-10,0.0,1.5999995868803164e-07,0.0,9e-08,0.0,2.0973416723214616e-10,1.400065634280584e-06,6.922313465307211e-10,8.050613267220554e-12,4.480993029469415e-15,5.3584510416669956e-15,1.6007908058146584e-14,4.292983975115643e-14,1.978829673406077e-08,2.526613219089377e-10,1.0647405241370518e-12,1.0674584204250663e-12,-1.0024111543426892e-10,2.4998687368621716e-09,1.438458477857798e-13,0.0,3.3999869125521664e-06,2.569184533565926e-13,-1.4607498527307901e-12,1.7989792243304935e-13,1.1431037776570474e-11,0.0
700,0.0,0.0,9.990525905704382e-09,0.0,1.0814728478638871e-10,8.745504957608013e-11,9.859094373111908e-10,0.0,1.5999982752132947e-07,0.0,9e-08,0.0,2.096891742223249e-10,1.4000166786439166e-06,6.912186327092179e-10,8.355830316316216e-12,6.7988657329408284e-15,7.447290505070446e-15,2.1617264584777418e-14,2.4440759005168418e-14,1.9666845323356396e-08,2.3481786651867773e-10,1.048133574385084e-12,2.834482129521495e-12,1.724781303613168e-10,2.499860273550468e-09,1.5849102381449405e-13,0.0,3.399989224513614e-06,3.610998371909513e-13,9.747471783146044e-13,2.1281683384241376e-13,1.8973977609107758e-11,0.0
800,0.0,0.0,9.989794788668611e-09,0.0,1.0903494511151269e-10,8.695232572655229e-11,9.826821731853221e-10,0.0,1.5999979741995704e-07,0.0,9e-08,0.0,2.0972480187494613e-10,1.3999573673414868e-06,6.874892266076775e-10,1.1964843076229024e-11,3.612144080448134e-15,9.33790563928024e-15,4.945584800123614e-14,3.54619707994253e-14,1.9695951659193995e-08,3.025392314097344e-10,1.3544136638058762e-12,2.439868268670398e-12,1.3583297266417787e-10,2.4998215809319366e-09,1.833531300032585e-13,0.0,3.3999786449722537e-06,4.054443313967138e-13,6.291840623165478e-13,3.292986062859488e-13,2.033371911419363e-11,0.0
900,0.0,0.0,9.989729525853934e-09,0.0,1.1112485428615039e-10,8.784335064282401e-11,9.807950065176712e-10,0.0,1.5999980367075737e-07,0.0,9e-08,0.0,2.096836041520344e-10,1.4000228576626584e-06,6.866972602689192e-10,1.2507611852025168e-11,6.652333843460459e-15,1.3856420147256474e-14,3.105203077340344e-14,3.490979548940338e-14,1.9688245558680713e-08,3.8561914160116736e-10,2.7313239799688016e-12,3.4915343209695926e-12,1.0279989870859939e-10,2.4998322097392327e-09,1.8049510088268319e-13,0.0,3.3999817731984987e-06,4.171815126060533e-13,4.491968089711239e-12,3.296751381857116e-13,1.9828454466135507e-11,0.0
