milliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
0,-2.542369736088469e-35,0.0117590568706314,-1.1788952102982284e-34,0.0379799887571665,-4.082204929628394e-35,0.00394239990123767,-6.260545992680574e-35,0.00200010981212238,6.804097632504617e-36,-1.286778650542634e-39,1.5821833083705997e-05,-2.5081890496369176e-36,2.30017456622937e-08,1.3524819675704792e-05,9.353347240589147e-06,3.3311210465159e-08,-1.5187649648314497e-51,1.3287728734978e-35,1.6289324930387997e-36,0.000286841656341217,0.0030378361484431904,-4.110236001056783e-34
100,6.927967349246432e-36,0.0117590568706314,8.659278094422922e-35,0.0379799887571665,-1.1343998249540346e-34,0.0039423999012376705,9.310950755553516e-35,0.00200010981212238,1.4779743850280013e-35,1.7529521814850784e-39,1.5821833083706257e-05,1.760969787319926e-35,2.3001745662293693e-08,1.3524819675705138e-05,9.353347240588549e-06,3.331121046515881e-08,-6.531274327778693e-51,8.123793197707359e-35,2.0063103671165834e-36,0.000286841656341217,0.0030378361484431904,-1.646394449830383e-33
200,9.154024500177867e-35,0.011759056870631399,2.5137491866998585e-34,0.0379799887571665,-1.9636812377239016e-34,0.003942399901237671,7.254565198468455e-35,0.00200010981212238,6.369013327890729e-35,1.1501337824036364e-39,1.582183308370627e-05,4.729731767333507e-35,2.3001745662293693e-08,1.3524819675705175e-05,9.353347240588493e-06,3.331121046515888e-08,-1.5032254448338606e-50,1.6922613757425064e-34,2.0831966388852796e-36,0.000286841656341217,0.0030378361484431904,-2.490131230868995e-33
300,1.1256489348244657e-34,0.011759056870631399,-2.086382034165678e-34,0.0379799887571665,-2.026554136745225e-34,0.003942399901237671,2.2334317968697943e-34,0.00200010981212238,1.0612291292879216e-34,3.037183728840244e-39,1.5821833083706295e-05,7.782599770295422e-35,2.3001745662293693e-08,1.3524819675705216e-05,9.35334724058844e-06,3.3311210465158936e-08,-2.2059150470216306e-50,2.2231337975657775e-34,-4.259715960329075e-37,0.000286841656341217,0.0030378361484431913,-4.8124128906612135e-33
400,1.8782475746228748e-34,0.011759056870631399,-7.101979902225383e-34,0.0379799887571665,-2.2391202719322304e-34,0.003942399901237671,3.311981963332399e-34,0.0020001098121223797,1.2231028733497735e-34,3.6469073993093256e-39,1.58218330837063e-05,9.559518820972127e-35,2.30017456622937e-08,1.352481967570525e-05,9.353347240588393e-06,3.331121046515899e-08,-2.8764043169530803e-50,3.1528473655282993e-34,3.320038678751297e-36,0.000286841656341217,0.0030378361484431913,-5.841292826530486e-33
500,2.084516567961502e-34,0.011759056870631399,-4.111121935978433e-34,0.0379799887571665,-1.025357186532823e-34,0.003942399901237671,3.7720113109834087e-34,0.0020001098121223797,1.4091452569142472e-34,6.248326106767768e-39,1.5821833083706308e-05,9.801041674231384e-35,2.30017456622937e-08,1.3524819675705246e-05,9.35334724058839e-06,3.331121046515899e-08,-2.665731510640629e-50,3.4190661894029847e-34,7.925408522460985e-36,0.000286841656341217,0.0030378361484431917,-4.7048038632054133e-33
600,2.0683681458368602e-34,0.011759056870631399,6.0546310916301705e-34,0.0379799887571665,-1.1740941345501796e-34,0.003942399901237671,5.693913660432243e-34,0.00200010981212238,1.5236783620933985e-34,5.65828178656046e-39,1.58218330837063e-05,9.356537392675402e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588392e-06,3.331121046515899e-08,-2.711966882325786e-50,3.2983248533102783e-34,8.139533448345308e-36,0.000286841656341217,0.0030378361484431917,-3.936338388526831e-33
700,3.2717234006999407e-34,0.011759056870631399,4.61661335216177e-34,0.0379799887571665,8.497072227529402e-35,0.003942399901237671,6.529275366048793e-34,0.00200010981212238,1.5468558228012658e-34,7.125912365184004e-39,1.5821833083706305e-05,9.316226749908341e-35,2.30017456622937e-08,1.352481967570526e-05,9.353347240588385e-06,3.331121046515899e-08,-2.849725284177006e-50,3.528726225934519e-34,6.450923835164184e-36,0.000286841656341217,0.0030378361484431917,-3.224173190007142e-33
800,3.501060923587725e-34,0.011759056870631399,1.1090060918134304e-33,0.0379799887571665,1.9495525312758963e-34,0.003942399901237671,6.706417714548606e-34,0.00200010981212238,1.6372795191606977e-34,9.268729129431196e-39,1.58218330837063e-05,8.995147330571767e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588381e-06,3.331121046515899e-08,-3.163920788422227e-50,3.992807517213087e-34,1.1138529921364835e-35,0.000286841656341217,0.0030378361484431913,-2.8931818206964227e-33
900,3.9513961511077255e-34,0.011759056870631399,2.173242474654288e-33,0.0379799887571665,2.1977178819481734e-34,0.003942399901237671,9.424722901846414e-34,0.00200010981212238,1.7406050431580033e-34,1.0684516776981936e-38,1.5821833083706308e-05,8.383875669023936e-35,2.30017456622937e-08,1.352481967570526e-05,9.35334724058838e-06,3.331121046515899e-08,-3.2118702314215695e-50,4.099253545803747e-34,1.230064638744004e-35,0.000286841656341217,0.003037836148443192,-2.3165067713185094e-33
