milliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
0,3.179762739953444e-35,0.0117590568706314,4.458923497762393e-34,0.0379799887571665,4.588376523284069e-35,0.00394239990123767,9.38827296469083e-36,0.00200010981212238,-4.438635025977011e-36,1.066288902879992e-39,1.5821833083706003e-05,1.0880666638483227e-36,2.30017456622937e-08,1.3524819675704804e-05,9.353347240589147e-06,3.3311210465159e-08,-1.8995295172102497e-51,2.347841350722259e-35,-1.2426495047468952e-36,0.000286841656341217,0.0030378361484431904,1.4606183806625615e-34
100,3.070246367111697e-35,0.0117590568706314,-6.5483435909973575e-34,0.0379799887571665,-7.089410549200992e-35,0.0039423999012376705,-8.074868740157334e-35,0.00200010981212238,2.4455269264889307e-35,9.839309905598268e-40,1.582183308370626e-05,1.9876565274725968e-35,2.3001745662293693e-08,1.3524819675705138e-05,9.353347240588553e-06,3.331121046515881e-08,-7.313200447609762e-51,3.7959247773316867e-35,1.3277018994737086e-36,0.000286841656341217,0.0030378361484431904,-1.848312120256236e-33
200,6.666082612558666e-35,0.011759056870631399,-4.989869961002949e-34,0.0379799887571665,-1.6127413801405916e-34,0.003942399901237671,2.6612192152970903e-34,0.00200010981212238,6.275006058538229e-35,1.2548737626972517e-39,1.5821833083706274e-05,4.793514714163872e-35,2.3001745662293693e-08,1.3524819675705177e-05,9.353347240588492e-06,3.331121046515888e-08,-1.4031801871400184e-50,1.3623115872210514e-34,3.123300199428443e-36,0.000286841656341217,0.00303783614844319,-2.4837156849741755e-33
300,1.7883565766650999e-34,0.011759056870631399,2.320379456063435e-35,0.0379799887571665,-9.142306704720839e-35,0.003942399901237671,2.3171203852502476e-34,0.00200010981212238,9.92250465086938e-35,3.366319022421189e-39,1.582183308370629e-05,7.49172937200571e-35,2.3001745662293693e-08,1.3524819675705224e-05,9.353347240588427e-06,3.3311210465158936e-08,-2.2740712799965676e-50,2.6445961408249755e-34,4.4683781896865414e-38,0.000286841656341217,0.003037836148443191,-4.932278467711277e-33
400,2.268452006225476e-34,0.011759056870631399,-6.889168140812424e-34,0.0379799887571665,-3.176093160384156e-34,0.003942399901237671,2.9819517437339298e-34,0.0020001098121223797,1.2778850202580607e-34,4.604559754618361e-39,1.5821833083706308e-05,9.759974315705774e-35,2.30017456622937e-08,1.352481967570525e-05,9.353347240588378e-06,3.331121046515899e-08,-3.0271469803046164e-50,3.240772595353649e-34,1.611511560660753e-37,0.000286841656341217,0.0030378361484431913,-6.0478102419294136e-33
500,2.4512975206339405e-34,0.011759056870631399,-3.958143232819113e-34,0.0379799887571665,-7.226327896734013e-35,0.003942399901237671,3.7395612853027244e-34,0.0020001098121223797,1.3186507687665636e-34,6.282692736229044e-39,1.5821833083706308e-05,9.6679798985987e-35,2.30017456622937e-08,1.3524819675705248e-05,9.353347240588393e-06,3.331121046515899e-08,-2.808095582489362e-50,3.5718438215608463e-34,2.804088686678539e-36,0.000286841656341217,0.0030378361484431913,-5.987329891600283e-33
600,2.5880177577352424e-34,0.011759056870631399,1.2262911087827863e-34,0.0379799887571665,-1.0849117110121187e-35,0.003942399901237671,4.09649794784382e-34,0.00200010981212238,1.5132781669586634e-34,7.158610386166376e-39,1.5821833083706308e-05,9.243170439233923e-35,2.30017456622937e-08,1.352481967570526e-05,9.353347240588392e-06,3.331121046515899e-08,-3.0894931396863074e-50,3.3111349925886434e-34,4.848303084613564e-36,0.000286841656341217,0.0030378361484431917,-5.0229434281494105e-33
700,3.2202635523887236e-34,0.011759056870631399,1.106330598606312e-33,0.0379799887571665,4.859139448582114e-35,0.003942399901237671,6.189384006846669e-34,0.00200010981212238,1.5121943658930436e-34,7.160602304796022e-39,1.5821833083706305e-05,9.130902655974491e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588395e-06,3.331121046515899e-08,-2.7581574667750235e-50,3.5345641812658417e-34,8.523388413795666e-36,0.000286841656341217,0.003037836148443192,-4.2609426181274976e-33
800,3.645257459810124e-34,0.011759056870631399,1.5996405915246825e-33,0.0379799887571665,1.85823362488637e-34,0.003942399901237671,8.077539389636384e-34,0.00200010981212238,1.7377170082425926e-34,7.367496469068383e-39,1.5821833083706305e-05,8.918770797542766e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588381e-06,3.331121046515899e-08,-2.9580416910508866e-50,3.6901052715915058e-34,1.0667074562132909e-35,0.000286841656341217,0.003037836148443192,-3.227032868430838e-33
900,4.348549687718536e-34,0.011759056870631399,2.2633954989467708e-33,0.0379799887571665,1.7251461080501176e-34,0.003942399901237671,9.72385560167517e-34,0.00200010981212238,1.6938118958372767e-34,8.973906237259263e-39,1.58218330837063e-05,8.272120134164623e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588381e-06,3.331121046515899e-08,-3.269840418360372e-50,4.053269041575401e-34,1.1103120648590772e-35,0.000286841656341217,0.0030378361484431917,-3.1790587476505606e-33
1000,4.768899763022616e-34,0.011759056870631399,2.4272516226525717e-33,0.0379799887571665,3.2892393116794507e-34,0.003942399901237671,8.115351942295542e-34,0.00200010981212238,1.8368706749472367e-34,1.1275419943366429e-38,1.58218330837063e-05,7.910374793800666e-35,2.30017456622937e-08,1.3524819675705262e-05,9.353347240588381e-06,3.331121046515899e-08,-2.9345788267566507e-50,4.318765835017714e-34,1.3362719016493727e-35,0.000286841656341217,0.0030378361484431926,-1.8844630984123124e-33
1100,5.037428199014941e-34,0.011759056870631399,2.3925156576245142e-33,0.0379799887571665,2.942804639794638e-34,0.003942399901237672,1.1675248941899653e-33,0.00200010981212238,1.8659464389259014e-34,1.1206917416092972e-38,1.58218330837063e-05,7.688620826809436e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588397e-06,3.331121046515899e-08,-3.2672280909608517e-50,4.2357308262385806e-34,1.6877772649096048e-35,0.000286841656341217,0.003037836148443192,-1.24909454332187e-33
1200,5.17309807299475e-34,0.011759056870631399,3.5089312864327674e-33,0.0379799887571665,3.474784956042946e-34,0.003942399901237672,1.1787945295873919e-33,0.00200010981212238,1.9794441852346493e-34,1.1621227551698277e-38,1.5821833083706305e-05,7.374915907190602e-35,2.30017456622937e-08,1.3524819675705248e-05,9.353347240588392e-06,3.331121046515899e-08,-3.342087866103124e-50,4.487631142551119e-34,2.329087577140664e-35,0.000286841656341217,0.0030378361484431926,1.6397642115832324e-34
1300,5.432460643295852e-34,0.011759056870631399,3.749209053761274e-33,0.0379799887571665,5.049195417916949e-34,0.003942399901237672,1.2189445228962318e-33,0.00200010981212238,2.070749417949643e-34,1.436834238916267e-38,1.58218330837063e-05,7.698597800539942e-35,2.30017456622937e-08,1.3524819675705248e-05,9.353347240588397e-06,3.331121046515899e-08,-3.138809656850949e-50,4.560336897239809e-34,2.2738977326724036e-35,0.000286841656341217,0.0030378361484431917,7.1016699803288e-34
1400,6.296040237781457e-34,0.011759056870631399,4.386484869156486e-33,0.0379799887571665,6.056290829292704e-34,0.003942399901237672,1.4121846442130263e-33,0.00200010981212238,2.0660995215360887e-34,1.4752643483933367e-38,1.5821833083706305e-05,7.065415755891677e-35,2.30017456622937e-08,1.352481967570526e-05,9.35334724058838e-06,3.331121046515899e-08,-3.206873799665393e-50,5.102835133208767e-34,2.374097144756902e-35,0.000286841656341217,0.003037836148443193,1.0415048094096772e-33
