milliseconds,FeDuo,FeDuo_0,FeRBC,FeRBC_0,FeSpleen,FeSpleen_0,FeLiver,FeLiver_0,Fe2Tf,NTBI,Tf,Fe1Tf,Hepcidin,Fe2Tf_0,Fe1Tf_0,NTBI_0,Fe2Tf_,FeRest,FeOutside,FeRest_0,FeBM,FeBM_0
0,4.14183376799714e-35,0.0117590568706314,4.066943988049175e-34,0.0379799887571665,8.626134485054323e-35,0.00394239990123767,-1.7493992860355405e-35,0.00200010981212238,-3.3350987792897255e-36,2.0478752878974884e-40,1.5821833083706003e-05,4.3391363170854134e-37,2.30017456622937e-08,1.3524819675704797e-05,9.353347240589149e-06,3.3311210465159e-08,2.2697055122002843e-52,-3.361161060515409e-36,-1.108213281965913e-36,0.000286841656341217,0.0030378361484431904,7.6048746174405224e-34
100,6.118105888770237e-35,0.0117590568706314,-4.497859758614992e-35,0.0379799887571665,2.172387213089957e-35,0.0039423999012376705,-7.62136838392961e-35,0.00200010981212238,3.264420964890397e-35,2.12177386637736e-39,1.582183308370626e-05,2.0493756565067557e-35,2.3001745662293693e-08,1.3524819675705135e-05,9.353347240588542e-06,3.331121046515881e-08,-4.8418713376771016e-51,6.827846304638878e-35,2.711176695027636e-37,0.000286841656341217,0.0030378361484431904,-1.553259807998631e-33
200,4.570326371367399e-35,0.011759056870631399,8.32784818799238e-35,0.0379799887571665,-3.1502794333121363e-35,0.003942399901237671,2.435262395639424e-34,0.00200010981212238,6.663070671792268e-35,2.985347044047559e-39,1.5821833083706278e-05,4.6053429941898164e-35,2.3001745662293693e-08,1.3524819675705182e-05,9.35334724058849e-06,3.331121046515888e-08,-1.3485893856150703e-50,1.7466234927428273e-34,-1.8082285281756784e-36,0.000286841656341217,0.0030378361484431904,-2.7707713198852604e-33
300,8.216847824722109e-35,0.011759056870631399,3.409507506608584e-35,0.0379799887571665,-2.389841437409649e-34,0.003942399901237671,1.027578843888239e-34,0.00200010981212238,1.0038513359114192e-34,2.4165295961714146e-39,1.5821833083706295e-05,7.8801829801058e-35,2.3001745662293693e-08,1.3524819675705228e-05,9.35334724058844e-06,3.3311210465158936e-08,-2.2459691708689883e-50,2.4320077519112148e-34,2.163599207496214e-36,0.000286841656341217,0.003037836148443191,-4.4648752135419324e-33
400,1.881797958538011e-34,0.011759056870631399,-1.2441389806829195e-34,0.0379799887571665,-2.7625912774009207e-34,0.003942399901237671,1.8986689741263487e-34,0.0020001098121223797,1.2403015526836637e-34,5.529948014706313e-39,1.5821833083706305e-05,9.846810425057866e-35,2.30017456622937e-08,1.3524819675705248e-05,9.353347240588397e-06,3.3311210465158996e-08,-2.7514309241344116e-50,3.280807726052703e-34,3.685992600325501e-36,0.000286841656341217,0.0030378361484431913,-6.592183345939168e-33
500,1.7556784536531834e-34,0.011759056870631399,-4.154569147292123e-36,0.0379799887571665,-4.096489360793458e-35,0.003942399901237671,4.47544464208939e-34,0.0020001098121223797,1.47735520757235e-34,6.639748091890662e-39,1.5821833083706305e-05,9.294079941868234e-35,2.30017456622937e-08,1.3524819675705255e-05,9.353347240588392e-06,3.331121046515899e-08,-2.8224851344931674e-50,3.5801903425269788e-34,2.1893835261266387e-36,0.000286841656341217,0.0030378361484431917,-5.677720513754933e-33
600,2.237256466352104e-34,0.011759056870631399,3.595523623845884e-34,0.0379799887571665,2.5900394114313755e-35,0.003942399901237671,5.232662759326889e-34,0.00200010981212238,1.3656274319577602e-34,5.226950800954024e-39,1.58218330837063e-05,9.327658377263712e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588393e-06,3.331121046515899e-08,-2.8964691541971638e-50,3.768426674264277e-34,5.237363692623165e-36,0.000286841656341217,0.0030378361484431917,-4.542850526227684e-33
700,2.935844166190362e-34,0.011759056870631399,1.3321134650333914e-33,0.0379799887571665,-5.467118389804818e-35,0.003942399901237671,6.093818632963667e-34,0.00200010981212238,1.5121251054665379e-34,7.552107714797291e-39,1.5821833083706305e-05,9.133426821464329e-35,2.30017456622937e-08,1.352481967570526e-05,9.353347240588386e-06,3.331121046515899e-08,-3.092696643793968e-50,3.4474548973492667e-34,1.0975672604134049e-35,0.000286841656341217,0.003037836148443192,-4.360018904575119e-33
800,2.932241651107361e-34,0.011759056870631399,7.959597401265399e-34,0.0379799887571665,7.032189760772501e-35,0.003942399901237671,7.212213545416248e-34,0.00200010981212238,1.5185872085590151e-34,9.617093848055353e-39,1.5821833083706305e-05,8.54183759899698e-35,2.30017456622937e-08,1.3524819675705257e-05,9.353347240588381e-06,3.331121046515899e-08,-3.1802129436273505e-50,4.090865391923264e-34,1.0444858090834813e-35,0.000286841656341217,0.0030378361484431913,-3.102859892104182e-33
900,3.4356056495168075e-34,0.011759056870631399,2.368495707941733e-33,0.0379799887571665,2.432457703183878e-34,0.003942399901237671,7.48116916958293e-34,0.00200010981212238,1.648647949512396e-34,9.860751311721559e-39,1.58218330837063e-05,8.363305355987099e-35,2.30017456622937e-08,1.3524819675705253e-05,9.35334724058838e-06,3.331121046515899e-08,-2.9066647159597356e-50,3.8124122328032358e-34,1.6856044331864854e-35,0.000286841656341217,0.003037836148443192,-2.4227783912872504e-33
1000,3.986671172222896e-34,0.011759056870631399,2.7729025824110975e-33,0.0379799887571665,2.4797300429629732e-34,0.003942399901237671,9.86359755512937e-34,0.00200010981212238,1.8242502739488703e-34,1.0233252935251761e-38,1.58218330837063e-05,8.465121671171192e-35,2.30017456622937e-08,1.3524819675705255e-05,9.35334724058839e-06,3.331121046515899e-08,-3.1601733366150277e-50,4.176221586425287e-34,1.4463967357483285e-35,0.000286841656341217,0.0030378361484431926,-1.8392144638531856e-33
1100,5.01512354217985e-34,0.011759056870631399,2.9861439438679707e-33,0.0379799887571665,3.4922902550989524e-34,0.003942399901237672,1.1794828619057822e-33,0.00200010981212238,1.8827495557111176e-34,1.0925517414350903e-38,1.5821833083706305e-05,7.774176386664382e-35,2.30017456622937e-08,1.352481967570525e-05,9.353347240588376e-06,3.331121046515899e-08,-3.0459666414560406e-50,4.22452122481683e-34,1.657734426534472e-35,0.000286841656341217,0.0030378361484431917,-8.33918845788979e-34
1200,5.349440439265809e-34,0.011759056870631399,3.587954431666953e-33,0.0379799887571665,4.02707886649688e-34,0.003942399901237672,1.1482310038765288e-33,0.00200010981212238,1.9345995013205935e-34,1.2396230294280688e-38,1.5821833083706305e-05,7.53225433360953e-35,2.30017456622937e-08,1.3524819675705262e-05,9.353347240588397e-06,3.331121046515899e-08,-3.108049514004904e-50,4.434604974917126e-34,2.08963792964641e-35,0.000286841656341217,0.0030378361484431926,-7.157052861777564e-34
1300,5.00107203059502e-34,0.011759056870631399,3.735921598818912e-33,0.0379799887571665,4.806272310427743e-34,0.003942399901237672,1.2012396344741818e-33,0.00200010981212238,2.1239501224807737e-34,1.2600282584211903e-38,1.5821833083706308e-05,7.650496294344594e-35,2.30017456622937e-08,1.3524819675705253e-05,9.353347240588378e-06,3.331121046515899e-08,-3.365925031860725e-50,4.9930460613711625e-34,2.4305432682043967e-35,0.000286841656341217,0.003037836148443192,-1.1074881761948863e-34
1400,6.2277181484193455e-34,0.011759056870631399,4.324905611393944e-33,0.0379799887571665,6.426621631461976e-34,0.003942399901237672,1.2676203460876828e-33,0.00200010981212238,2.1146734678897816e-34,1.584934227959435e-38,1.5821833083706308e-05,6.869077094902235e-35,2.30017456622937e-08,1.352481967570525e-05,9.35334724058839e-06,3.331121046515899e-08,-3.375989028477534e-50,4.8182909587415765e-34,2.4300001980275816e-35,0.000286841656341217,0.0030378361484431926,1.3404022675727064e-33
1500,5.915661426686116e-34,0.011759056870631399,4.365917941283074e-33,0.0379799887571665,7.175376390587786e-34,0.003942399901237672,1.4169873590941327e-33,0.00200010981212238,2.1451635337381436e-34,1.623778365162892e-38,1.5821833083706308e-05,6.572686834956267e-35,2.30017456622937e-08,1.3524819675705258e-05,9.353347240588381e-06,3.331121046515899e-08,-3.2176512474248603e-50,4.986949301158776e-34,2.5845802937454375e-35,0.000286841656341217,0.0030378361484431926,1.579770018335785e-33
1600,7.064313564690749e-34,0.011759056870631399,5.403375420895016e-33,0.0379799887571665,6.483190457258452e-34,0.003942399901237672,1.5838419184898307e-33,0.00200010981212238,2.232085718194834e-34,1.7133374452577282e-38,1.58218330837063e-05,6.36076319895989e-35,2.30017456622937e-08,1.3524819675705251e-05,9.353347240588376e-06,3.3311210465158996e-08,-3.2373393248406834e-50,5.415924149102064e-34,2.8965521397294054e-35,0.000286841656341217,0.0030378361484431926,3.1179236031952074e-33
1700,6.989613551063936e-34,0.011759056870631399,6.0452324661549085e-33,0.0379799887571665,8.35305964534733e-34,0.003942399901237672,1.6761565762148985e-33,0.00200010981212238,2.4296870913856527e-34,1.6660071399607757e-38,1.5821833083706308e-05,6.029780211870352e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.353347240588386e-06,3.331121046515899e-08,-3.6511962225307047e-50,5.421689582736843e-34,3.083342002964741e-35,0.000286841656341217,0.0030378361484431926,2.6073061564627004e-33
1800,7.471394699706228e-34,0.011759056870631399,6.106024904792368e-33,0.0379799887571665,9.145253019291628e-34,0.003942399901237672,1.7422046565386874e-33,0.00200010981212238,2.519437373749753e-34,1.955870940277227e-38,1.5821833083706308e-05,5.910749824687091e-35,2.3001745662293693e-08,1.3524819675705257e-05,9.35334724058839e-06,3.331121046515899e-08,-3.6152368070081483e-50,5.812633873486121e-34,3.098671026719088e-35,0.000286841656341217,0.003037836148443193,3.7643305432595845e-33
1900,8.221561576442484e-34,0.011759056870631397,7.231356528915014e-33,0.0379799887571665,9.3840084642907e-34,0.003942399901237672,1.8638867124783774e-33,0.00200010981212238,2.4823170926275844e-34,2.1137066076842527e-38,1.58218330837063e-05,5.949677019900606e-35,2.3001745662293693e-08,1.3524819675705253e-05,9.353347240588376e-06,3.331121046515899e-08,-3.4996305925725627e-50,5.8242703165410845e-34,3.735832031434436e-35,0.000286841656341217,0.0030378361484431934,3.6427271733644496e-33
