milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
0,10.0,10.0,10.0,10.0,1600.0,140.0,300.0,0.0
100,9.999924862341514,10.000808645561932,9.999285876868909,10.041695356300878,1600.007999918201,140.18679178923446,300.0243733099279,0.0
200,9.99984924611066,10.001647591475788,9.998570065978893,10.083482190234186,1600.015999677974,140.35073802478917,300.04874320290963,0.0
300,9.999773164462942,10.00251598250805,9.997852733234081,10.12534970917452,1600.0239992779286,140.49440131516695,300.07310949197597,0.0
400,9.999696633534676,10.003412774981847,9.997134048486341,10.167287001772525,1600.0319987179403,140.62037636627912,300.0974720129488,0.0
500,9.999619666920985,10.004337089147965,9.996414152878266,10.20928500919013,1600.0399979979811,140.73081540312205,300.121830620142,0.0
600,9.999542280125558,10.005287920797615,9.995693206999613,10.251333426358826,1600.047997118036,140.82816524816445,300.14618513274985,0.0
700,9.99946448596437,10.006264438380505,9.994971343168732,10.293423764086691,1600.0559960781056,140.91443935578172,300.17053537945577,0.0
800,9.999386294581981,10.007265982244798,9.994248665504621,10.33554934318812,1600.0639948781952,140.99121915269035,300.19488120282597,0.0
900,9.999307714714393,10.00829198327599,9.993525263566253,10.377704418861576,1600.0719935183106,141.05986392983246,300.2192224512477,0.0
1000,9.99922875350324,10.009341974936156,9.992801210577129,10.419884294236747,1600.0799919984547,141.12148444073244,300.2435589811913,0.0
1100,9.999149417188558,10.010415548430851,9.992076570275366,10.46208488117275,1600.087990318631,141.17704651891543,300.2678906496795,0.0
1200,9.999069711105077,10.011512353027436,9.991351397254085,10.50430267836996,1600.0959884788426,141.22737735733728,300.2922173155135,0.0
1300,9.99898964003214,10.012632073626827,9.990625740453455,10.54653454728593,1600.103986479093,141.27321835479046,300.31653883880034,0.0
1400,9.998909208015721,10.013774442175361,9.98989964136301,10.58877782749332,1600.1119843193849,141.31519786767737,300.34085508124787,0.0
1500,9.998828418497926,10.014939229368075,9.989173135365679,10.631030250435872,1600.1199819997212,141.3538517035712,300.3651659060311,0.0
1600,9.998747274440632,10.01612623671913,9.988446253006781,10.673289857990712,1600.1279795201058,141.38964239427196,300.389471177565,0.0
1700,9.99866577820449,10.017335304328412,9.987719018769818,10.715555081026928,1600.1359768805414,141.42294065612575,300.4137707618015,0.0
1800,9.998583932317029,10.018566261585008,9.986991458820585,10.757824242458875,1600.1439740810317,141.45414268495506,300.4380645242607,0.0
1900,9.998501738366286,10.01981899816645,9.986263590134296,10.80009625496062,1600.1519711215794,141.48350594744088,300.46235233276445,0.0
2000,9.998419198216444,10.021093386029733,9.985535432369891,10.84236985899206,1600.159968002188,141.51132838894767,300.48663405446416,0.0
2100,9.998336313120781,10.022389336339302,9.984806998931017,10.884644196419506,1600.1679647228605,141.53781301402745,300.5109095580542,0.0
2200,9.998253084213424,10.02370676790424,9.984078302138125,10.9269184786165,1600.1759612836001,141.5631466303913,300.5351787125083,0.0
2300,9.998169512488868,10.025045608492466,9.983349353010466,10.96919200045187,1600.1839576844102,141.58749650334244,300.55944138707883,0.0
2400,9.998085598627283,10.026405806044242,9.982620159381757,11.01146426121204,1600.1919539252938,141.61098161339376,300.58369745182057,0.0
2500,9.998001343371737,10.027787304459945,9.9818907298928,11.053734708387026,1600.1999500062543,141.63373342727942,300.60794677653354,0.0
2600,9.997916747188155,10.029190065425684,9.981161070412542,11.096002967337908,1600.2079459272948,141.65584146100687,300.6321892317027,0.0
2700,9.997831810588805,10.03061404765172,9.980431187331135,11.138268629976174,1600.2159416884185,141.67740317378565,300.6564246876331,0.0
2800,9.99774653391763,10.032059220648959,9.979701085420873,11.18053139203001,1600.2239372896283,141.69849164162943,300.68065301501247,0.0
2900,9.997660917505282,10.033525554781399,9.978970769297765,11.222790959254649,1600.2319327309278,141.7191775048986,300.7048740845224,0.0
3000,9.9975749615862,10.035013026585785,9.978240242675144,11.26504709532793,1600.2399280123202,141.73951782251044,300.7290877670389,0.0
3100,9.99748866639833,10.036521612374145,9.977509509251993,11.307299564846991,1600.2479231338084,141.7595693375812,300.7532939333923,0.0
3200,9.997402032071616,10.03805129538783,9.976778571715892,11.349548197309021,1600.2559180953958,141.7793735759736,300.7774924546369,0.0
3300,9.99731505864615,10.039602064633616,9.976047431904307,11.391792876760476,1600.2639128970857,141.7989592561681,300.8016832020072,0.0
3400,9.997227746229806,10.041173904767009,9.97531609231534,11.434033444852245,1600.2719075388811,141.81836504849952,300.82586604651016,0.0
3500,9.997140094887126,10.042766803224062,9.974584555037683,11.476269769505342,1600.2799020207854,141.83762344620408,300.85004085921366,0.0
3600,9.997052104503233,10.044380758953256,9.973852820432636,11.5185018294855,1600.2878963428013,141.85674088621198,300.87420751160295,0.0
3700,9.996963775041976,10.046015765849669,9.973120889653197,11.560729552752623,1600.2958905049327,141.87573577330699,300.89836587489833,0.0
3800,9.996875106591476,10.047671809831739,9.972388765106583,11.602952786778605,1600.3038845071824,141.89464548921174,300.9225158199279,0.0
3900,9.996786098961383,10.049348894688288,9.9716564464646,11.645171554567602,1600.3118783495536,141.91346608124553,300.9466572182141,0.0
4000,9.996696752029322,10.051047019844406,9.970923934092985,11.687385834590373,1600.3198720320495,141.93220410033862,300.97078994103896,0.0
4100,9.996607065844971,10.052766173681391,9.970191230053388,11.729595496486965,1600.3278655546733,141.9508917097633,300.99491385916144,0.0
4200,9.996517040218727,10.054506359936536,9.96945833409154,11.771800558509103,1600.3358589174284,141.96952612102962,301.0190288439312,0.0
