milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,Xa_Va_l,V_Xa_l,IIa_f,V_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,APC_PS_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,Xa_AT_f,VII_Xa_l,V_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l
1000,351.3188984046081,848.2095258699718,-3.1264363908919168e-12,1.4574034630113728e-10,0.006256005137129306,1.744954960350695,1.1845517056628236e-09,1.6832032594814735e-07,0.080904932143845,7.467971104718626,-0.0005395167119173583,0.09901772287267085,35.31862614386574,108.34939533675913,-2.890482943983562e-06,4.291354313031954e-05,2.851769735759911e-13,-2.5949193197052694e-12,0.49236168831615235,114.2098039522882,-1.21867419062744e-21,-1.7457209556073499e-19,18.478310964853744,47.01081144114515,0.016658140448162682,0.0005528298067851958,0.0006359240154003633,0.00017612497606298586,9.801180036506918e-05,5.5602895170245723e-11,-8.850438429794383e-11,-3.457804628193614e-06,-5.5775244601880235e-11,1.0332881245381249e-13,-2.3814121180657587e-11,4.338749199551504e-12,3.5621693316873546e-12,12.299997507486998,4721.000000043193,-2.7795552236139947e-13,8.846319813786077e-08,-4.31090748278957e-11,2.0926167781715562e-20,-6.289494491133056e-08,3.999958286104492e-07,-4.415595375793459e-12,0.9999999999837184,-1.6931103816059668e-12,-7.2723500100089216e-12,2.0616195632317333e-14,57076.47086281877,363.99999999843703,2.396480764171504e-14,5.335234072918729e-09
1100,335.4550809780733,840.6364817115209,5.382628068816794e-12,-4.067872777981046e-10,0.00940863604127108,1.7272004997669728,7.911925946203372e-10,-2.151637513005709e-07,0.20888906301086943,7.45361363738867,0.0012918307966739546,0.09901406449595716,36.16684010875881,107.92213997428125,-1.5447466831864733e-06,4.465402701484131e-05,2.3945254597921056e-13,-1.0645709119063421e-12,1.5071705209663886,114.22365271353736,7.5878892603332435e-22,-7.907633618699073e-20,18.835619695164677,47.970106714663714,0.016486349362053912,0.0005777826397262506,0.0006920922901898844,0.00018802557693593764,0.00011300257233599484,4.0253314455250234e-11,2.6637283387442507e-11,-4.4812166826349314e-08,-2.4815639653310238e-11,1.5564191373008192e-13,-4.0298512605089145e-11,7.2501776803235e-12,-2.49578914875975e-12,12.299997304398179,4720.9999999128395,-6.198377851770474e-14,4.574524179080329e-07,-2.9555647698276786e-11,1.957235485948359e-18,1.0833348264034183e-07,3.147413497546768e-07,-3.658362011276553e-12,0.9999999999738669,7.038925799345153e-12,2.9163724154241386e-12,5.724169304846195e-15,56737.907265219525,363.99999999304765,-2.011018463448512e-15,2.9846055246679254e-09
1200,333.16395111643635,848.5049079165412,2.2215459039716694e-12,1.2739653607311202e-10,0.005524985763719517,1.7530533838218494,-2.527380951002031e-10,-8.675063888231035e-08,0.1365928077055732,7.418626112641228,0.0014351131974575863,0.09740339518664418,34.00449364394368,107.8048610003616,1.5815580758065855e-05,2.3376461055657714e-05,-2.392146847083851e-13,-2.009120282185981e-12,1.740110759784049,116.22198907273604,6.513200283970129e-22,-8.598025106987672e-20,18.473694718398566,47.53856400049394,0.016492748846767172,0.0007012710719115358,0.0006980723724325688,0.00021682145903710183,0.00014661529523099168,1.2097065572612093e-10,-6.413755211744134e-11,-2.5682308032813317e-06,-5.488021519041893e-11,-5.837657872495308e-13,8.683243650613336e-12,-5.131475761787937e-12,8.970401100539328e-12,12.300001327141919,4721.000000050512,2.422922815396164e-13,7.618875885572224e-07,1.0185765332593046e-11,-4.847741693585082e-19,-7.823385510059197e-09,1.3045061823174784e-07,-6.170577101397671e-12,0.9999999999943829,1.1478839015577556e-11,7.0129948025799015e-12,-4.5489837585672287e-14,58485.48611563201,363.9999999978997,-4.3370621787390775e-15,7.3236855660708965e-09
1300,327.72142924399736,825.5297794772205,5.171648747122479e-12,2.7810025249879965e-10,0.011124977362093495,1.7309456520366169,-2.2061991984008863e-10,1.2536140457175371e-07,0.26642582059545356,7.5188913432076285,0.0015880161811643845,0.09907394727170593,34.96650467937851,109.14127359590516,6.324138386161797e-06,6.865827859984125e-05,-2.3525311044077215e-13,-1.3173615454688088e-12,-0.4406755930354983,114.17190988649028,-8.385092645468562e-22,2.4460223471025127e-19,19.04204424261206,46.98407568096846,0.01621268754701746,0.0007352429930975674,0.0008979677117527674,0.00021821481653442958,0.0001438554545998796,3.6118284836487136e-11,2.571098272332576e-11,4.920407831618247e-06,3.8258226292935515e-12,2.915955036649439e-13,6.289947612128508e-11,6.968206432911129e-12,-1.199523611681162e-11,12.299998800444191,4720.9999999099155,5.845257988505218e-13,-1.199091056787176e-06,4.1644326066631706e-11,1.8314500154635087e-19,4.0133693780324926e-08,6.072356270091772e-07,5.57882036796527e-12,1.0000000000073888,-5.019422024390042e-12,7.425374070847863e-12,4.665388909595011e-14,57608.21565037292,363.9999999939422,1.0333496613624204e-14,-1.332211719000107e-09
1400,343.12191398708916,851.2578043455889,-5.36384365382089e-12,8.910040504716666e-11,0.007909411965350988,1.7223483592878241,-9.40117885502017e-10,2.838014561949341e-07,0.25260413251656344,7.4011154898239475,0.0016228166156876816,0.09818847227736112,35.82976259493151,108.54886339928589,1.8850567057503913e-05,6.546760142411276e-05,-3.1431117044999964e-14,-1.0400226372310732e-12,0.6717200653836279,116.07982712357379,2.6222299684245385e-22,1.002279699250892e-20,18.398565828655506,47.24631073355555,0.016239704388227683,0.0007757027311070558,0.0009306355972370297,0.00024685156544385154,0.00016942367475337883,-8.195608965873804e-12,4.0144479606332227e-11,1.367662224296026e-07,5.549298259152504e-11,1.141985955214296e-12,1.5934409422415983e-11,-4.498163155594646e-12,-8.236727085373154e-12,12.299997531023198,4720.999999954346,-3.840690949561915e-13,1.0956680905410063e-06,-1.3569263598910985e-12,-1.2962166464452922e-18,-1.9395993362772662e-08,4.1483920564435956e-07,-4.3303731589524444e-14,0.9999999999908565,-2.1033516710180805e-11,4.996040688597757e-12,-4.482025988895378e-15,58137.26286587266,363.9999999918325,1.2420366543713456e-14,8.274726543153591e-09
1500,347.3601890756267,838.2082448678926,-3.5695066883714937e-12,7.078027322199661e-11,0.025466417493262814,1.7293577881222983,-5.638315218986443e-10,-6.586701507550726e-08,0.12195100785584992,7.326902044271605,-0.0002008571128634609,0.09792541977880506,34.483769300514986,107.07228892932966,2.0695010112145094e-05,8.153706471307446e-05,-1.946129184301734e-13,-1.2769463383552424e-12,1.0690414027537074,116.1205039107171,1.1310918007207908e-21,2.0217205316711358e-20,19.31377478514674,47.82087608861247,0.01606950893115052,0.0007773282649668209,0.0008906811394538295,0.00024217656757161368,0.00016892417426045116,-2.5387629758244295e-11,1.606750759029115e-11,9.845229539278829e-07,-6.478491111491249e-11,1.9590654058823367e-13,-5.052541620202582e-11,-6.710273936928022e-13,-4.049954614423054e-12,12.299997849232499,4720.999999920773,1.0299466785157046e-12,9.305903250710953e-07,4.5861124247187326e-11,1.4845974342561402e-18,9.291068744486546e-08,7.483435849804247e-07,-3.272405805719379e-12,1.000000000008992,2.005461058266851e-11,6.3808541905896705e-12,-5.874396602661896e-14,59051.07531438518,364.00000000026193,-8.738934875485191e-15,7.834449846649169e-09
1600,335.5402727155658,849.6610871180625,1.276666442764232e-13,-1.0976013956269366e-10,0.013877701821377559,1.7488878552206641,5.261435718298282e-10,7.974166200638111e-08,0.1882934888231042,7.459684654866191,0.0005419580349395189,0.09665577116444204,35.695827867411545,106.49738752487858,2.2941365284119277e-05,9.610256741107556e-05,-1.2524302105917069e-13,-2.7176218649905545e-12,2.064947334531727,115.75183785838325,-1.2447532264071168e-21,-8.523488280520841e-20,18.492343412999215,47.91075681824735,0.01599073269745443,0.0008228746546370313,0.0009465909965690134,0.0002520211329685078,0.00019955429224948135,1.626200817910702e-10,-3.9038086249556806e-11,8.062250833170652e-07,2.8725510050605275e-11,-1.1975959383400786e-12,6.128455572084444e-11,6.932753475576153e-12,-1.0481233897675263e-11,12.300000118106048,4721.000000002891,6.077744861221577e-13,5.602320124754056e-07,2.329222896404048e-11,1.675357321225824e-18,1.624926318732899e-08,8.018138798318452e-07,-5.4161400645033475e-12,0.9999999999699333,2.1516337231364416e-11,7.902939172584787e-12,6.976667109340532e-15,57025.63434679336,363.9999999946244,-8.580400048855376e-16,2.4045717354667144e-09
1700,346.1745469445663,829.8199922115053,-4.221126072493825e-12,6.863779913634577e-12,0.027580257834371062,1.7494635871875073,9.189756910014956e-10,-9.861208620862069e-08,0.17392196267365148,7.436600544398851,0.0007853023488836886,0.09692159466146218,33.67758150747066,106.7085019865096,2.139496266563747e-05,0.00010905123573348605,-2.3560634849834336e-14,-8.936301491850318e-13,0.16099555297068002,114.14500988664307,-8.94194196882154e-22,1.6603340635790488e-19,18.109367520221163,47.335773775041005,0.015724842871507636,0.000842808065841978,0.0011047128030151612,0.00029649480405873925,0.00023230932707349902,1.7136350721671523e-10,5.555926984223398e-11,5.348289121401645e-06,4.842871491814886e-11,-1.2574325723197016e-13,4.8936783956940376e-11,4.938600590598413e-12,2.88293145859913e-12,12.299997163557995,4720.99999988454,-9.531540272817233e-13,1.4824516685893175e-06,3.8150061480692285e-11,3.1071741537790634e-19,-7.778221162334473e-09,6.342672226912979e-07,-4.047985769470174e-12,0.9999999999922594,-2.1075948019555257e-11,5.182124802639191e-12,-3.912753150947774e-14,58829.73729742655,363.999999993117,-9.396345937779314e-15,8.990192525989154e-09
1800,326.2295148153382,836.037762620227,-2.342431975596833e-12,-7.177652888845643e-11,0.009440575713825155,1.7200825114269256,1.9051192330200784e-09,-7.762330977217722e-08,0.1651022958667926,7.52828619372798,0.0015714479058709754,0.09740863927252141,34.75718043974988,107.25127087715259,2.416881989218233e-05,0.00012866076307774122,-1.0967655078124733e-13,2.5175824854958646e-12,-0.2597871795183433,116.44009144638687,9.399484231002094e-22,-1.7052087616173866e-19,18.52351075962156,47.90373989981373,0.015718010052651984,0.0008979120373463403,0.0011474648513034428,0.0002800094185617083,0.0002699974627432468,1.6689413961374015e-10,2.8893325209236347e-11,6.852300298956055e-06,7.951131682508257e-12,-2.447654227654556e-13,-5.388969865898893e-11,-7.614182174389355e-12,6.5982225654840666e-12,12.299996469546997,4720.999999928618,-6.108401015730967e-13,1.077179484242669e-06,4.283905894810452e-11,3.3560192410056513e-19,1.267777422316081e-07,1.0510314065808177e-06,-2.470996395911647e-12,1.00000000001767,1.6805234634329757e-11,7.96406105026866e-12,6.096044050297708e-14,57931.62918948939,363.9999999985831,2.8339487401358652e-14,1.1506252719491926e-08
1900,330.93117950066164,843.6769518449414,-1.855258868350895e-12,-2.0871817922657577e-10,-0.00025821277564164885,1.722140175886489,6.273924981058237e-10,4.188153895218633e-07,0.10117321865587013,7.388080891223905,0.0001393645647751084,0.09850936197657877,34.56520922288999,106.36860433414917,3.3941412509146544e-05,0.00015398826931434478,1.2191982417674812e-13,5.224844722943214e-13,1.2745230726562322,116.05135196785302,-5.455428820398074e-22,2.344442000252413e-19,19.370621989520316,46.964102238089346,0.015287733580637909,0.0010419420284892842,0.0011912901469403497,0.00030009229170455446,0.0002871866098241964,2.0488292401595208e-10,8.645450311215399e-11,1.384633987864004e-05,4.0415992231976955e-11,1.1617927297240151e-12,6.889388122807894e-11,-7.556289172851887e-13,-5.4601263432520455e-12,12.29999758420479,4720.999999747438,3.2054032370771286e-13,1.0511344359076846e-06,4.566509892986781e-11,6.649470156220675e-19,6.989169725525952e-08,8.119784556931141e-07,-3.77066135103619e-12,1.0000000000158717,-3.3982064183792523e-12,3.371965509424743e-12,-3.5666436541799406e-14,57838.175147723276,363.99999998975926,4.798062742254347e-15,6.634400404965248e-09
2000,347.2890149415588,834.837954363565,4.641776338179389e-12,4.288935698666323e-11,0.004231595035914166,1.7535109986848918,3.9543019472859655e-10,3.52788103717263e-07,0.08427462428794656,7.386954232194197,0.0020467161075756095,0.0975637883220376,34.674869589147,108.3839123811099,3.736593720301636e-05,0.00014770104590068188,-1.0291133744391656e-13,-2.5263224720886606e-12,1.7466726379382977,114.34095604780785,-6.331766107298915e-22,2.192122038508719e-19,18.502108167690036,47.447964113652574,0.015495987500905818,0.0010601820777081886,0.0011577814192607395,0.0003124519352681619,0.00027160881123806425,1.183299573008627e-10,-7.183841241886716e-11,7.343847804976346e-06,-9.914104372816577e-12,-6.446003519129276e-13,-4.6192815531757245e-11,-4.9986364492624895e-12,7.551181491511569e-12,12.299998645961605,4720.999999784981,-2.377625219100197e-13,3.161215088835874e-06,4.2586868061749e-11,-9.305680113061508e-19,1.9028642022210562e-07,1.0145550387098146e-06,3.1028380122886943e-12,0.9999999999749287,1.991433924311364e-12,-1.5143713915688208e-12,-6.171368620251136e-14,59693.042220348754,363.99999999025084,-5.171327829944503e-15,5.136581231021767e-09
2100,337.9411525497227,847.4778473003302,-4.365815932915869e-12,-1.7002075064023878e-10,0.02577621745413274,1.7207153326533078,1.5042780324339295e-09,1.3623603859700826e-07,0.17418455072792946,7.361614156295109,0.0006997948831378204,0.09885540727233097,33.82977052432764,108.6079784956031,3.5423055860000026e-05,0.0001689116175584187,-3.884746548095713e-14,1.9654481476716162e-12,2.237165407537651,116.30582170852928,4.657861492414143e-22,1.3108913011223602e-19,18.27357897277602,47.787136053413064,0.01519587710205759,0.0010946522256011656,0.001277788920305291,0.0003350787342242795,0.00032088122578441305,2.2622244125558904e-10,-2.0233827464780288e-11,1.55264326277927e-05,4.262715637628652e-12,4.908796203663132e-13,5.73946047505466e-11,1.0717038676567675e-11,9.979512762028199e-12,12.299996940007341,4720.999999795906,1.1497410403257706e-12,2.0111318223963053e-06,2.795515106671183e-11,-9.564098276852074e-19,3.4665841512239206e-07,1.2034496907940216e-06,7.0021079105474256e-12,1.0000000000105673,-2.185261065038732e-12,2.208377273273362e-12,6.843822621209766e-14,59452.85347671687,363.99999999497015,1.8980137042972638e-14,1.2887547244571245e-08
2200,332.9774577194027,844.5164808553164,-1.7512951953507577e-12,3.1461834701066314e-10,0.02507406385874618,1.7207362311427972,1.2952157190819176e-09,4.815515579981577e-07,0.19790421698948557,7.464451743985116,0.0012503229220787223,0.09622429853747214,36.673548398136475,108.20195338929108,3.772830840399845e-05,0.00019197477613891955,-1.7276880381545213e-13,1.30032517048032e-12,0.8649906476773921,113.74680640644405,5.564080810212356e-22,-2.675829557807677e-19,19.317048530496194,47.39995467442132,0.015197648958742755,0.0010645881652656224,0.0014123030245783582,0.0003378028394539693,0.00029872916224393093,3.2170340841886647e-10,-3.791245428032817e-11,1.5223924992029359e-05,-5.610709179431983e-11,-4.014643042940953e-13,-2.1999470057022018e-11,-8.317950420189039e-12,8.762172042402439e-12,12.29999353206763,4720.99999973482,3.884570590592768e-13,4.444150694109121e-06,3.9552781149866365e-11,1.758945870457484e-18,2.618343224079597e-07,1.5057280370486908e-06,-5.21286879813541e-12,0.9999999999912539,-1.0205724780383433e-11,-4.634651567152082e-12,7.630399522187559e-14,57677.26787359279,363.99999998945975,-1.79325406686471e-15,8.51323895748941e-09
