milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,Xa_Va_l,V_Xa_l,IIa_f,V_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,APC_PS_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,Xa_AT_f,VII_Xa_l,V_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l
0,1163.6332843406253,0.33370440285276515,-3.103188231424562e-12,1.5328932558812442e-10,1.7623128501084742,0.014379036938009414,5.256441164474476e-10,2.2445540706710783e-07,7.6841476602232035,-0.013471757640054578,0.09999727918110186,0.0006394599475824796,143.94388730462435,-0.6859992212699645,-3.7322252264698524e-06,-1.4313485517654586e-05,-2.200387603568458e-13,-2.3964920316612523e-12,117.31058556393289,0.235287984276441,3.236958227196329e-22,-2.212641920265441e-19,65.74550097159934,-0.06272549799083624,0.018159491975999593,1.502206761135975e-05,-6.936141804959637e-05,-9.968559916881853e-06,-2.538985986537724e-05,8.799318671859192e-11,-6.039986051123884e-11,2.1040278152219987e-06,2.8353920899261573e-11,-6.326553878698447e-13,1.8495747510212176e-11,1.743602001278947e-12,-3.107225910726815e-12,12.30000176864444,4720.999999922713,7.583163626439047e-13,1.2801833953284275e-06,4.297074846957179e-11,-1.1565402525693479e-18,5.39247234166763e-09,2.5692799473189765e-07,-4.570522031376777e-12,1.0000000000020537,-7.499545195354167e-12,-7.660582196003943e-13,-8.76559829305164e-14,170538.00616025997,364.0000000033997,1.719736928868222e-16,-1.479878847481145e-09
100,721.6250736041632,455.89600316664234,-9.926405109863362e-13,2.4107487223031912e-11,0.019588507286741406,1.750367994322412,-1.029777580603413e-09,-1.6670040620064699e-07,0.12825501620291022,7.566288948603324,-0.00037141950215556106,0.09914814407841044,51.758997611189386,91.76104368388326,1.5839061187992376e-06,-1.0823579698596122e-05,-3.0180149830513257e-13,1.0620565034786867e-12,1.591547462700359,114.86538994042097,4.7856990642450405e-22,-1.9716930108406995e-19,11.750918884594254,53.29358749166891,0.01823474361476809,2.683933483331585e-05,1.080946974515789e-05,1.563939840206208e-05,-1.4979349944945861e-05,1.515756317417935e-11,-5.55165172197685e-11,-4.221884261304446e-06,-1.079547254020319e-11,8.023175741929716e-13,-1.0953266179983278e-11,-3.837274447919228e-12,9.812782757164287e-13,12.300000586574509,4721.000000097364,8.599029411776348e-13,6.474611606797668e-08,2.7011999862637072e-11,-2.1289705141620668e-19,-4.909535945165602e-08,-1.550483093071488e-07,-4.659606240500887e-12,0.9999999999924989,1.5512180230052876e-11,1.162626468672597e-12,-4.675519128505731e-14,98549.1984590889,363.99999999677556,2.2518494475896814e-14,6.543610894850416e-10
200,552.6115231052121,626.3420490787639,-3.525983589380255e-12,-3.1161744361954174e-10,0.003669432513896301,1.7329376603407416,-1.210648724632834e-09,1.1690150034124445e-07,0.10435679763847773,7.562647550277384,0.0012077543269701707,0.09806679562141447,34.648069767008224,108.11064747090789,6.3307851273616165e-06,2.52275554065974e-05,-1.5284083221907984e-13,2.1437380730159277e-12,2.1641341209128515,115.92218441982004,-9.332368291510986e-22,2.262922402042971e-19,14.594949901266766,50.94901963262162,0.01797389171651209,0.0001553023456925617,0.00018329109841032614,3.3089643400554156e-05,-9.142307715505862e-07,-3.4453014455440065e-11,1.0357667107856031e-11,3.804446214125414e-07,-6.460175718586733e-11,-1.1078436926800497e-12,-1.761332951656939e-11,-7.96561443696819e-12,4.328760034589577e-12,12.30000063057341,4721.000000027575,-1.570014450022091e-13,4.79662162086219e-07,1.744050344668966e-11,-5.579264953357118e-19,4.457029193040031e-08,-1.369342045507598e-07,-4.057072715055775e-13,0.9999999999999607,1.2305140646011644e-11,-5.758773598882983e-12,-6.77123110734018e-14,77225.33910148143,363.9999999939615,-2.799407432479893e-14,4.322330058554295e-09
300,458.171271990037,720.1581258018967,-6.170191242480486e-12,2.8581855109920356e-10,0.0114097857526872,1.7286387869538287,-4.956157796950973e-10,-6.916203411367508e-08,0.14637905728247735,7.473610510860762,0.0009880606306192788,0.0989500112093325,32.056253204722694,111.34653424286802,5.711185231141139e-06,2.9900045968688076e-05,4.432907914489716e-14,2.2195001784472127e-12,1.7816358238744567,115.37546763212673,8.537227163366594e-23,-1.9427370053054306e-19,16.785047863086206,49.9342471166342,0.01786889579956184,0.00013203259863907475,0.00021030866124649124,4.818979009565547e-05,3.0286985461346312e-05,9.124760375591727e-12,8.291575612568497e-11,-2.6290031585309964e-07,2.158386753974401e-11,1.4997953707982006e-13,5.2841007371913595e-11,-7.480778657598931e-13,4.310734446726141e-13,12.299999073654757,4721.000000108617,1.0330673655131963e-12,4.1285777527309685e-07,3.3935718717595865e-11,-1.8982694356420515e-18,1.2159101591303253e-07,-1.455852546977578e-08,2.6563164454636895e-12,1.0000000000149456,3.7685375981821586e-12,-4.323690097917734e-12,9.293863231811109e-14,68620.88808660152,363.9999999950285,2.868820738096781e-14,-2.442428643380139e-09
400,399.6162554058408,769.0837248732519,-3.6319793141215827e-13,2.090785943496066e-10,0.008499257050803696,1.723891529208148,3.71528163255238e-10,4.602605858857006e-08,0.10587434302819142,7.470952349751486,0.0004836790375921052,0.10000978829820442,30.305161705375042,112.64669376132981,-1.66427446020559e-06,-3.6812125739670683e-06,-2.0883977609318248e-13,-2.8577538162303925e-13,0.41347571904406677,115.28491320551817,5.06599313262628e-22,6.286027555143057e-20,16.836079628521652,49.005192116011074,0.017740911080212824,0.00023303017113365457,0.00032723993387264713,9.182486618536533e-05,-6.727902284425779e-06,1.798995758450717e-11,-5.6319327238747465e-11,2.115574595149412e-06,-4.810795440045934e-11,8.750965359818467e-13,2.0434310214629986e-11,3.085700108855489e-13,-6.132062287514376e-12,12.300001191393926,4720.9999998744015,5.39918204836966e-13,1.3888275933792518e-07,-4.02314659803984e-11,2.865773394431673e-19,-6.217520035268807e-08,-1.8859066213632618e-07,2.1484592304347534e-12,1.0000000000252922,1.2758251188761683e-11,-7.740275150958381e-13,4.420009752641342e-14,63729.386218306085,363.9999999977667,4.316752227929313e-15,3.834999573542834e-09
500,367.181094969,807.4722349629941,3.6320679865740157e-12,2.793609052878463e-10,-0.010596149046378376,1.7229551871802458,6.02307420540236e-10,2.0662016758651317e-07,0.1953602253416672,7.422545662513126,-0.0003781578224934663,0.09811292341412464,33.856308846970364,108.9216116714906,-7.148568592704727e-06,-2.3851787282727094e-05,2.765186678432579e-13,-2.586732234711372e-12,0.942792714199987,115.11189833781434,1.20289693771295e-21,-1.590449851195926e-20,18.352852908868304,48.49311833308561,0.017436306447852934,0.0002937418340073162,0.00035078464096495373,0.00010891433582908598,8.907380039892837e-06,-8.233195333489159e-11,5.589020656495672e-11,4.9328157671440385e-06,-1.4895174199718317e-11,-3.6197697743733827e-13,1.6502472125317796e-12,-9.09453257023021e-12,-1.453042239455249e-13,12.300000681691207,4721.000000100244,8.390966346370796e-13,1.740738228654192e-06,4.1312586855409215e-11,-1.0962052222489175e-18,-7.449775100178398e-08,2.621910515692685e-07,-1.1927753152942676e-13,1.0000000000025144,2.0279621150725905e-11,1.2441387085344918e-12,-5.913811448918105e-14,62011.34183467864,364.00000000036823,4.898538121592534e-16,3.438665563121631e-09
600,371.4664629880297,825.4200327571434,3.209046973265421e-12,3.029343219336322e-10,-0.010269611120303505,1.7360912945249722,-9.28575715716316e-10,-6.236286939355607e-09,0.17920119963260595,7.376626099905957,0.000777916053417145,0.09841765666779262,31.837226356162127,108.60912746610435,-1.9690156481582776e-06,1.530847028119559e-05,1.9106319012591103e-13,-1.1848536036649208e-12,-0.013787520268533027,114.00081418767374,-1.2410789328385033e-21,2.1923628633977442e-20,17.5882530615501,48.09481932047932,0.01735242002476235,0.00040830410724290153,0.00037605951089260257,9.693732229433705e-05,5.365809395533776e-05,8.073518233591804e-11,1.767509049111448e-11,-2.728021622253571e-06,-6.059060172726274e-11,-4.2382071150439474e-13,-4.608452976698311e-11,1.1768848116729348e-12,-1.1833998325488437e-11,12.299999655359084,4721.000000051233,2.935266746130926e-15,6.579987367159709e-07,-2.5223537338370958e-11,-2.1152332202477043e-18,-1.1424511521003533e-07,-2.685444969561793e-08,-3.3461754704706877e-12,1.0000000000274365,-2.0489494011383663e-11,3.2529515905465812e-12,4.731956670654204e-14,59500.48613671737,364.00000000562625,2.7641597189690325e-14,5.538105498662485e-09
700,357.0525400003519,829.9698414604212,-2.1597371816074305e-12,1.3057645847132308e-10,0.01007610661610108,1.7499722956069526,-3.6240886326347663e-10,8.03270572859051e-08,0.12486714551098896,7.34730530767032,0.0011792645366233878,0.09949162322595397,32.56048658825996,109.28866941358457,-3.6720067586259907e-06,-2.9257833763516752e-05,-2.3445418989092696e-13,1.935312499694518e-12,1.758075997486742,116.2138043042636,-3.670649004500146e-22,-9.068287502925629e-20,18.71882500880753,47.139201489681994,0.01732840055370385,0.0004574599041986287,0.0004130627470953543,0.00012518901922766587,7.65164006907048e-05,6.082688724941379e-11,-3.391453526276108e-11,-4.3195345526441456e-06,-6.204824986146302e-11,4.839267315264626e-13,-1.7741912484725545e-11,-5.427353587801358e-12,-7.968500642421095e-12,12.300000858990453,4721.00000002825,8.525055001583002e-13,1.3915502200552543e-06,-1.0269106620317181e-11,-1.146647219631876e-18,4.721728129626156e-08,3.733656990553566e-08,-7.062351914555151e-12,0.9999999999872389,-4.074460565005104e-12,-2.1923624110620935e-12,9.50639935572735e-16,60609.91154143478,364.00000000576887,-3.2903733558157247e-14,-2.001751445225534e-09
800,334.6316540025859,832.6501036451189,-4.057413571032301e-12,4.023539257753598e-10,0.005810430402355496,1.72406027000727,1.3146592555414277e-09,2.4704804761838904e-07,0.07940856532606022,7.45658204954075,-0.00033283884882641466,0.0978674041625743,33.366332039158834,108.20292253258795,-2.160375252785845e-06,-1.4210779485693847e-06,-5.0064036525081503e-14,1.7658592212530724e-12,-0.8180670973750707,116.14091890275975,-3.0528094859081907e-22,1.9398753800654368e-19,18.092949705894053,48.016627574418855,0.016848571073141947,0.0005224557029609785,0.00045162927313174,0.00014591603845199382,8.054746788165628e-05,-6.960281214387351e-11,-4.647874441180399e-11,2.4900477614049938e-06,1.277666028723209e-11,1.2122369428560098e-12,-2.849899420610811e-12,-9.775053680974862e-12,-6.749146419930237e-12,12.300000047329055,4720.999999938083,9.308244870832226e-13,1.2397440153595852e-06,-1.5332730494091785e-11,9.023899472619302e-19,1.3371495806470666e-07,2.3739985381523506e-07,4.767178198133637e-12,0.9999999999932596,1.847950588657179e-12,-3.127116026306796e-12,1.0580034681025086e-13,58148.92005537523,363.999999996735,2.363571281258405e-14,4.634588818497914e-09
900,338.5066349890664,823.9662118156031,-4.6274633158396e-13,1.4411371973290742e-10,0.0020578498195713826,1.7593226390859853,-8.665287000129213e-10,1.227748043631767e-07,0.23865091726587107,7.534803165527165,-0.0003475522935514439,0.0987431482776966,35.432027571637256,107.65811336553017,-3.885486651349963e-06,4.6235131621657726e-05,1.0425981686031224e-13,1.0248175785401588e-12,1.5639779502269167,115.06027220469434,1.175432301196248e-21,9.710686993591559e-20,18.73333715055271,47.06482229981994,0.016928417291215626,0.0004938485575449974,0.0006517505994408035,0.00015666187252661134,8.985150983527529e-05,-7.301424274747215e-12,2.84050680813828e-11,-8.571382795325468e-07,-6.900562021733596e-12,4.2896381817740387e-13,-1.2832913767101215e-12,-3.7070210775326456e-12,9.209112170806514e-12,12.300002000661324,4721.000000091231,-5.107190853503264e-13,-6.897411973727495e-07,3.643680109757028e-11,9.446907189783474e-20,-1.1985491901020988e-07,1.3540476296001107e-07,-2.617371935298632e-12,1.0000000000227414,7.551230435451536e-12,-5.5468975037744674e-12,-1.7088476420396866e-14,58996.13108084166,363.9999999963495,2.0898096469079407e-14,-2.5967667209530823e-10
