milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,Xa_Va_l,V_Xa_l,IIa_f,V_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,APC_PS_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,Xa_AT_f,VII_Xa_l,V_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l
0,1173.9376794582213,0.5755471433405273,-5.065639895285677e-12,2.4258895201878905e-10,1.748425314228946,0.012179797943927151,7.462649457825324e-10,2.7807202219323853e-08,7.631232110891675,-0.01882508593620249,0.10063204005256422,-0.0010946508913459874,141.8674825803427,1.238639905226136,-1.8792405482179618e-06,-2.0020259350873027e-05,1.7393427216390824e-13,-2.2565728358243344e-12,115.65527651185369,-0.07972235170824979,-6.459632324759897e-24,-2.6733810960319132e-19,65.34720135801862,0.07964321782145403,0.01819294750726286,-4.892352336661615e-05,-2.7337162435253632e-05,-6.6100557139109486e-06,-1.4749642249460742e-05,2.9183588229664125e-11,1.4941615462701231e-12,1.8985339240762157e-06,-3.063530037606192e-11,3.327628931145915e-14,1.48581956192997e-11,-8.754178150698908e-12,-5.162783055099075e-12,12.2999984541083,4721.000000022605,-1.1558251143381475e-12,-1.4145372404358062e-06,-2.7620133738415257e-11,1.0516372466044457e-18,-5.4798866035184806e-08,-1.3207717241622989e-07,3.941286063041747e-12,1.000000000002605,2.10238692774041e-11,-4.1745360379988475e-12,9.046552976149479e-14,169291.21009708152,363.9999999986405,2.599923270151626e-14,-1.0970303651337309e-09
100,719.7622444311049,449.6850413104921,-1.6711082168575268e-12,-1.6859068578566802e-10,0.011431649373380726,1.7192243978124253,1.1317680367280723e-09,-2.2491616788763475e-07,0.1103606114470377,7.481182500730607,0.0012578732246279426,0.0994231667681512,51.535484548588094,92.99281879708123,-4.975050361495094e-07,7.559827475450527e-07,-6.547943494654361e-14,7.562287895316761e-13,1.9630777224987814,115.4778738367337,2.002072406753297e-22,-2.1414673538129116e-19,12.507292786568785,54.29383144542813,0.017986034706242146,6.693668632018135e-05,5.410735858435691e-05,3.232717097466042e-07,-1.0391456360100067e-05,7.759645578597903e-11,-9.274160262776994e-11,2.122306299200912e-06,4.960096520172882e-11,-2.5010293579261565e-13,2.137486509706108e-11,9.555751469389888e-12,-8.986635164258324e-12,12.30000017607905,4720.9999999934425,-1.7707954157517642e-13,-1.1120503647738458e-06,-4.314843325140419e-11,1.2636190744145836e-19,-6.062427554228776e-08,1.7499337435124626e-07,2.194846362271838e-12,0.9999999999971726,3.904430206360545e-12,4.089636344160896e-13,-1.9111512564724134e-14,96475.88409660402,363.99999999453297,-3.7498836290847267e-16,4.325936530249941e-11
200,547.8853907930913,629.197476033209,-4.052283911773237e-12,6.593827970200151e-11,0.01094073805060921,1.761531686924827,-4.366779699800842e-10,8.542246843791008e-08,0.14433194002798053,7.440218697536291,3.5675300819086315e-05,0.0996743627001746,35.3298127015454,108.14733944710323,4.691581341494006e-06,-2.724382290457433e-05,-5.043380910411944e-14,1.7852308406668347e-12,1.3453708288405304,115.2388284246618,1.3816108013618395e-22,2.1977457058981276e-19,14.616502625097377,51.472104735518826,0.017887955623514765,0.0001762820219154388,6.52125909066395e-05,3.371768647799302e-05,-1.2135912685899931e-05,-8.554479190412116e-11,4.1282014245548815e-11,-2.252548069124875e-06,-3.913240975332497e-11,4.453109269131025e-13,-1.9878157034563363e-11,-9.887757352360997e-12,1.085347467803425e-11,12.299999143157866,4720.999999954739,1.0908751873460593e-12,-2.262619330326789e-06,1.6536698471801393e-12,-7.063859352160502e-19,7.630339887584164e-08,2.5883214864279103e-08,-1.744973572399334e-12,0.9999999999709378,-6.23320958868797e-12,-4.233482440347884e-12,9.24598001480399e-14,77740.6660768783,363.99999999423636,9.514290032112008e-16,6.064247753038488e-09
300,463.5839364990621,712.6899626208135,3.3474788355051044e-12,-6.170741106607805e-11,0.02382464554423159,1.7240683543043736,-4.0416769943920903e-10,2.1867959491155577e-07,0.1917684979294504,7.509772534113093,-0.0004944361376185792,0.09886030480763597,31.14394723103306,112.22898336935957,-2.5921078955759202e-06,2.026758521640271e-05,1.4117186989419522e-13,2.5016551024900694e-12,2.057968883411621,116.31112478145903,5.346156073826375e-22,-1.813126769850554e-19,15.540694903192122,50.13812380333877,0.01791483364038418,0.00024376526651226103,0.00017754411026272012,4.0212499836051875e-05,1.323866120896813e-05,7.157172728072331e-11,-3.2837865704401556e-11,2.035863166227909e-06,-1.633459291808283e-11,-8.488693884854114e-13,4.19241227586144e-11,-2.852876660770896e-12,-1.012163118818653e-12,12.299999740382919,4720.9999999315905,-2.443559594871237e-13,-7.667095280534349e-07,2.478192708830422e-11,-1.5824637456189277e-18,1.2629267334976895e-07,6.481755153013601e-08,-4.177804181094971e-12,0.9999999999856325,-2.1382299708054543e-11,-4.737760817778788e-12,-9.838905511700115e-14,70870.89741742777,364.00000000078563,-4.83926369324838e-15,-3.4301445781307935e-09
400,395.0419662860045,771.5628916923355,-6.0349454763706626e-12,-2.493213679105643e-10,-0.0058612645067852125,1.729886047601792,3.5124658555212387e-10,-2.274896177458573e-07,0.11649809047006936,7.363645813671031,0.0003464378530683552,0.09789327627305727,31.271594014682893,109.94482599222906,5.170333787991643e-06,-1.3350186211069123e-05,-5.659915519901254e-14,2.0247569078294178e-12,-0.38919717885675087,115.72148178411092,1.2493504608703812e-21,-1.9292654587710595e-19,17.1504302316005,48.91744629311332,0.017772503880690647,0.00023226205037594775,0.00028232306839345617,6.004187456438073e-05,4.160178193410573e-05,2.3435544782607496e-11,6.062467959784077e-11,-3.974571659595088e-06,-3.357446127483237e-11,5.883762421315235e-13,-2.678923704021048e-11,5.5769425909038544e-12,-7.700163957696416e-12,12.299999968841549,4721.000000091533,-2.4224228342012857e-13,4.027827108868319e-07,-1.3977106039874175e-11,-1.3770091805649036e-18,-4.375181983357103e-08,2.576061072520953e-07,-2.3442158398000467e-12,1.000000000001501,5.0078908434830855e-12,-5.173210980668062e-12,5.099743705479714e-14,63336.01938046589,364.00000000590745,-2.1645204113708462e-14,-1.9310580924815643e-09
500,369.8654517193519,792.0877638081428,2.2121394347880197e-12,1.6147565802738822e-10,-0.013501258430574998,1.718020757101664,-7.953244438877751e-10,3.551121742773564e-08,0.08998371262996151,7.343180978489086,0.00046383514272823733,0.09985667264152254,32.85855105060836,109.02166041422505,-6.748772483814596e-06,1.41470406157733e-06,-5.074820437583634e-15,1.0074481251843458e-12,-0.42858177430256716,116.13768045875437,7.646289415199052e-22,-8.71828304879581e-21,17.73531318993744,47.90057549043312,0.01741776568187281,0.0002930068995885262,0.0003221537869366662,0.00011089498067479278,4.269432397016564e-06,3.0483479112736775e-11,-1.7384884499538313e-12,-1.2319048312475548e-06,-8.180829801640306e-12,7.879671583175259e-13,-2.8571290399409774e-11,-6.841427577227263e-12,1.2205978095179665e-11,12.299998320095586,4721.000000103839,8.869437183645869e-13,-2.2396326924926785e-06,-9.245414446208663e-12,7.460598537320179e-19,-5.204669093126787e-08,-1.0467251507287696e-07,-6.315120899023075e-12,0.9999999999994176,1.216226280284754e-11,8.057331382358491e-12,-1.6131429830819446e-14,63007.49553164486,364.0000000034298,2.501784494828072e-15,-4.4592707153362e-09
600,354.28788952064053,824.004321184692,-5.461660482502734e-12,3.2637643435783264e-11,0.02831663341813001,1.757717613993563,3.172727100288682e-10,-1.2296969581580337e-07,0.13928234957902255,7.366701576593688,0.002006400736930666,0.09782450756696046,34.629952850557345,110.14931573867958,3.2504948758548593e-06,4.895348927732383e-05,-2.0629152252828194e-13,9.855362288075244e-13,-0.11452113068463854,115.82426622653668,-1.8250387601623814e-22,3.9916247940154345e-20,17.69629362926453,48.136936882312355,0.017198626092351253,0.0004125801657111313,0.0003673514732504402,0.00010449694684373267,1.5762922872318854e-05,6.021093580468104e-11,5.278565445035361e-11,1.3108172431854536e-07,5.488289070840044e-12,5.158020096464941e-13,-1.8953932955553364e-12,-3.419183595570202e-12,-6.313417026318975e-12,12.299998975379022,4721.0000000472955,-5.380365577706807e-13,1.499489919381505e-07,9.876215512042322e-12,-1.6325926410234962e-18,5.0595364344597866e-08,1.6020126265819515e-07,-6.198487850670949e-12,0.9999999999705985,-1.593617420926301e-11,6.231512663871564e-12,-6.184549176969919e-14,61096.75346534759,364.0000000056427,5.627273560304319e-15,3.526088153336273e-09
700,346.3106701061505,832.0638222160484,-5.6351764788294466e-12,-7.56053400487381e-11,0.012070997395324369,1.7275140704134833,1.1199059325203852e-09,-2.243321519867325e-08,0.06776608419161129,7.4380379526332225,0.0012635667498615104,0.09941651505526047,34.34775426239075,108.31561318175235,1.838711932600972e-08,2.326079700741852e-06,9.897562260951307e-14,4.1203201084293157e-13,0.7252062361494871,113.91970165705808,-1.2478008404777156e-21,2.1063137759620538e-19,18.445175542443423,47.68401171258407,0.017034901266964476,0.00047446047955566065,0.00040295566325364404,0.00014418327677678377,5.809128682512412e-05,-1.951419130410577e-11,-8.431767856154963e-13,-2.9094124915306163e-06,-3.011047785263622e-11,-5.368714971995563e-13,-4.363474726824292e-11,9.325433748655406e-12,1.0204945306805953e-11,12.299999704820308,4720.999999884268,-1.0259458885005326e-12,1.637578998624548e-06,-2.266407333963668e-11,1.6263330327577201e-18,3.1430981695436287e-09,2.0568099733153692e-07,-1.946348180878012e-12,0.9999999999805386,9.587524410617894e-14,8.624498969502462e-12,9.400559627537075e-14,60178.06649382123,364.00000000450115,-7.584386437572356e-15,-2.591273118018433e-09
800,357.7110976389123,842.1979286764343,-4.36712635478468e-12,-3.4543570205169777e-10,0.015782576000511802,1.7408142039311048,1.323425240880893e-10,-3.952393376900255e-08,0.14816364377929025,7.365986596063193,-0.0005478995939718314,0.09855906660580559,33.264334913357786,109.22924247130881,1.0116090833333462e-05,-1.2820697703402203e-06,-1.3380658643759615e-14,2.6949543827897594e-12,1.40160283005032,114.17307558382963,6.620615999974417e-22,6.060524010666078e-20,18.121828840292004,47.60436951164718,0.01707941828148642,0.00048454368005887167,0.0004524761569624729,0.0001410629368277818,5.020475516674202e-05,-7.774606636224984e-11,-1.7335937647595684e-11,3.914121112559812e-06,1.7747807682290497e-11,-5.577664841585582e-13,5.21172271639879e-12,8.606286578160501e-12,7.213540778503275e-12,12.299999673798611,4720.999999897421,-8.668766372578551e-13,6.991874265875022e-07,-2.930453913997896e-11,2.3657621870369916e-19,8.821429326414754e-08,-1.2824730078349166e-07,6.8070218858037495e-12,0.9999999999707774,-8.452243733025879e-12,-7.152445489562546e-12,-3.937141841898135e-14,57444.41600105063,364.0000000004064,-3.25727488587305e-14,-5.367992921783617e-09
900,329.00670005320734,822.594978349699,1.3663916972425245e-12,-2.680137033779727e-10,-0.013571555331728238,1.739094802665221,1.2751193980403513e-09,-3.3073680262582834e-08,0.1795435671634961,7.489338757915244,0.0007127609586702636,0.09809602303318098,35.21794960800348,108.69122409276494,-1.9052964467708227e-06,1.4004638578125742e-05,-2.673453420271069e-13,8.935173444450455e-13,0.5102557556228349,116.16953430543698,1.0644212314728487e-21,-1.7531740472723464e-19,18.117945748689714,47.88073265322644,0.016905320024223347,0.000503859080553334,0.0006363946377543316,0.00015421867691164736,0.00010504800287656063,-7.977900574730063e-11,-3.587506143981139e-11,-8.957232451871978e-07,4.077443912346026e-11,5.651966328439196e-13,4.319912076586364e-11,5.943106809874976e-13,9.94280757143034e-13,12.300001459232629,4720.999999980183,-6.178923546691589e-14,-2.135609633740669e-06,4.99182941182527e-13,8.985329298187626e-19,5.617947782172412e-08,1.7122265529089797e-07,6.8108413978242675e-12,1.000000000022364,-2.6748625853199926e-12,-2.384000157939463e-12,4.853015583623695e-14,58749.083190635785,364.00000000027393,-1.83563880729171e-14,3.3592397177017586e-09
