milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,Xa_Va_l,V_Xa_l,IIa_f,V_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,APC_PS_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,Xa_AT_f,VII_Xa_l,V_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l
0,1183.1756914300609,-1.6057397248153056,-1.3844686046021539e-12,-3.5287039344939834e-10,1.7350411296446355,-0.01906817879304193,-8.353283057783575e-10,1.6125043950883617e-07,7.551008831163651,0.07232189570118994,0.1013862321332323,0.000713480622564905,142.11890381734048,-1.4802255745675874,-8.122148664606751e-06,3.3233189184604545e-05,3.1058030149365463e-13,5.813108744159095e-13,117.21174843739848,1.6027191741172708,-2.578653020899347e-22,-1.974048906538338e-19,65.9756011144316,0.46394141111335596,0.01816582657253153,5.091938227267743e-05,-5.608153141233814e-05,1.2436941482317384e-05,2.4363931035778716e-05,1.8654569665076715e-11,-2.399297097427552e-11,-2.5201372000819065e-06,4.720373627346498e-11,-1.2741064309347562e-12,3.3041813601978425e-11,7.583644679553902e-12,1.0842290285242806e-11,12.299998046444541,4721.000000119495,-8.933769162875574e-13,8.32245218174752e-07,-2.1268164100872144e-11,-1.356369165010043e-18,4.170882088662845e-08,-2.0402319156732436e-07,-7.16357193003135e-12,0.9999999999913848,-8.254934122448871e-12,-3.478731969448495e-12,1.4401534503029602e-15,168937.1649575207,364.0000000023478,-1.7055824956723175e-14,5.4738393924568656e-09
100,732.5822723954484,463.0047171180919,2.6907341355052396e-12,-3.1966947795623094e-10,-0.00863354944685899,1.7445741010206466,9.783844071744516e-10,-2.3466610928049379e-07,0.16630504349295894,7.576754400809131,-0.0002219065505674972,0.0999537257217668,49.63138602925409,92.0858641718782,-2.5946423461326002e-06,-1.148304666844574e-05,-1.953103348723301e-13,8.41829844658097e-14,-0.04702070979425488,114.39482302894889,-3.3205053309957476e-22,-1.6041609198658671e-19,12.396437949402515,54.34430003327918,0.01798021608899125,6.608475247865034e-05,6.239460985692306e-06,3.0413521427141084e-05,1.1269410113069125e-05,-2.9848063657558735e-11,7.783469565563079e-11,2.7090813529582862e-06,6.759240012901732e-12,1.1346061775085486e-12,1.8525048146033225e-11,-7.022338133748226e-12,-8.033421084973457e-12,12.29999999160747,4720.999999884771,3.370974027215622e-13,1.6607404672546803e-06,3.429015339609852e-11,1.3558444768708369e-18,-4.228532647359369e-08,-1.215796774440795e-07,-4.926731870383157e-12,1.0000000000207796,1.4171895302151687e-11,3.0377492994537676e-12,6.286517431116635e-14,95888.10841272646,364.0000000001826,-3.2262849711104234e-14,-4.976255265336602e-09
200,538.9353524084205,641.4283465932863,2.4032257245744067e-12,-8.40464913715984e-11,0.0019334335801236766,1.7632256381005278,4.129827695589195e-10,-1.8500724132671346e-07,0.18969067966645597,7.436661088858097,0.0005426294063934941,0.09960629323719199,35.656167522977704,107.16442675705983,-5.583912399344119e-06,2.099424800281014e-05,2.908170161042836e-13,2.364962473224782e-12,-0.1953020549916319,115.1289343858502,3.534976063087104e-22,-1.2608159790475889e-19,14.137152886788602,51.11616981377226,0.017948364421450997,0.00010994183481762698,0.00013706829795818868,4.5825959556112975e-05,-1.2614877223482664e-05,-9.246288287149086e-11,-6.118026493164512e-11,6.68129860173395e-07,-4.396160137466656e-11,-8.8039308169032e-13,-1.1616190618889384e-11,-7.49061920144742e-12,9.560028984766534e-13,12.300001535667095,4720.999999957821,4.523037426787078e-13,1.6736140967186245e-06,-1.8258852640282562e-11,1.610010741340967e-18,7.568442020315253e-08,6.167491248750439e-08,1.8189014101714398e-12,1.0000000000152864,-1.4746040473695385e-11,5.6386343299845026e-12,1.9312238040892018e-14,79797.04449189107,364.0000000061148,-1.58901213537698e-14,-2.459997151512401e-09
300,456.0925016968709,709.4059224615804,5.773040121644386e-12,2.1003678724591557e-10,0.01018513373347014,1.749298299520158,6.697406772540526e-10,2.5678517997382964e-07,0.1057476880542513,7.394350719162602,0.0010521975534643943,0.09858219293093755,30.23819980098774,112.65977511963717,1.8297945716978638e-06,9.086678731041015e-06,-9.786551517256386e-14,-2.1658835709748478e-13,1.2085033609243945,114.58888951715412,1.3680598278473262e-22,-1.983426529207666e-19,16.704295148325713,50.35620014841471,0.017824547612790027,0.00014612551977640452,0.0002538459937496662,5.0446262408219554e-05,2.1337961670525225e-05,4.7835379675466616e-11,-1.6650665175090472e-11,4.719645107060146e-06,-3.326991597963552e-12,-1.2296561619269551e-12,-3.1516184236790705e-11,1.5902261691797623e-12,-3.908790798547504e-12,12.300001842388996,4721.000000033282,-5.690764576981495e-13,-1.7074475018530981e-06,-3.508468769153945e-11,1.6342819958209068e-19,4.242912603476623e-08,-5.806096089689631e-08,5.550333340495975e-12,1.00000000002355,6.39102983563299e-12,-7.044784630519956e-12,-7.775462295538386e-14,69728.44725524538,364.0000000047998,4.973517866432472e-16,5.7077154930889416e-09
400,400.26578812758066,761.5149097174186,2.769311925863699e-12,2.601912474068559e-10,-0.015037233188124452,1.743240185272834,-8.026866152846933e-10,-1.4709992554303807e-07,0.2513343058483439,7.531015535999006,0.00188853885297349,0.0979207524626172,32.78868032657533,109.95222127830954,-3.0517269721071738e-06,2.0077471206465178e-05,1.72602324894166e-13,-7.51596301096176e-13,1.2890849120053862,115.16712632615716,1.1941013611466022e-21,4.969563719667959e-21,16.56191076748528,49.50030276868794,0.017559815572736073,0.00023772360949189355,0.00017841711885478801,6.0996516705695574e-05,2.1140322855254532e-05,7.033393088345335e-11,4.2274768216135695e-11,1.717382532881298e-07,2.1605784614615593e-11,-2.162604815274189e-13,4.2063444925706896e-11,4.526752218072261e-12,1.0593638003631992e-11,12.300000838766,4720.999999980565,-5.0615867828659754e-14,7.342436514645898e-07,-1.0447063578346925e-11,1.19036287527211e-18,-4.5301112617095635e-08,-2.582404285104019e-07,-6.492345390979236e-13,0.9999999999783382,3.74968526638774e-12,-1.6825061235955158e-12,6.263183953795318e-14,65791.1482618736,364.00000000341925,1.333230495950111e-14,3.854801274040221e-09
500,391.05840284166936,787.627869075944,2.9459328560708475e-12,1.7345365190987337e-10,0.0036936042708586928,1.738896927057577,7.362545589489604e-10,-9.987766910423086e-08,0.23438294420831224,7.532780903801175,0.001479706786144047,0.09868278315423341,33.853881588349985,110.02969185759858,-4.634446084771476e-06,-2.9882344477136628e-05,2.8773766101340635e-14,2.64268650822323e-12,1.923241095438443,115.21525615933488,3.2751101941165093e-22,-1.5511582062184022e-20,17.359856217961042,47.794480949186955,0.017329708937786584,0.00031075456861183844,0.000298198542092953,7.637783960545792e-05,2.4248488948963846e-05,-7.731414007760419e-11,-2.3357102762338587e-12,1.2903063104094614e-06,-2.5294265977653252e-12,1.2532943418592635e-12,-4.8754832430149755e-11,-8.439789848099826e-12,-6.951989604320268e-12,12.299998321986342,4721.000000049127,1.152895176532483e-12,-3.414631735014516e-07,1.0931140096161396e-11,-7.1379073908214995e-19,2.3895677711677645e-08,4.861509192575704e-08,6.87603499663658e-13,0.9999999999871403,1.2910390210081691e-11,4.499762796956105e-12,6.302598719902974e-14,62653.72381337894,363.9999999967281,-1.132905093768467e-14,1.0725725795458494e-09
600,349.1106930798188,825.9322661861537,4.860626155690212e-13,2.0390784953268176e-10,0.009023632464138655,1.7376407439675376,2.6729866642792685e-11,-1.2361625723512107e-07,0.20858346161883634,7.4136274324588,0.0014011940615497485,0.09766531866441128,34.0031389007607,110.84061728231084,-1.1905550078684246e-06,-2.6617982614013586e-05,4.924991920055153e-14,-2.661798312374458e-12,0.9494255512953413,113.71271318107918,9.980486324739414e-22,-1.0418771883621071e-19,17.91885050560377,47.31852777069518,0.017261561625132236,0.00040024824626565313,0.00040523032322970984,0.00011212469166296547,2.2713974280970175e-05,-4.1007520074381094e-11,5.375266006116265e-11,3.167335900498614e-06,3.9759513065116766e-11,-5.335239734969265e-13,-4.556939173653284e-11,3.0909828349596034e-13,8.599608097924915e-12,12.299998960594388,4720.999999940646,3.6602952158329487e-13,-2.221167773873212e-06,3.561971020332312e-11,-2.398999939370644e-19,-1.826776418664652e-08,-2.4034917019729098e-09,-5.822089863222206e-12,0.9999999999976823,-2.1940051971859495e-11,3.442034823088682e-12,-8.29974756888911e-14,60789.87969977464,363.9999999977281,2.880747913906883e-14,-1.045020172029535e-09
700,338.4879528961826,811.7231135271447,2.1293340591537706e-12,-2.8021569647130537e-10,0.0011508132245041372,1.7385661184393377,5.065383818783082e-10,-1.0536736955955627e-07,0.06288029274081518,7.472125391596192,0.00015331429511589916,0.09770074239695846,34.20460218187942,107.94712341531189,7.729562595179775e-06,-4.652770228181225e-06,3.455536051556663e-14,-2.1390736960831643e-12,0.8057055451275535,113.92437849251343,1.2890877693542727e-22,2.551667833942532e-19,18.454517362563756,48.13701390894951,0.017202083316006374,0.0004512283128869157,0.0005266750713012355,0.00014443830732802657,7.172973525055458e-05,3.617591417303665e-11,5.033965035555408e-13,-2.8103735832175026e-08,-7.879286137355471e-12,1.2759207959693395e-12,5.668497600140044e-11,1.715288393324651e-12,-7.790560942942019e-12,12.299998900339999,4720.9999999514175,-7.650334822473032e-13,8.837720236880703e-07,-4.274578788863696e-11,-1.5059984578191408e-18,-1.0096047221071024e-07,2.9971013584905237e-07,-5.41969540976532e-12,1.0000000000024505,-1.8534557086366044e-11,-9.66748113669782e-13,3.5096850266421996e-14,59469.19177791409,363.9999999948982,-5.4093776703968104e-15,-5.866690182948869e-10
800,350.73641045188623,830.1469052281444,5.238859465817523e-12,-6.204785581502045e-11,0.014943456363591706,1.731540116520232,2.723847035135793e-10,-1.4161207117093443e-07,0.1521575010172144,7.422241976450421,0.0012856060909560397,0.09926215833767223,33.98432687755217,107.68134336283424,8.847099608255978e-07,1.8674479796371383e-05,2.299017833374203e-13,-9.072050239417741e-13,1.2136489885043154,113.80347791956663,8.570368160159551e-22,-1.724886666395058e-19,17.828068074173526,47.045083096532686,0.016987213177365738,0.0005242423572775838,0.0005040593924723535,0.0001362262944492601,9.485402138983203e-05,5.64188866855645e-12,4.0727432494139566e-11,-2.3567338385845056e-06,6.081470505061401e-11,-1.1027364305809457e-12,-6.036291468853533e-11,8.02610576899964e-12,1.003272099412045e-11,12.299998385180285,4721.000000055705,8.077717929037139e-13,-1.3954940725503462e-06,-9.286078688560649e-12,-2.1188894181322464e-18,-2.01746005734928e-08,4.242397634313355e-08,3.285169665355806e-12,1.000000000013192,1.8055924114904738e-11,-1.064477890171028e-12,-4.16393062050774e-14,59655.38856057487,363.99999999820545,2.086478131924315e-14,4.057533591391739e-09
900,337.24783772729603,833.8695150404225,6.1115903934125526e-12,4.1571477327239656e-10,0.008449014965710417,1.7417505790096488,-9.701973871177332e-10,-5.6382507127788844e-08,0.269094242490355,7.355355831342586,0.0005056015292689189,0.09885166037838744,34.57424050393897,107.66556365092832,6.873742793574379e-06,4.562746201787509e-05,-3.035538776435714e-13,-1.4882714259247014e-13,1.9178919649655108,116.36200881645388,-8.047920574607099e-23,9.769585188404623e-20,19.237661112863275,47.87720197541301,0.016881316816416962,0.0005431705814901534,0.0005513603442110844,0.000169993131634377,8.299365957926489e-05,4.9887690114759296e-11,-8.156781860568361e-11,4.275131952500074e-06,-3.519719652788834e-11,-9.503494526934424e-13,-4.736393675249258e-11,3.680287181870429e-12,2.2673337670010192e-12,12.299998092861832,4720.999999902439,8.700560073147482e-13,-9.96039057932873e-07,-4.2204766782104716e-11,-2.0759828979753832e-18,1.0607481941475873e-07,1.4161663313865756e-07,3.3712671799675678e-12,0.9999999999890147,-7.288907281575422e-12,-5.364265117633814e-12,5.761281346122329e-15,60210.024568909546,364.0000000037078,-2.0690120227910775e-14,-1.7194086784886102e-09
