milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,Xa_Va_l,V_Xa_l,IIa_f,V_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,APC_PS_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,Xa_AT_f,VII_Xa_l,V_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l
0,1186.7320307614254,-11.086253368800879,-4.281458791634817e-12,-3.8097347744256235e-10,1.7337875733474621,0.01878391312532935,7.909897846229493e-10,1.9902206708848326e-07,7.4959977835993215,-0.053120261074396734,0.10105795165443877,0.0011309572603531676,143.24867362103248,1.0361666311682152,3.564222417584755e-06,-2.771682595119816e-05,1.9370712226861124e-13,7.866320269305744e-13,116.48225611404177,0.37843188989606086,1.2975379213215328e-22,2.2229730851967835e-19,66.09886849750482,-0.6488263588720268,0.018094801083589743,4.23380890522168e-05,-3.625926415469943e-05,-1.864817367666032e-05,8.109922040924212e-06,4.232030495517081e-11,-2.0905295551492507e-12,3.7211154096699304e-06,3.5990636515666276e-11,-5.422988348170752e-13,2.9162649212825407e-11,9.531889926606397e-12,-8.774358878740908e-13,12.300001497606585,4721.000000002353,2.8094427432327044e-13,-2.2732905106297033e-06,8.30405103184865e-12,-3.945505285785317e-19,6.66671823678151e-08,-1.3632000804047258e-07,6.37539695648521e-12,1.0000000000001068,-1.3664016657394041e-12,-5.299707180582308e-13,7.464007541809719e-14,171549.97239781904,364.0000000018709,9.406375671494116e-15,2.467913075745341e-09
100,721.6383554770686,453.8708564039941,1.0140789286101896e-12,2.4054042647482856e-10,-0.0030689417430987496,1.7457460232085686,3.440137035122646e-11,-2.2383703529896413e-07,0.14854995647930463,7.521765703464593,0.001979450944052454,0.0996196513945082,49.913971710836606,93.49863969879195,7.092188708251066e-06,3.7008669568269646e-05,-2.594904344621895e-13,8.258911391547738e-13,2.0968782031100357,114.59601104129578,-4.0771630788409346e-22,-2.042392268430658e-19,11.795349892377626,54.31675491689238,0.01809735535299434,0.00010900413974413307,5.4889002516985083e-05,1.3094875491665686e-05,4.370131272866642e-06,6.066232005082498e-11,-4.071133576335123e-11,-2.5801941811086335e-06,8.210439870842836e-13,-5.671676679124873e-13,6.807821602840579e-11,-3.689631827446908e-12,1.7374027131909147e-12,12.299999649952968,4721.000000086784,4.2957410669154406e-13,-2.052956111892351e-06,8.836188275509766e-12,-2.004899693630525e-19,5.04698239330571e-08,1.1752787833698339e-07,3.69111740675825e-12,1.0000000000216,1.842520292107386e-11,8.483048249019526e-12,-1.7279443212354564e-14,98169.81443600846,364.00000000101033,-1.4636883878510044e-14,1.8706019634197683e-09
200,531.7357232990802,641.5730132245585,4.796489056622199e-12,-4.10625185163795e-10,0.004808260109651422,1.7284034545427767,1.1519211303441908e-09,-7.842013073392848e-08,0.09414272179898509,7.442050023614025,-0.0004883267677153287,0.10016029749106499,33.71201710770274,107.66454250742437,-4.695149477519038e-06,4.273766886152985e-05,-4.560904657566793e-14,8.763048306988521e-13,1.8003552929539932,115.14894763196158,-1.0684302705513506e-22,-5.137375391254e-20,15.241756542743115,51.29814853192473,0.017910518063132735,0.00014636093751928324,9.919990915688717e-05,3.200047972588933e-05,4.5548672234919445e-06,-1.2955420136199471e-12,4.59728199400732e-11,-5.459203091846997e-07,-2.8119054831091457e-11,-1.148574285637184e-12,-1.4459423446392112e-11,-9.220480299118522e-12,-9.954512743555185e-12,12.29999838439381,4720.9999999498805,9.821894630518989e-13,1.3347210672515019e-06,-3.1588343110207836e-11,-9.378224574933298e-19,-9.84470242659755e-08,2.4732820012114145e-07,-6.177506131465527e-12,1.0000000000184988,-1.5448514221947232e-11,1.0056218637417776e-12,3.5521034169730523e-14,79577.07891878871,363.99999999877105,-1.7855475423069924e-14,-3.380114629565427e-10
300,466.31541233974264,716.9938574974468,-5.133936788326059e-13,-2.3155276413337854e-10,0.029708930263093236,1.7196710757819842,-5.901474133752381e-10,-1.02207077307988e-07,0.06533473729241566,7.441591226950416,0.000154941867664395,0.0990783768818592,30.12382427629776,112.16722520451134,-4.134650853756847e-06,-2.2869903895832922e-05,1.9924744838596593e-13,-2.738131035645765e-12,-0.7679100843629172,114.28943637390735,4.711825356549987e-22,9.298392624845808e-20,16.492456053571754,49.23655434665527,0.017710769586610595,0.0001863218799627492,0.00026740683369748256,6.332237093918075e-05,1.2527905295267011e-06,1.497135570986353e-11,9.225701085067824e-13,2.968445794042435e-06,-3.906280222634373e-11,-9.90608234239099e-13,4.31642729044362e-11,8.340076104048997e-13,-1.1406161290168834e-11,12.300001840191573,4720.999999994294,-1.2012957342199094e-13,1.23188272757306e-06,1.5053847206421103e-11,6.47058533203964e-19,5.062133944060568e-08,-1.44174643755213e-07,-1.6585944305268535e-12,0.9999999999768043,-2.1625366454409604e-12,-4.335758770090254e-12,4.65925603498771e-14,69470.0044482629,363.99999999419254,-2.737208273438996e-14,2.384682695638623e-09
400,407.5569375431879,757.2236197486085,-3.596952170653749e-12,-6.987298176975676e-11,0.023190284127989617,1.7560121871373766,-7.830649238972218e-10,1.4483556737489681e-07,0.158826184550751,7.462145905840584,0.0006947608995244749,0.10007610806010528,32.025121167060504,110.99514763492434,-3.6562286064895732e-06,1.270074368908166e-06,-4.105402930745141e-14,-7.274821429876665e-15,0.5499018944324907,114.96427178958822,-5.366290187977979e-22,-1.891326478356957e-19,17.147685563446547,48.47682381164321,0.017749269647169948,0.00027172981604774637,0.00030484064236326427,6.696815819373437e-05,1.3006863695670714e-05,-1.8340560464438723e-12,1.6936099876336734e-12,1.3082955698222366e-07,2.997263958146221e-11,-3.8181980571753153e-13,-3.817583176883882e-11,7.784292754011467e-12,2.824673377043723e-12,12.30000132854087,4721.0000000793125,7.643772324959778e-13,1.2923744721186545e-06,9.931446140534207e-12,1.9838115396854385e-18,-5.6420106170524255e-08,-2.529265622275485e-07,2.6219265420086706e-12,1.0000000000047027,-7.857294068633589e-12,-9.492407916963813e-13,1.7744335902214737e-14,65285.323369906364,363.9999999965517,2.2937851465450063e-14,3.1600375409788847e-09
500,368.3036391524607,805.037104853483,6.0880462593790956e-12,5.491370078463893e-11,0.029147006479659336,1.7206153744702632,7.862209839515796e-10,-1.7811373992562058e-08,0.2532336956739925,7.488315971468933,0.0005185102824262352,0.09823212978801109,32.64330837964622,109.7396458959559,2.2015758622140496e-06,-3.473309505276987e-05,-1.997924984455315e-13,2.612740756750029e-12,-0.8379295909900265,114.04013172927442,3.370312530964862e-23,1.9662210668767257e-19,18.178373885051066,48.49786100024791,0.017533114838322778,0.00036023007725112467,0.000369897214881338,0.00010992669584330486,4.9024613721035916e-05,-5.799019879639026e-11,-4.1204712179660944e-11,-2.1811751082019592e-06,-3.642106196984394e-11,8.608927905150501e-13,-4.386828255672624e-11,-5.370696379008084e-12,-1.209704572615802e-11,12.30000086342969,4721.000000018228,-6.053986194857006e-13,-2.192968737367095e-06,1.11103858662702e-11,7.36141239289547e-20,1.1312097054702532e-07,1.471112688590513e-08,3.79049845120102e-12,0.999999999993434,-1.7219551592109898e-11,3.9111035703980855e-12,1.2458170143677453e-14,62971.85610112219,364.00000000448586,-5.652422007384454e-15,-3.850034828367725e-09
600,360.48861945977404,824.2748529833124,4.2959036983530055e-12,2.9068772363775203e-10,0.001772441396233941,1.7560551673694296,-8.267704834144305e-10,-2.0320312082499562e-07,0.07853135238297036,7.504750193800377,0.0011387726498564112,0.09992275236351489,32.6728755999606,109.09454789090174,8.031835296930204e-06,4.2979068825053204e-05,2.398646744825154e-13,-2.7058644361343875e-12,1.8821294646113809,116.60054588164034,-9.00787062769889e-22,1.1733475349228571e-19,17.54733647831842,47.48806884649481,0.01738336425942675,0.0003974928620437218,0.000412090625767397,0.00010489154139814978,3.840127755489997e-05,6.70430014696136e-11,-5.317956379066405e-11,1.808326531929923e-06,-3.2287133331164543e-12,-5.440891862746256e-13,-5.763270571637964e-11,1.0194941850327772e-11,-9.585232615618647e-12,12.299998754194542,4720.999999947205,9.420387779587071e-13,-2.0081100063521438e-06,-1.425793130240228e-11,9.904735375674733e-19,7.582228119208586e-08,-9.459842857309001e-08,-3.805487342219664e-12,0.9999999999725554,-1.4700105660116535e-11,5.459103024007854e-13,-2.1584507862362254e-14,59964.11980169686,363.9999999991457,-2.4610067568692417e-14,-8.429277525770138e-10
700,342.0094985884208,830.4726644448581,3.218022890549429e-12,-1.3068931368715532e-10,0.008467849749748497,1.7600047048416492,-6.18579341387254e-10,1.456379570823921e-07,0.26803203626000116,7.342163750361581,0.0013164239599449323,0.09802023132705835,34.09759113512652,109.14066584317905,-3.7023861386014987e-06,2.2270835593406335e-05,3.6044676596305115e-14,-8.21554949325218e-13,-0.5971001563114823,114.16043475980736,-1.0458063107379987e-21,2.689198308055012e-19,18.012926173965713,46.99964872357056,0.01706915812866363,0.0003884134306067367,0.0003954483434467652,0.0001240008840576687,5.941122571335385e-05,4.2612647995431125e-11,8.823159514819848e-11,1.7104940179840174e-06,-3.570642048844289e-11,-2.6490489094487864e-13,-4.744496536094106e-12,6.355447547538581e-12,1.0523739250572052e-11,12.300001648987266,4720.999999948598,6.572411933436184e-14,1.0587658906310913e-06,1.3366426841524226e-11,3.1520004424173937e-19,1.2147740315840125e-07,-1.4742795755112918e-09,-3.27748824425975e-12,1.000000000014463,-1.9621867632972868e-11,6.95438458882184e-12,4.6969631998594096e-14,60157.17086646989,364.00000000571583,-2.569287193232166e-15,3.864971597485622e-09
800,349.81971766581415,829.4140973730763,-2.564485667171979e-12,-3.3778331934138246e-10,0.024384931796840682,1.7313283580152614,-1.0246511732830081e-09,4.741299126509908e-08,0.09249603001575121,7.465031242977845,0.0004559365318005391,0.09730593360757397,33.69403073080646,108.15312541228535,4.527507350388635e-06,-1.6019961831230398e-05,-1.93069377203913e-13,-5.146109020369892e-13,1.6247342642729117,115.51120657960368,7.252729328870778e-22,-2.0908268644989973e-19,19.13866261445995,46.9954170171674,0.016971554282435162,0.0004283884657010566,0.0005107451242476149,0.00015924718654519038,6.0430337189922125e-05,9.068242513999081e-11,-1.375647905808455e-11,5.223719659371414e-06,4.159230510265782e-11,8.17065116751257e-13,5.682710608815206e-11,-7.123807215973219e-12,7.061070221542036e-12,12.299999657490442,4721.000000044472,2.225751789754735e-13,8.063728653434612e-07,2.4407216647262107e-11,1.3550409926863472e-19,4.9188782701009875e-08,3.399094786123396e-07,4.607389090657835e-12,0.9999999999736205,-3.205313152670217e-12,-5.568160666957548e-12,-3.189106324416821e-14,58443.521216451576,363.999999993694,2.358291371385608e-15,-1.280447740941593e-09
900,351.07079255974446,831.9792978796219,-4.231993880532684e-12,1.3454442553406024e-11,0.016728226713356623,1.7325192540788508,7.253837360083436e-10,-1.1521504602802355e-07,0.14139850700691087,7.382677021210689,0.0010244928649004183,0.09957988458789346,34.33303122951701,109.4895326102043,8.384774966777964e-07,1.975224542240687e-05,2.0470441600172354e-13,1.932083220337108e-12,0.516343422965414,113.88997980443327,-5.826188213053985e-22,9.257512858798524e-20,18.347571145604924,48.000327107475556,0.016970814052068288,0.0005038765220136355,0.0006283817764085711,0.00016474411229987088,7.113846588332473e-05,2.8566617569520938e-11,-8.19656411151817e-11,4.243392168311496e-06,5.944332442230125e-11,8.000938845363183e-13,-4.788469058848808e-11,-5.423946849509278e-12,4.734198488982434e-12,12.299999877868153,4721.000000121496,2.996785411726296e-13,9.263894901603524e-07,-1.8964718324142945e-11,-1.048838268411542e-18,1.3317976493124549e-08,-8.893374280752072e-08,5.4804759429271326e-12,1.0000000000241487,1.702233518470576e-11,-8.335423559446558e-12,2.5462093755036555e-14,59496.2926591277,364.00000000215033,-8.671597059922664e-15,8.456550629314552e-10
1000,335.91410364787873,846.6401820219368,2.9874391621344827e-12,-4.876517761701344e-11,-0.013176034559390913,1.7569726999500188,8.816343981506824e-10,1.9368689401099236e-07,0.2484263770382913,7.450851885413795,-0.00018197775409955076,0.09938303882497966,33.29436849790699,108.21574228833455,8.75922557106544e-06,5.282429482700085e-05,-4.946466473689124e-14,-1.126042568059003e-12,2.2623148320505946,114.46491092420419,3.3672752494653845e-22,-7.835302404777943e-20,18.404786407746126,47.40935805199461,0.01684654359543338,0.0005367228643312963,0.0006150056375226612,0.00018056262255694008,8.677469702940126e-05,1.0338684706485943e-10,1.6499943464444175e-11,4.944853447029221e-06,-2.4470215687386503e-11,-1.377714369582875e-13,-5.47993260115329e-12,2.855500208193936e-12,1.060020109892913e-11,12.299999802175758,4720.999999882858,4.5431317152091326e-13,-1.7969980888444016e-06,-4.349596419434235e-11,1.6497759384743012e-18,5.550367088037955e-08,-4.097930642570469e-09,-4.132626856044198e-12,1.000000000011555,1.4480980586569951e-11,5.328185867933007e-12,5.197254255088834e-14,59684.14830803672,364.0000000017978,-2.3577008190176736e-14,-4.310951755902088e-09
1100,331.0691423271365,834.4422443193852,4.266697753438249e-12,5.499818656305408e-11,0.012734595386723765,1.7339194939920484,1.358844681925776e-10,2.6778633747620086e-07,0.1968470683294724,7.396773579734137,0.0019867926701849447,0.09782419153551962,33.442786804840054,106.77332273174213,2.5723572687733315e-06,5.201092803360363e-05,-4.0535539803137267e-14,-8.758048916272764e-13,0.6194110936034602,116.74392204108803,8.339508014056815e-23,6.32439160181061e-20,19.087248719782988,47.100976399446026,0.016580812775505892,0.0006365004353234639,0.000628265529687914,0.00020043826383203637,0.00010388979779342382,-1.0292713533364511e-11,-7.390379013203613e-11,1.5088598996505395e-06,5.992088482819985e-11,-5.084115435438203e-13,-6.715938403059285e-11,-7.562232398157352e-12,-9.49981676640366e-12,12.299997486809902,4720.999999890841,-3.2896500357927504e-13,-1.1516690037284469e-06,-1.493817108924968e-11,1.8697464303144098e-18,-2.601791185586282e-08,3.115908332268043e-07,4.7693929956555136e-12,1.0000000000160654,-3.675862073876863e-12,6.779582291114245e-12,3.835246110507824e-14,59190.03733032117,364.0000000013268,-8.931815695175375e-15,1.1660732155362064e-09
1200,345.4710396447433,842.0268910935804,-8.760484893004628e-14,-2.7528797334098155e-10,0.010029728038679958,1.7178500880471261,1.2008481119447036e-09,-1.1681015934202918e-07,0.11223915437410939,7.401225724632153,0.001686992188701417,0.09946758042807907,36.36067754495292,108.30179747401874,1.1892739454272412e-05,3.562550938512163e-05,-8.21782462233464e-16,1.3347001816824123e-14,0.7889071195081516,115.70316861382044,-7.107248683062428e-22,-2.0418878232796733e-19,18.678850730640132,46.872991378695176,0.016394187517816912,0.0006782550416081783,0.0007041115158506664,0.0002222997540065714,0.0001167278480488748,-3.876774688754743e-11,-9.052111410729397e-11,5.134108332112192e-06,6.450985039121897e-11,-3.1742142286973304e-13,2.070514956777164e-11,2.0235926863925807e-12,1.0884081948190616e-11,12.30000008279544,4720.9999999561205,-1.1253541456846048e-12,8.487824308124253e-07,2.550869632103401e-11,-8.376860996279088e-19,1.2908094181328685e-07,3.615639887115121e-07,2.9359464925507545e-12,0.9999999999818541,9.49662655655754e-12,4.32117086242683e-12,9.515248951731453e-14,58864.255646495745,364.0000000013988,2.7277175818751375e-15,-4.704794191105868e-09
1300,336.7250377784964,834.9339075674455,-1.9175060250224724e-13,-1.6361945079938686e-10,0.028463559423705775,1.7465130426221747,4.852044904656694e-10,-1.930124336069181e-07,0.12001562069344734,7.52105089086779,1.8337497273431848e-05,0.09875612282238158,33.946004750670305,106.32577467889112,1.2222878780586219e-05,2.4899736196488103e-05,-1.7629278627007236e-13,-2.4191114814411377e-12,-0.7999856767056007,115.90854440872428,-3.2230614422653103e-22,-2.6382838602822337e-19,18.26205534486445,47.01104207413832,0.01622934107103618,0.0007511548208160062,0.0008923873189037579,0.00023106583845396787,0.00013923089361506905,-4.601728985642444e-12,1.647535708330837e-11,6.5419829813910635e-06,-2.8977493656804374e-11,-7.155885996600998e-13,-2.6210034576174646e-11,4.168148956868707e-12,9.690366130037548e-12,12.30000115866991,4720.999999987387,-3.925500349803827e-13,-7.639864452173712e-08,-2.801808116049807e-11,1.8480305301500402e-18,3.879482918089645e-08,3.944975352956397e-07,2.5150895139863706e-13,1.0000000000107179,-1.3090138502436762e-11,3.532745958662459e-12,9.314607324249035e-14,56834.50882143069,364.0000000008977,-1.144576897151461e-14,3.0696726610568796e-09
