miliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,S7,Smad7mRNA1,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,16.127292133578532,6.9019053289888515,18.699294426557206,28.095505974039582,100.00049852614598,0.00022991912653991402,-0.009447127196057559,-0.027349907307395577,-0.007234293377849105,-0.06462738923866923,-0.0009218402109672712,639.1735684796262,460.6771063560839,0.2735161652883835,-0.0027177529813113,0.05642005006360095,12.026197670687607,0.3670823329933691,-0.0009722877295274959,0.10005003814320555,0.000591178014599241,237.4825391135141,169.41920416637424
100,9.824891647199976,0.06303198505547519,18.64825836091361,27.506926555137095,99.99606091707743,-0.0005044324990444838,0.8539377261833208,3.301943102072446,0.032622401113359,2.9957214120921885,0.017084192865514478,638.3818790948783,460.27274251515007,0.2404332239900864,-9.681976009570729e-05,0.05642005189867726,8.93037720689869,0.3670822840713409,0.002419961234836775,0.08584123369906815,0.0006219019084605633,237.72232620974307,169.41313751957316
200,9.327664412913892,0.042824228502391475,18.600716187312365,27.133729199232175,99.99504094280955,0.0014518861357545778,0.7131154896244088,2.5536367928135064,0.057568632289527244,4.429215983414186,0.028445724542828465,638.3643452327218,460.9089929680245,-0.3556820669116877,0.0006555991535745474,0.05642005259555176,7.612113431735294,0.3670825519084174,0.0015874234521477803,-0.04876892101919117,0.0013242902889598986,237.3609577840613,169.4023711262843
300,9.178735605808097,0.08451143293600108,18.463297714473395,26.71583875129237,99.99548024769395,0.001013475776844758,0.6805141969751989,2.295201659886913,0.09432694205701397,5.054350172042528,0.030857049892746805,638.5778356066965,460.71757981178655,0.8213325249920747,-0.0005496136106134249,0.056420053413742996,7.111769170603728,0.3670821086238,0.003208396870129424,-0.10309401607159017,0.00039473129302547747,237.53399060306927,169.4079795115613
400,8.84129683354568,0.11525036226549071,18.239593475675203,26.39242577005059,99.99469427534738,0.0018526001912421376,0.7073736088064456,2.2861851424472173,0.09896248444125977,5.356729832688158,0.03900094112195983,637.2623087507462,460.01194575313855,0.3879012852697284,0.0014359837351312107,0.05642005236960733,6.729971254737128,0.36708305069969066,0.0054651888983197556,0.14440218625429835,-0.0001408247470859129,237.18758992653895,169.41324309159407
500,8.679282282528868,0.09264453527973911,18.2308125536469,26.007554741014147,99.99329696232051,0.003484780413604426,0.7521594032780227,2.327870411997411,0.12133145519421866,5.571901741255607,0.04154539823880693,638.255375681711,459.56683122547435,0.43570712230808656,0.0030518857311176107,0.056420052448625004,6.508642526323365,0.36708201833507026,0.006456582461424059,0.06525362170744027,-0.002044658530118745,237.0083416441631,169.4270624320419
600,8.423718310157062,0.08633920114793184,17.9535095251928,25.558493103960707,99.99230039527151,0.00397095460442417,0.8315003370206855,2.469455651316558,0.13345567808340988,5.873216489138598,0.04669026821968787,637.4634567473774,459.70962545743083,1.0464728495270277,-0.002097854870183265,0.05642004989324488,6.127723405525519,0.36708266735779,0.012059889199207278,0.23099835800618324,-0.0026649916613436567,236.8575389307475,169.4109099806711
700,8.292556802537604,0.14370843469273503,17.926601333426827,25.078263914142994,99.99248114487372,0.005407239169975487,0.898704033208466,2.517195536694694,0.15333365677306776,6.0388567443014605,0.04919409256720871,636.2541862609281,459.37377371043425,1.6065844892140468,-0.0014402039560088586,0.0564200497517509,6.035895825959084,0.36708306298906684,0.013423540478195002,0.29712048622393517,0.0019494324331412402,237.01144023953614,169.41112758841447
800,8.082191980793516,0.13100520971725305,17.705018586367252,25.00107465863339,99.99111832840741,0.0066791757587811,0.9494175917721173,2.744653184001972,0.17722714736534068,6.1185742475100175,0.055398323749763854,636.3532037594497,459.44147711851593,1.5558440201599337,0.0014666576609562534,0.05642005077273726,5.8988651547571935,0.3670830223830035,0.015965152191113892,0.001539127448960953,0.00047397806904489394,237.23919537187115,169.39208059609348
900,7.97300509911536,0.1137205044084477,17.606796215537255,24.430857638130217,99.99114843819247,0.00843748716588289,0.9946803324294512,2.786837160496655,0.1843535394812882,6.4360068202648595,0.05927872524804183,633.9861540090901,458.750876379265,2.1264194476141713,0.0005139072860410472,0.05642004897618426,5.7242937625391495,0.3670822068120672,0.02081067150397307,0.4020409464622724,-0.0025027877906280017,236.76411601646544,169.36507799545132
