miliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,S7,Smad7mRNA1,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,16.146836471106628,6.930282244536758,18.840554714176907,28.11987265857053,100.00021454269658,0.0007089305495180236,0.010967046770354486,0.0636113193467612,-8.279753507199073e-05,0.017497032897070882,0.0005552820277803503,637.7794312982073,460.89703063274703,0.26370143715109695,-0.001746769553938497,0.056420051665764116,12.111621158968456,0.36708255503012555,0.001139805411632519,-0.21836473495595599,-3.947212854358125e-05,237.18979884623627,169.43476887664556
100,9.773194729784434,0.09619178335583795,18.653514367862492,27.74126159214596,99.99573996219574,-0.0006134539014751152,0.8492761514685718,3.40876285141926,0.040886580698384446,2.977227315079999,0.020075396743193835,639.6054947063307,460.2496027520527,0.5579993246690336,0.0024561839119686293,0.05642005394575106,9.087090777562175,0.3670829287089293,0.0015352767163197903,-0.18221094645639488,-0.002659722605106078,237.73223961057147,169.41586368516272
200,9.316293087884274,0.1333217714240344,18.460736798859855,27.240348349077227,99.9960385027616,0.0016852326427785574,0.7260133009450219,2.4861282349533878,0.05846364737778659,4.454218363941435,0.028354735874975934,637.9501952409324,460.8183488828339,0.4957332409100643,-0.0012437222769985689,0.05642005095297329,7.615210568265635,0.36708250452290814,0.0026204335324321085,-0.06189509798185153,0.0027686920870047065,237.3085811502443,169.43205694961546
300,9.0538460098649,0.07409074813743136,18.357423675923997,26.790660206234183,99.99467314882298,0.0024020847157985893,0.7238238982746723,2.2369643587914227,0.09356773622325498,5.0593729366718465,0.03255304438223809,636.824352811665,460.8325303495621,0.16993893589459969,0.001366357608435312,0.05642004832043935,7.1354413700421775,0.3670830420447537,0.0027036489919966154,0.1152692024057971,-0.0006498590950187964,237.24903946536497,169.40922531845573
400,8.800480304000425,0.05081455700828408,18.2978147128479,26.354532580223687,99.99418776308245,0.003595788358749264,0.7184479309536572,2.262973514971958,0.10087952018085393,5.285972815099547,0.03579418106068722,638.7158611172744,460.1934618530505,0.46507679189182816,-4.878018404330024e-06,0.05642005257576422,6.753681879660792,0.3670829406216756,0.005587931027831566,-0.12691009462904185,-0.001859670255224095,237.51860213663764,169.43045156485334
500,8.63865512164289,0.12599373126249583,18.198452303184574,25.967025217469207,99.99293604418756,0.00456265531028494,0.7521753656712171,2.2897060309845356,0.1187036025021275,5.559082537557636,0.04070575148146593,636.3346644410155,460.1457902950898,0.4965221667855295,0.0024422876771790785,0.05642005240189852,6.435380937403639,0.3670826691871912,0.008119670937641234,0.2250949868230791,0.0009818309043763073,237.3890772648692,169.41441658947744
600,8.490373988574904,0.05975806378850693,18.009789293111275,25.711674693888448,99.99263065196227,0.004793431350459457,0.8378104894207389,2.4654004999196295,0.14172123466858189,5.784230540787338,0.04583124046551388,635.5963354194932,458.98029131311745,1.2400315337690346,0.0007605756737283271,0.05642004965730841,6.231323801711902,0.36708259898483453,0.00940824293681304,0.12039456153679942,0.0027491215920744058,236.90679154458303,169.41242716524226
700,8.184697846635581,0.12742904125130927,17.930569154561528,25.079148016557536,99.99191843274454,0.005975542803172447,0.879164957500148,2.64724587380712,0.16137716392442772,6.024987609662834,0.05049662450986253,635.7717929814646,458.573396907182,1.121363367937588,-0.0021328993497697814,0.05642005068779759,6.008101173145969,0.36708295807048863,0.011715228409847192,0.2590268893369944,-0.0017600780620709534,236.71914060290646,169.39598908800153
800,8.156522604171542,0.06682067930278805,17.78163344247924,25.03085456955578,99.99161080917753,0.0060010339881754644,0.936050619793965,2.736282095533205,0.15621513038210644,6.219586345298355,0.053843623775660675,636.1563162673737,458.9986556456889,1.7190195911990167,-0.0005716524084303962,0.05642004840424675,5.9134117097440395,0.36708299671248645,0.018256095188091594,0.1993046648289401,-0.0006597811891988208,236.84657558191336,169.40158394683377
900,7.916196910379032,0.07403414511426269,17.560671981698,24.505081106166962,99.99011228638751,0.0073294876425569816,0.9965955828576566,2.8073786972728856,0.17262543043333956,6.370115639588748,0.05588321577191695,634.4677817765621,457.9329467550558,2.0281503167732278,-0.0005771885436652491,0.05642005188325936,5.622868717704272,0.3670827790757325,0.018542977820168293,0.4092664670252826,-0.0005022219295889193,236.74450952083876,169.38813134304263
