miliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,S7,Smad7mRNA1,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,16.04162709219635,6.959257794034418,18.802825199432394,28.220448510985644,100.00035460704223,-0.00031621717481802614,0.02735635990745277,0.01925434722982026,-0.011379676087250762,-0.06052179904038238,-0.0003298765927573922,638.7898172365058,460.17186493858526,0.2076303634476974,0.002825459020352341,0.05642004829747519,12.033014097321212,0.3670828046671052,-0.0026026212071832465,0.10906618947122987,0.001852253875471739,237.7439601052624,169.4232570162694
100,9.721776274122252,0.1081914107237983,18.712921276206487,27.592463808738064,99.99646604385464,7.839979804402018e-05,0.834684747506835,3.3819980090185338,0.028326644403882134,2.947197673698268,0.021105839887465044,639.6811225719856,460.4941998139303,-0.1899906732428978,0.0013273474300045896,0.05642005240186581,8.959768164090917,0.36708274268744845,-0.0019629879596194146,0.058824275399906596,-0.0015407390561798726,237.13242489244286,169.4260369399778
200,9.444978655287473,0.12331108087843035,18.489408909864693,27.231117534591643,99.99585792383398,0.00039123810780794575,0.6808564454282477,2.5152656441240686,0.061938771700977335,4.375373726994695,0.02710027454688092,637.9239841643947,460.1565361198947,-0.23631592774889068,-0.002774666701544245,0.056420050731412805,7.649324588324452,0.3670824203283159,-0.0005915636021811004,0.1318514667140916,-0.0007444710969192655,237.45129090896893,169.40402955696135
300,9.059809980973853,0.12669055444084792,18.440490163695685,26.75837319630796,99.99537369816939,0.0016543377851550008,0.6723161067401359,2.3269961295094292,0.0751256424313218,4.918828314845269,0.032748941669637405,638.4590427894492,460.014324978552,0.06758155151525,0.0005676634082516747,0.05642005039901475,7.049263649887107,0.3670826637154513,0.0021759614744583456,-0.14588265944508383,0.0011516389536192688,237.6816707115343,169.41846471127553
400,8.820508249480064,0.12565099781229155,18.252422397814325,26.372125583658182,99.9940473619815,0.0031285596185333642,0.7388032613900255,2.311022854923167,0.1066677881538082,5.286819324910506,0.036151679865381765,637.6055229062644,459.49393855381425,1.030407325729705,-0.0019518377325603406,0.056420051882522394,6.607422042096441,0.3670824425488232,0.00685302142486697,0.09334483261457323,-0.0019030469318802874,237.12117388970782,169.4138096783956
500,8.650263432813457,0.12616577647003993,18.179477654811194,25.919080440775282,99.99373691059851,0.0035247268043303976,0.779480205526098,2.3669024141450308,0.11305765107187417,5.587247690969538,0.04228371213092954,637.5449011260065,460.2523255846353,1.0608242797434804,-0.000917981419686433,0.05642004973286421,6.366347004125401,0.36708287931451256,0.00571436817283271,-0.07871783401291237,0.0023692549327782833,237.08009208999644,169.42069521877505
600,8.461189774826853,0.06240529767791482,18.093098409714468,25.649415422945694,99.99226907791866,0.004790837061207872,0.8109868113033167,2.521819354499104,0.13985729627766302,5.773021040642522,0.04369546766607449,637.0539146135749,459.64113245880617,0.8524622707120959,0.002473114742921259,0.05642005196033357,6.2208864715581,0.3670823289033488,0.009962786684612698,-0.09248473494660461,-0.0014352082921975998,236.98219377467655,169.38947698862236
700,8.171303252943442,0.10062900903921597,17.958433997226653,25.454750569597827,99.99235866205336,0.004876273363851892,0.8418386217878108,2.540514363702403,0.1523901316305892,6.088313731588871,0.048337734818986525,635.8070870135904,458.9831158650445,1.4159193055962338,0.0007559366867905822,0.056420054355037795,6.0325916906927315,0.36708250798927905,0.0146021186399256,0.18819898795645335,7.497958170470897e-06,237.2521525471857,169.40216308559206
800,8.021081940117892,0.11918056239163671,17.73916246698156,24.744673751132822,99.99066005384024,0.007556667366994145,0.9318182751457744,2.7337833878630495,0.15525996014315174,6.180372420491357,0.05527863293396912,636.2774266644287,458.90942516412434,1.9828500856153661,-0.0016290195117163145,0.05642005116782392,5.929366239125071,0.36708204819919815,0.015614015479312775,0.09104710381547043,-0.0015259063525256261,237.0359765249876,169.40724464679948
900,7.869351068993235,0.0956836578119816,17.68350402291714,24.549763717986362,99.99050182163795,0.008619545097477007,0.9808420714299894,2.7643399690172004,0.17892314891255412,6.3891248702073415,0.055350212296428176,633.9338346397034,457.9338794303396,1.847652238715873,7.5551149335191e-05,0.05642004974889225,5.635250123601255,0.36708269810602884,0.017613769035457486,0.31204875969892687,-0.0002690743481262172,236.9223328521562,169.37241168717378
1000,7.736994653708883,0.12158101809897429,17.495778286896908,24.324418888354142,99.9893282695999,0.010134984279799657,1.0054631228404098,2.859806441828949,0.19791325190798528,6.484730389517936,0.06321681297878924,633.2275906813791,458.6483466716952,2.9009175039391644,0.002996867850057367,0.05642005043692086,5.464179931048402,0.36708296622037284,0.02469525582172643,0.06912839468417473,0.000717287296886739,236.7272178592875,169.3865681468021
