milliseconds,Mrbc
0,-0.4150356760619618
100,1.2274795981423843
200,0.4008817037866355
300,2.2360463915486557
400,1.875522593021412
500,2.717032490153626
600,4.9644173226577974
700,7.608011655876938
800,8.325552659642852
900,10.539077479514964
1000,11.478828836249773
1100,13.206315902361782
1200,16.298231326551324
1300,18.448190478820376
1400,20.614298096396695
1500,22.630693137034154
1600,26.14805044441224
1700,28.919463177426476
1800,32.91081998652988
1900,35.59139938670435
2000,35.83355943395369
2100,40.04786823204279
2200,40.23737546334017
2300,43.83661939592612
2400,47.162093768036165
2500,49.254841664322264
2600,53.23408639896033
2700,55.37542323071392
2800,56.75627471848245
2900,60.125093857312024
3000,60.93623509260441
3100,63.86285883765969
3200,66.30738550247321
3300,68.12465214115905
3400,69.15680699471473
3500,71.23492332543483
3600,74.0450457756059
3700,77.29131779998364
3800,77.56167994642477
3900,81.87528476733627
4000,81.76529295673879
4100,85.43751481131602
4200,87.85317568649778
4300,89.77055434519635
4400,89.00134383567433
4500,91.60735314348376
4600,93.59436136916531
4700,94.97345403341208
4800,96.48739961037728
4900,97.85614408399113
5000,101.47561234453595
