miliseconds,Mrbc
0,0.3921029391127559
100,1.2699829166784988
200,0.5480655972127764
300,0.24608900900063824
400,2.435203378163606
500,2.132489271128305
600,3.758255459609985
700,6.36536129197799
800,9.21034064341246
900,9.95074224383541
1000,12.273651474106973
1100,15.667947735685654
1200,15.657989184458875
1300,19.020007297458665
1400,21.473508376302327
1500,22.365649655749742
1600,25.210842469316198
1700,29.772831060879962
1800,32.07019399534219
1900,33.89445817763536
2000,36.5909524759774
2100,38.48038696048039
2200,41.88949647618297
2300,45.128622100399895
2400,48.142443022954275
2500,50.38457589532785
2600,51.60903724295459
2700,54.31009867735988
2800,57.497609808747995
2900,59.152384012862086
3000,60.097714685671086
3100,64.29191992425419
3200,64.9075895904021
3300,68.03235062976717
3400,69.59935303633947
3500,73.10678011028568
3600,76.49142518788872
3700,78.14206773039686
3800,79.39845109305928
3900,81.41810786071541
4000,81.67122731246602
4100,83.89207738881383
4200,87.76759869758064
4300,88.398043642404
4400,88.96721183157915
4500,92.19465883809569
4600,94.47834429979908
4700,96.8794952504663
4800,98.42658990730041
4900,100.58293681932712
5000,101.15915090938127
