milliseconds,Mrbc
0,-0.8926846812761731
100,-1.1052768452908088
200,0.4643523383675078
300,2.6082207111912
400,1.1475344746018183
500,5.1965921277628455
600,3.924954865655944
700,6.015706424755952
800,8.534529419022897
900,11.170547203886303
1000,13.159694747235575
1100,13.133281637898829
1200,18.076782723798285
1300,20.470971738363225
1400,22.452657222854544
1500,25.242564866179883
1600,26.485855282632663
1700,29.804923147211674
1800,31.570453579168554
1900,33.4115536263072
2000,37.73138829618432
2100,37.668333064517874
2200,42.520740217042494
2300,44.18434776272281
2400,45.53568977489859
2500,48.45795506142673
2600,51.60438024777228
2700,53.99362779184029
2800,55.88669916999833
2900,57.65896896313114
3000,62.36847913574406
3100,64.17998010914344
3200,65.90425964240863
3300,67.2348331968015
3400,72.015096563244
3500,74.18983398223628
3600,73.72535764825813
3700,75.97992377973692
3800,80.00499205561789
3900,79.82442214630643
4000,82.96358603853253
4100,83.71877890974072
4200,86.81639204041036
4300,88.48237755225311
4400,88.94928680163032
4500,91.01720999949515
4600,94.86108717598081
4700,94.24025706993896
4800,96.06373133011442
4900,97.73728962841302
5000,100.88931703781509
