milliseconds,C,E,T,P,A
0,9.00403194495757,10.006126453274883,1.024551747798206,-0.006903117398258658,0.0010630202949332283
100,8.99059463664087,9.987901742904032,1.0104472409378058,0.016620766251770405,0.00045662024676821565
200,8.981743480751664,9.979480272700407,0.990504202763771,0.023657625941226397,0.00034053865431736454
300,8.975891929785568,9.971614837397519,0.9876539905367193,0.0320371631742658,-0.002082044992408746
400,8.970403447514029,9.951536399309852,0.9795939592258835,0.03627585458917731,0.0017155064117930683
500,8.950005192065543,9.954498429950839,0.940116548635578,0.05395281700268603,0.0013776114661152679
600,8.951728420551062,9.942928924004548,0.9273400870856195,0.057569978380609635,0.0023032538251533635
700,8.946349207687453,9.930444538497614,0.9410303969250532,0.07191615476139518,-0.0001274624485688154
800,8.931588345101222,9.92701450731907,0.9266519466617628,0.08106809477479796,0.004153311835719979
900,8.93223807381477,9.911572582153314,0.9093106346123031,0.07903848352832829,0.0035671084912095525
1000,8.918669524290614,9.901623450176098,0.8773703224668649,0.08558978950393666,0.004806617356578725
1100,8.9181589546086,9.899688223900203,0.8713037079119216,0.09782465079887348,0.003787281362610244
1200,8.900385309121065,9.889860855986559,0.8729202096616109,0.10556067399088431,0.009009113569230003
1300,8.899714259222685,9.875901913642986,0.8569698403443012,0.10978768950868331,0.006803119495304076
1400,8.884232360079686,9.873978246879377,0.8479662681147081,0.11297350286181924,0.011353455544022895
1500,8.887208464568895,9.866306540102883,0.845093504197226,0.12038127899885305,0.008921978376969909
1600,8.871725719649389,9.86398870833632,0.8327805906523188,0.1314126011016314,0.01271568677113936
1700,8.873141304050398,9.846957352521793,0.8078988708748162,0.13611871546118134,0.012507138766041143
1800,8.870083375003237,9.842244799433695,0.8033270206367606,0.15199613247970095,0.014580830876774638
1900,8.860805606898657,9.843824958333126,0.7816892897361809,0.1579907100024971,0.015489430649066969
2000,8.854961425236402,9.840689872940974,0.763064715362459,0.15659142225763006,0.019135322445216152
2100,8.842064085366026,9.833936190600957,0.7672058303040195,0.1618609307365209,0.020942572897449177
2200,8.850867030276977,9.815664992398213,0.7499163025124101,0.17332225748356872,0.01954740978090833
2300,8.83218930990315,9.810938492337261,0.7470818544250729,0.17236957324591934,0.021160885231721927
2400,8.838639386738778,9.803171736812985,0.7305636249673341,0.17507359296309755,0.02561264534594238
2500,8.823847964335439,9.801638291622533,0.7310911263751269,0.1797196508626173,0.02564301426370974
2600,8.819142878712967,9.7919405428633,0.7085520236911892,0.19443336337216016,0.025111743808638003
2700,8.815295726930188,9.782419007234292,0.7127771351948596,0.19054725661191452,0.029878337013785658
2800,8.82021157975675,9.77318739860341,0.6958351244794778,0.19994293891835146,0.02972734633475084
2900,8.815243908855326,9.768608536189923,0.6817232956835197,0.20005821527951662,0.03320686160863708
3000,8.807458055533635,9.76365703543107,0.6764663007544266,0.20190870795210833,0.03557593786042732
3100,8.802630952813148,9.761032582291863,0.6660892870813325,0.21556808978780911,0.03606636176148137
3200,8.798805309888223,9.758168020589688,0.6642775686079408,0.21676715995750026,0.04146663364073774
3300,8.80004254965901,9.745069968355315,0.6520939795193281,0.2156977781259528,0.042555120865839915
3400,8.79344190727881,9.74068691311351,0.6457104728041885,0.21746977160355513,0.04546182829673379
3500,8.79041322845768,9.74290571128199,0.6370035319159127,0.2271324742262188,0.048098059404799616
3600,8.786862894019688,9.735234886627527,0.6237863647227327,0.23371396470951622,0.04840477479119361
3700,8.777888699620835,9.739279970730987,0.6251594447420703,0.23015775308870476,0.05002898589127551
3800,8.774728240554085,9.723831340830284,0.6135446697703786,0.2362547492932156,0.05287906114778342
3900,8.764575292121593,9.718638024202146,0.6115677881062379,0.23624463150807198,0.05385430616018728
4000,8.769496771222244,9.716132839844875,0.5953836840522663,0.24837845301488104,0.05830165792027559
4100,8.772608085193955,9.718733726525128,0.5943301274478767,0.2547425097095099,0.06227209039069152
4200,8.765805252200755,9.704771413971372,0.5951029212144208,0.24702983084917138,0.062017972660090834
4300,8.752051698399587,9.706901418417262,0.5822982169861782,0.2614406688038821,0.06544975718816537
4400,8.751370905951866,9.710438001015913,0.5599301320382337,0.25612963095599717,0.07071231455032152
4500,8.757437392493753,9.696449860250056,0.5651170777813009,0.26669916317742326,0.06972603623111771
4600,8.755239658419628,9.69997999823515,0.5598941703705032,0.25828187419859305,0.07344168938413312
4700,8.741151050257924,9.68457432705712,0.5369928800134125,0.25791229497221835,0.07748249794083514
4800,8.738451810614023,9.690623554086253,0.5357643301450634,0.2605726574910895,0.0767693796450061
4900,8.74397507254504,9.688539194800354,0.5410370531740367,0.27688975455049425,0.08103011692590213
5000,8.747174270682143,9.675396458535964,0.5177416952915405,0.26610065121331933,0.08307406770093921
