miliseconds,D_1,E_1,RS_1,R_1,X_1,E2F_1,RP_1
0,0.100865241612323,0.6079702912123766,1.0010811485545519,0.5004082264440968,0.7054244773077679,0.4997508565822945,1.0004484857775935
100,0.10654011209229036,0.6113922572951581,1.0094299245562819,0.5001444537995613,0.6568812708575423,0.4911591201391923,0.994076475918824
200,0.11303941214317527,0.6320627966313286,1.0185991958335856,0.4946322460939459,0.6198455851566714,0.48259268342656025,0.9854431119518049
300,0.11904819385459385,0.6473781616424708,1.0249377507013826,0.4913522680574212,0.588950262454006,0.4749986299572424,0.9804217813433393
400,0.12551128795195657,0.6724842849052978,1.03358906709594,0.49033509358611405,0.554208589124876,0.46749361471910494,0.9744068305627686
500,0.13148938786966521,0.6645305052123698,1.0405279793223219,0.49012290052595653,0.5192615139597486,0.45958037079989905,0.9684199391016881
600,0.138115116990871,0.7016662638418024,1.0482404063944535,0.4850166718052532,0.48725019155231186,0.4530915176611699,0.9659386713412992
700,0.1457937462540046,0.710313739681545,1.0521172502820504,0.48189724494816066,0.4660336302978415,0.44651438375553304,0.9653526310185325
800,0.14941290366506874,0.7279767422831585,1.058981862416776,0.48130596234447837,0.4398753375881447,0.4414967167277161,0.9614306147223359
900,0.15494740433442356,0.737086527213303,1.0638099223674014,0.47313524816112884,0.4118540190919983,0.43478336198784445,0.9613048920485923
1000,0.15842527543094384,0.7620522758391362,1.0700216356055068,0.47257496406486044,0.3918632577847481,0.4313230477053887,0.9577892718529881
1100,0.16514864016062822,0.7693253609349833,1.0720854740957173,0.4687297453053917,0.37367881813946296,0.42727821810149363,0.9586944725851819
1200,0.16907872577309724,0.7842999285595182,1.0770496605409394,0.4634138680100932,0.3623709936643792,0.4220715354500058,0.9599149155222096
1300,0.17398374500547942,0.7988481268898718,1.0804947178198014,0.4616359826106242,0.3403069091881513,0.41878059514486676,0.9600270559265499
1400,0.17558731780877368,0.8332671839122003,1.084061382338656,0.4573068300825697,0.3210006860048413,0.41684182871150965,0.9587173361745702
1500,0.17989788981222654,0.8409933521854006,1.0876788373649147,0.4519552965720145,0.30982589116841847,0.4142027388030174,0.9632382429989427
1600,0.18255380680238084,0.8514129125480371,1.0883759870542364,0.4472309718074842,0.30394530601063197,0.41137940907430764,0.9617833815799023
1700,0.18683059175945535,0.8669969765583361,1.0921286606818346,0.44516428813893794,0.29487354645020325,0.40901767960292823,0.9645057886236996
1800,0.18974186921081831,0.8965099165442655,1.0925749500821744,0.4386878974398742,0.28068148278844113,0.40775390155107005,0.9694050552176723
1900,0.19137617562171075,0.8960433923149533,1.0962109270489142,0.43415000783659824,0.2680476907242124,0.40478643120937924,0.971175954365721
2000,0.19453565344869228,0.9222921655749238,1.0964885169355167,0.42935392591331306,0.2627422098097055,0.40350499657458405,0.9724653128950403
2100,0.19878656838553432,0.9508622335267446,1.0973866483620807,0.4253224140763565,0.25242299990524036,0.4028988916416356,0.9773643270726751
2200,0.19893750091158835,0.9497451691825234,1.0986844191590455,0.4222240941657423,0.23860264553786004,0.4026269252761369,0.9803542441258594
2300,0.20265013263118037,0.9649820291498281,1.0984821058201464,0.41914445596557326,0.2380076031568528,0.4003016916372192,0.9826545214033994
2400,0.2033280411078953,0.9981056877285216,1.1008332692637615,0.4141368796098205,0.23379367438111795,0.4002027993419526,0.9868607648540785
2500,0.2046419224358497,1.0189776871831697,1.1006917581218791,0.4096345912763738,0.22726464213098055,0.3995646721319355,0.994357063281875
2600,0.2064218110729128,1.017921376186032,1.101353847434819,0.40329706030349927,0.21676598081887888,0.3997786272966937,0.9953551784985221
2700,0.20567155114815844,1.0369715940290718,1.099584948875245,0.40041401424618184,0.22559345712822124,0.40094232680857783,1.0019487252364914
2800,0.20703686378784333,1.0538102486168377,1.100354746507081,0.39307924853754,0.22210336368846292,0.39989281481765643,1.0059205758233525
